step,time,disp_X,baseShear_X
193,-3.105908018705585,-9.631247355798031,-31.059080187055873
194,-3.0980259791281233,-9.681247355798032,-30.98025979128123
195,-3.0900849283152305,-9.731247355798033,-30.90084928315232
196,-3.0821380346396006,-9.781247355798033,-30.82138034639601
197,-3.0746536391574053,-9.831247355798034,-30.746536391574057
198,-3.0671780863582816,-9.881247355798035,-30.671780863582818
199,-3.059462623367689,-9.931247355798035,-30.59462623367691
200,-3.052080417783577,-9.981247355798036,-30.520804177835764
201,-3.0448230294733123,-10.031247355798037,-30.44823029473311
202,-3.0375780777473147,-10.081247355798038,-30.375780777473118
203,-3.0304814496337817,-10.131247355798038,-30.304814496337816
204,-3.023303952670963,-10.181247355798039,-30.233039526709657
205,-3.0173026939810255,-10.23124735579804,-30.17302693981021
206,-3.0101299846347604,-10.28124735579804,-30.101299846347636
207,-3.0033010368724407,-10.331247355798041,-30.033010368724426
208,-2.9965999508835477,-10.381247355798042,-29.965999508835463
209,-2.989760155071537,-10.431247355798043,-29.89760155071536
210,-2.984089521249983,-10.481247355798043,-29.840895212499895
211,-2.9774075891502845,-10.531247355798044,-29.774075891502832
212,-2.971486615286666,-10.581247355798045,-29.714866152866705
213,-2.9642227001781434,-10.631247355798045,-29.642227001781436
214,-2.958843232629755,-10.681247355798046,-29.588432326297582
215,-2.952388811073318,-10.731247355798047,-29.52388811073315
216,-2.9463518081392155,-10.781247355798047,-29.463518081392124
217,-2.9405937053299436,-10.831247355798048,-29.40593705329942
218,-2.9345304160783927,-10.881247355798049,-29.345304160783975
219,-2.928830819695108,-10.93124735579805,-29.28830819695112
220,-2.9233715373752465,-10.98124735579805,-29.23371537375243
221,-2.9175841137536147,-11.031247355798051,-29.175841137536153
222,-2.9120582605463947,-11.081247355798052,-29.120582605463937
223,-2.9070937152841845,-11.131247355798052,-29.07093715284183
224,-2.901282951787788,-11.181247355798053,-29.01282951787788
225,-2.8961499219403146,-11.231247355798054,-28.96149921940315
226,-2.890800294951085,-11.281247355798055,-28.908002949510855
227,-2.886242279443661,-11.331247355798055,-28.862422794436608
228,-2.8805524174069648,-11.381247355798056,-28.805524174069635
229,-2.876183290829404,-11.431247355798057,-28.76183290829402
230,-2.8742807481602735,-11.481247355798057,-28.742807481601062
231,-2.866196373072616,-11.531247355798058,-28.661963730726132
232,-2.861426693265463,-11.581247355798059,-28.614266932654587
233,-2.8569597480067417,-11.63124735579806,-28.569597480067383
234,-2.8523690182672743,-11.68124735579806,-28.52369018267272
235,-2.8479302941514733,-11.731247355798061,-28.47930294151469
236,-2.8432998608211304,-11.781247355798062,-28.432998608211314
237,-2.839297204005483,-11.831247355798062,-28.392972040054858
238,-2.8374827028996212,-11.881247355798063,-28.374827029002578
239,-2.830484892362106,-11.931247355798064,-28.304848923621023
240,-2.8261341332152425,-11.981247355798065,-28.261341332152433
241,-2.821685721563546,-12.031247355798065,-28.216857215635436
242,-2.817586666889692,-12.081247355798066,-28.17586666889689
243,-2.813914113475915,-12.131247355798067,-28.139141134759154
244,-2.8096379163988536,-12.181247355798067,-28.096379163988544
245,-2.8059152306061512,-12.231247355798068,-28.05915230606148
246,-2.801754678264523,-12.281247355798069,-28.017546782645233
247,-2.7982237606677427,-12.33124735579807,-27.982237606677494
248,-2.793885606133457,-12.38124735579807,-27.93885606133455
249,-2.7903007611999953,-12.431247355798071,-27.90300761199995
250,-2.786323525593952,-12.481247355798072,-27.863235255939514
251,-2.782527111205049,-12.531247355798072,-27.8252711120505
252,-2.779376357881658,-12.581247355798073,-27.79376357881656
253,-2.7757864689514533,-12.631247355798074,-27.757864689514523
254,-2.7719356020765225,-12.681247355798074,-27.719356020765236
255,-2.7681259962503924,-12.731247355798075,-27.68125996250392
256,-2.764704285205611,-12.781247355798076,-27.647042852056117
257,-2.7616294215410524,-12.831247355798077,-27.61629421541054
258,-2.7577050070142204,-12.881247355798077,-27.577050070142228
259,-2.754731451766055,-12.931247355798078,-27.547314517660528
260,-2.75132641256513,-12.981247355798079,-27.513264125651318
261,-2.747943940931385,-13.03124735579808,-27.47943940931388
262,-2.744627501343658,-13.08124735579808,-27.44627501343659
263,-2.741513012470627,-13.131247355798081,-27.415130124706284
264,-2.738739824677001,-13.181247355798082,-27.38739824676998
265,-2.7352363845055985,-13.231247355798082,-27.352363845055955
266,-2.7321165465483346,-13.281247355798083,-27.321165465483336
267,-2.7290901367686664,-13.331247355798084,-27.29090136768668
268,-2.7261130493544035,-13.381247355798084,-27.261130493543995
269,-2.723108534713083,-13.431247355798085,-27.231085347130826
270,-2.7201056661699687,-13.481247355798086,-27.201056661699713
271,-2.717143720593946,-13.531247355798087,-27.17143720593945
272,-2.714263600895437,-13.581247355798087,-27.142636008954376
273,-2.7113919017224544,-13.631247355798088,-27.113919017224543
274,-2.7085127892836933,-13.681247355798089,-27.085127892836955
275,-2.7056544656227883,-13.73124735579809,-27.056544656227913
276,-2.702861073943606,-13.78124735579809,-27.02861073943608
277,-2.700097589191275,-13.83124735579809,-27.000975891912766
278,-2.69738065260662,-13.881247355798092,-26.973806526066195
279,-2.694664601453699,-13.931247355798092,-26.94664601453696
280,-2.6919475784799687,-13.981247355798093,-26.919475784799697
281,-2.6895660229443163,-14.031247355798094,-26.895660229443173
282,-2.6866806406506814,-14.081247355798094,-26.866806406506807
283,-2.6843548185740875,-14.131247355798095,-26.843548185740843
284,-2.6815979133423418,-14.181247355798096,-26.815979133423422
285,-2.6789188823590813,-14.231247355798097,-26.789188823590823
286,-2.676309349080884,-14.281247355798097,-26.763093490808835
287,-2.6738454015400706,-14.331247355798098,-26.7384540154007
288,-2.6716586130764473,-14.381247355798099,-26.71658613076449
289,-2.6689832926781754,-14.4312473557981,-26.68983292678176
290,-2.66659174716731,-14.4812473557981,-26.665917471673087
291,-2.6641866383225548,-14.5312473557981,-26.641866383225548
292,-2.6618226783094885,-14.581247355798101,-26.618226783094908
293,-2.659496328217162,-14.631247355798102,-26.594963282171637
294,-2.6571813098775965,-14.681247355798103,-26.57181309877597
295,-2.6551266647293024,-14.731247355798104,-26.551266647293037
296,-2.6526217457842565,-14.781247355798104,-26.52621745784256
297,-2.6505532220270434,-14.831247355798105,-26.505532220270464
298,-2.6481114904710257,-14.881247355798106,-26.481114904710243
299,-2.646129434438924,-14.931247355798106,-26.461294344389245
300,-2.6436786577623574,-14.981247355798107,-26.436786577623593
301,-2.6415229488173524,-15.031247355798108,-26.415229488173516
302,-2.639584533444321,-15.081247355798109,-26.395845334443194
303,-2.6371868835627166,-15.13124735579811,-26.37186883562717
304,-2.6351073293756846,-15.18124735579811,-26.351073293756865
305,-2.632981334119214,-15.23124735579811,-26.32981334119216
306,-2.6309113756184836,-15.281247355798111,-26.30911375618484
307,-2.628872264326278,-15.331247355798112,-26.28872264326279
308,-2.6270199970850627,-15.381247355798113,-26.270199970850637
309,-2.624820887126644,-15.431247355798114,-26.24820887126644
310,-2.6228671597117934,-15.481247355798114,-26.228671597117923
311,-2.6208547653339926,-15.531247355798115,-26.208547653339902
312,-2.618943795125923,-15.581247355798116,-26.189437951259222
313,-2.6170194077373403,-15.631247355798116,-26.170194077373417
314,-2.615096952712141,-15.681247355798117,-26.150969527121436
315,-2.6133941382364307,-15.731247355798118,-26.13394138236432
316,-2.611354081794208,-15.781247355798119,-26.113540817942024
317,-2.6096987756586145,-15.83124735579812,-26.096987756586167
318,-2.607682365966334,-15.88124735579812,-26.076823659663347
319,-2.605906248734475,-15.93124735579812,-26.05906248734475
320,-2.604282782246247,-15.981247355798121,-26.04282782246249
321,-2.602335458222398,-16.03124735579812,-26.02335458222398
322,-2.6007367540986417,-16.08124735579812,-26.0073675409864
323,-2.5987782304648928,-16.13124735579812,-25.98778230464892
324,-2.5972228793674588,-16.18124735579812,-25.97222879367457
325,-2.5953469816795987,-16.23124735579812,-25.953469816796023
326,-2.5936550382611863,-16.281247355798122,-25.93655038261186
327,-2.5919959498940934,-16.331247355798123,-25.919959498940948
328,-2.5904735894702404,-16.381247355798124,-25.9047358947024
329,-2.5886064601079597,-16.431247355798124,-25.886064601079585
330,-2.5871175951557257,-16.481247355798125,-25.871175951557266
331,-2.5853098948511395,-16.531247355798126,-25.853098948511345
332,-2.583840715883958,-16.581247355798126,-25.83840715883958
333,-2.5820630300327925,-16.631247355798127,-25.82063030032794
334,-2.5805084118468677,-16.681247355798128,-25.80508411846864
335,-2.578855439800358,-16.73124735579813,-25.788554398003583
336,-2.5773086400814282,-16.78124735579813,-25.773086400814293
337,-2.5758933670516626,-16.83124735579813,-25.758933670516605
338,-2.574429704438771,-16.88124735579813,-25.744297044387707
339,-2.572691710965022,-16.93124735579813,-25.726917109650238
340,-2.571155267216736,-16.981247355798132,-25.71155267216739
341,-2.5697691127177404,-17.031247355798133,-25.6976911271774
342,-2.568366876221531,-17.081247355798133,-25.683668762215316
343,-2.566647755035864,-17.131247355798134,-25.666477550358643
344,-2.5651623850240775,-17.181247355798135,-25.651623850240753
345,-2.5638165989891455,-17.231247355798136,-25.63816598989149
346,-2.5624590976602852,-17.281247355798136,-25.624590976602853
347,-2.5607990365428206,-17.331247355798137,-25.6079903654282
348,-2.5594818243336377,-17.381247355798138,-25.594818243336373
349,-2.558129476595724,-17.43124735579814,-25.581294765957217
350,-2.5565314376247548,-17.48124735579814,-25.565314376247464
351,-2.5552495802841637,-17.53124735579814,-25.552495802841637
352,-2.5537064776808305,-17.58124735579814,-25.537064776808318
353,-2.5524458758844615,-17.63124735579814,-25.5244587588446
354,-2.5511680888062886,-17.681247355798142,-25.51168088806289
355,-2.5496165315291344,-17.731247355798143,-25.49616531529137
356,-2.5483786063839715,-17.781247355798143,-25.483786063839727
357,-2.547126256713986,-17.831247355798144,-25.471262567139853
358,-2.5456055746322637,-17.881247355798145,-25.456055746322647
359,-2.54439027313349,-17.931247355798146,-25.443902731334887
360,-2.5431590482485698,-17.981247355798146,-25.431590482485692
361,-2.541663354787046,-18.031247355798147,-25.416633547870475
362,-2.540467985390768,-18.081247355798148,-25.404679853907712
363,-2.5392611021833646,-18.13124735579815,-25.392611021833645
364,-2.537787120786209,-18.18124735579815,-25.377871207862075
365,-2.5366296898934637,-18.23124735579815,-25.36629689893465
366,-2.5354397263580717,-18.28124735579815,-25.354397263580726
367,-2.53399964185788,-18.33124735579815,-25.339996418578753
368,-2.5328075704315474,-18.381247355798152,-25.328075704315463
369,-2.5315057560736154,-18.431247355798153,-25.315057560736157
370,-2.53027801879389,-18.481247355798153,-25.302780187938904
371,-2.5291653282158,-18.531247355798154,-25.291653282158
372,-2.528028230091651,-18.581247355798155,-25.28028230091649
373,-2.5268764953413925,-18.631247355798155,-25.268764953413918
374,-2.525719752570693,-18.681247355798156,-25.257197525706946
375,-2.524560951925902,-18.731247355798157,-25.245609519259027
376,-2.523402236450804,-18.781247355798158,-25.234022364508085
377,-2.5219463250646657,-18.83124735579816,-25.219463250646637
378,-2.520884590391697,-18.88124735579816,-25.208845903916952
379,-2.519608168592042,-18.93124735579816,-25.19608168592043
380,-2.518561065949945,-18.98124735579816,-25.18561065949942
381,-2.5174875223364293,-19.03124735579816,-25.17487522336429
382,-2.516212043271884,-19.081247355798162,-25.162120432718837
383,-2.5151885257882687,-19.131247355798163,-25.151885257882682
384,-2.513966516366865,-19.181247355798163,-25.139665163668653
385,-2.512959093548427,-19.231247355798164,-25.129590935484234
386,-2.511773383079512,-19.281247355798165,-25.11773383079515
387,-2.510778770749011,-19.331247355798165,-25.107787707490093
388,-2.5096102266589453,-19.381247355798166,-25.096102266589433
389,-2.508630168067386,-19.431247355798167,-25.08630168067383
390,-2.5075758663934633,-19.481247355798168,-25.07575866393461
391,-2.506415495815211,-19.53124735579817,-25.064154958152127
392,-2.5054561060964655,-19.58124735579817,-25.05456106096468
393,-2.504426641872232,-19.63124735579817,-25.044266418722344
394,-2.5034523011390504,-19.68124735579817,-25.034523011390494
395,-2.502263380209621,-19.73124735579817,-25.022633802096248
396,-2.501329753269566,-19.781247355798172,-25.01329753269565
397,-2.5003820769821306,-19.831247355798173,-25.003820769821303
398,-2.4994236537748753,-19.881247355798173,-24.99423653774876
399,-2.4982361782533333,-19.931247355798174,-24.98236178253334
400,-2.4973283676371287,-19.981247355798175,-24.973283676371274
401,-2.496237591578685,-20.031247355798175,-24.962375915786872
402,-2.495349177879067,-20.081247355798176,-24.953491778790678
403,-2.494442958286556,-20.131247355798177,-24.944429582865556
404,-2.493528410466587,-20.181247355798178,-24.935284104665868
405,-2.492399141627866,-20.23124735579818,-24.92399141627862
406,-2.491523957616898,-20.28124735579818,-24.915239576169
407,-2.4906222020915627,-20.33124735579818,-24.90622202091561
408,-2.4895667926025737,-20.38124735579818,-24.895667926025748
409,-2.4887088084781714,-20.43124735579818,-24.887088084781713
410,-2.487708043317503,-20.481247355798182,-24.877080433175028
411,-2.4868615005772967,-20.531247355798182,-24.868615005772984
412,-2.486001650155247,-20.581247355798183,-24.86001650155245
413,-2.4850794027754013,-20.631247355798184,-24.850794027754002
414,-2.4842155852613024,-20.681247355798185,-24.842155852613033
415,-2.4831670348100428,-20.731247355798185,-24.831670348100417
416,-2.4823545262423763,-20.781247355798186,-24.823545262423774
417,-2.481522767892362,-20.831247355798187,-24.81522767892363
418,-2.4805385542404164,-20.881247355798187,-24.80538554240412
419,-2.4797397879261784,-20.931247355798188,-24.797397879261784
420,-2.4787846466829095,-20.98124735579819,-24.787846466829077
421,-2.4779941462579034,-21.03124735579819,-24.779941462579043
422,-2.4771840155285547,-21.08124735579819,-24.771840155285545
423,-2.476328161851486,-21.13124735579819,-24.76328161851486
424,-2.475516413163183,-21.18124735579819,-24.75516413163183
425,-2.474661448435617,-21.231247355798192,-24.74661448435615
426,-2.4738531388521836,-21.281247355798193,-24.738531388521807
427,-2.4730383872878106,-21.331247355798194,-24.730383872878097
428,-2.472221231264664,-21.381247355798195,-24.72221231264664
429,-2.471404866564772,-21.431247355798195,-24.71404866564771
430,-2.470591833312549,-21.481247355798196,-24.705918333125496
431,-2.4697887515877417,-21.531247355798197,-24.6978875158774
432,-2.46898609340438,-21.581247355798197,-24.689860934043786
433,-2.4681825025313704,-21.631247355798198,-24.68182502531371
434,-2.467381093203197,-21.6812473557982,-24.673810932031977
435,-2.4665889369035847,-21.7312473557982,-24.665889369035852
436,-2.4656021644342445,-21.7812473557982,-24.65602164434246
437,-2.464872398660393,-21.8312473557982,-24.648723986603926
438,-2.4641219076362386,-21.8812473557982,-24.64121907636235
439,-2.463209346626114,-21.931247355798202,-24.632093466261253
440,-2.4623750058114005,-21.981247355798203,-24.623750058114
441,-2.4616698493641977,-22.031247355798204,-24.616698493641973
442,-2.4608424147136834,-22.081247355798205,-24.60842414713681
443,-2.4601411366275396,-22.131247355798205,-24.601411366275393
444,-2.4593156613862845,-22.181247355798206,-24.59315661386284
445,-2.4586178591696926,-22.231247355798207,-24.586178591696914
446,-2.4578754477092497,-22.281247355798207,-24.578754477092485
447,-2.4571655031884676,-22.331247355798208,-24.57165503188466
448,-2.4564151366660316,-22.38124735579821,-24.56415136666032
449,-2.455702152678824,-22.43124735579821,-24.557021526788226
450,-2.4548373237367294,-22.48124735579821,-24.548373237367294
451,-2.4541668874074776,-22.53124735579821,-24.54166887407479
452,-2.4533684108648943,-22.58124735579821,-24.533684108648956
453,-2.4527075100129867,-22.631247355798212,-24.527075100129863
454,-2.452029804328365,-22.681247355798213,-24.52029804328364
455,-2.451215245323087,-22.731247355798214,-24.51215245323089
456,-2.4505564207993653,-22.781247355798214,-24.505564207993658
457,-2.449883899006332,-22.831247355798215,-24.4988389900633
458,-2.449084873166657,-22.881247355798216,-24.490848731666567
459,-2.4484403014415284,-22.931247355798217,-24.484403014415292
460,-2.447679157329434,-22.981247355798217,-24.47679157329433
461,-2.4470455607612362,-23.031247355798218,-24.470455607612347
462,-2.446397003739231,-23.08124735579822,-24.463970037392293
463,-2.4456155006898515,-23.13124735579822,-24.45615500689851
464,-2.4449884026144217,-23.18124735579822,-24.44988402614421
465,-2.444247373186857,-23.23124735579822,-24.442473731868546
466,-2.443631481762768,-23.28124735579822,-24.436314817627675
467,-2.4429003880560844,-23.331247355798222,-24.429003880560845
468,-2.44229323156364,-23.381247355798223,-24.42293231563639
469,-2.4415742076081735,-23.431247355798224,-24.415742076081727
470,-2.440970068963428,-23.481247355798224,-24.40970068963426
