time_s,Rd_m,BS_N,BS_over_W,drift_ratio,BSx_N,BSy_N
4.2900,2.10574000e-04,2.363597e+02,2.666914e-05,1.38755744e-05,2.363597e+02,1.871569e+02
4.2950,2.09146000e-04,-6.694525e+02,-7.553621e-05,1.37814777e-05,-6.694525e+02,-1.516658e+01
4.3000,2.07663000e-04,-2.379754e+03,-2.685144e-04,1.36837568e-05,-2.379754e+03,-3.147733e+02
4.3050,2.06026000e-04,-4.740153e+03,-5.348449e-04,1.35758882e-05,-4.740153e+03,-7.089705e+02
4.3100,2.04154000e-04,-6.994344e+03,-7.891916e-04,1.34525346e-05,-6.994344e+03,-1.147913e+03
4.3150,2.02121000e-04,-8.652842e+03,-9.763246e-04,1.33185720e-05,-8.652842e+03,-1.583415e+03
4.3200,2.00185000e-04,-9.243261e+03,-1.042943e-03,1.31910011e-05,-9.243261e+03,-1.936512e+03
4.3250,1.98526000e-04,-9.014675e+03,-1.017151e-03,1.30816828e-05,-9.014675e+03,-2.193729e+03
4.3300,1.97451000e-04,-8.507964e+03,-9.599776e-04,1.30108467e-05,-8.507964e+03,-2.332185e+03
4.3350,1.97054000e-04,-7.988477e+03,-9.013625e-04,1.29846868e-05,-7.988477e+03,-2.345838e+03
4.3400,1.97441000e-04,-7.649984e+03,-8.631693e-04,1.30101878e-05,-7.649984e+03,-2.216414e+03
4.3450,1.98615000e-04,-7.153041e+03,-8.070978e-04,1.30875474e-05,-7.153041e+03,-1.935888e+03
4.3500,2.00587000e-04,-5.710852e+03,-6.443716e-04,1.32174905e-05,-5.710852e+03,-1.522207e+03
4.3550,2.03353000e-04,-3.195248e+03,-3.605288e-04,1.33997534e-05,-3.195248e+03,-1.004945e+03
4.3600,2.06815000e-04,-6.282002e+01,-7.088160e-06,1.36278786e-05,-6.282002e+01,-4.510240e+02
4.3650,2.10812000e-04,2.879895e+03,3.249467e-04,1.38912572e-05,2.879895e+03,1.101354e+02
4.3700,2.14886000e-04,4.520124e+03,5.100184e-04,1.41597095e-05,4.520124e+03,6.354846e+02
4.3750,2.18769000e-04,5.201468e+03,5.868963e-04,1.44155762e-05,5.201468e+03,1.102498e+03
4.3800,2.22079000e-04,6.110440e+03,6.894583e-04,1.46336855e-05,6.110440e+03,1.483885e+03
4.3850,2.24767000e-04,7.773255e+03,8.770784e-04,1.48108087e-05,7.773255e+03,1.776786e+03
4.3900,2.26836000e-04,1.020348e+04,1.151288e-03,1.49471435e-05,1.020348e+04,1.964110e+03
4.3950,2.28303000e-04,1.250561e+04,1.411044e-03,1.50438101e-05,1.250561e+04,2.034002e+03
4.4000,2.29110000e-04,1.325210e+04,1.495272e-03,1.50969866e-05,1.325210e+04,1.975645e+03
4.4050,2.29188000e-04,1.241678e+04,1.401020e-03,1.51021263e-05,1.241678e+04,1.797386e+03
4.4100,2.28471000e-04,1.064519e+04,1.201127e-03,1.50548803e-05,1.064519e+04,1.548095e+03
4.4150,2.27021000e-04,8.709574e+03,9.827258e-04,1.49593339e-05,8.709574e+03,1.266135e+03
4.4200,2.25106000e-04,7.813384e+03,8.816062e-04,1.48331468e-05,7.813384e+03,9.849145e+02
4.4250,2.22943000e-04,8.016678e+03,9.045444e-04,1.46906179e-05,8.016678e+03,6.979066e+02
4.4300,2.20938000e-04,8.931235e+03,1.007737e-03,1.45585004e-05,8.931235e+03,3.887530e+02
4.4350,2.19230000e-04,9.822862e+03,1.108341e-03,1.44459533e-05,9.822862e+03,6.194535e+01
4.4400,2.17935000e-04,9.539476e+03,1.076366e-03,1.43606205e-05,9.539476e+03,-2.460719e+02
4.4450,2.17029000e-04,8.241710e+03,9.299355e-04,1.43009205e-05,8.241710e+03,-5.109757e+02
4.4500,2.16510000e-04,7.026139e+03,7.927791e-04,1.42667215e-05,7.026139e+03,-7.043120e+02
4.4550,2.16450000e-04,6.859169e+03,7.739394e-04,1.42627678e-05,6.859169e+03,-8.318805e+02
4.4600,2.17048000e-04,8.730045e+03,9.850356e-04,1.43021725e-05,8.730045e+03,-9.177748e+02
4.4650,2.18363000e-04,1.190596e+04,1.343383e-03,1.43888232e-05,1.190596e+04,-9.686544e+02
4.4700,2.20302000e-04,1.461033e+04,1.648525e-03,1.45165917e-05,1.461033e+04,-9.863564e+02
4.4750,2.22677000e-04,1.624674e+04,1.833166e-03,1.46730901e-05,1.624674e+04,-9.688955e+02
4.4800,2.25107000e-04,1.652435e+04,1.864489e-03,1.48332127e-05,1.652435e+04,-8.971087e+02
4.4850,2.27441000e-04,1.597936e+04,1.802996e-03,1.49870094e-05,1.597936e+04,-7.762381e+02
4.4900,2.29444000e-04,1.530585e+04,1.727002e-03,1.51189952e-05,1.530585e+04,-6.191004e+02
4.4950,2.31008000e-04,1.441718e+04,1.626731e-03,1.52220535e-05,1.441718e+04,-4.376712e+02
4.5000,2.31862000e-04,1.321416e+04,1.490991e-03,1.52783270e-05,1.321416e+04,-2.810174e+02
4.5050,2.31853000e-04,1.178668e+04,1.329924e-03,1.52777339e-05,1.178668e+04,-1.722136e+02
4.5100,2.30784000e-04,1.046909e+04,1.181257e-03,1.52072932e-05,1.046909e+04,-1.028333e+02
4.5150,2.28674000e-04,9.337339e+03,1.053558e-03,1.50682568e-05,9.337339e+03,-3.451875e+01
4.5200,2.25739000e-04,8.304317e+03,9.369995e-04,1.48748577e-05,8.304317e+03,9.327991e+01
4.5250,2.22197000e-04,7.192525e+03,8.115529e-04,1.46414610e-05,7.192525e+03,2.813104e+02
4.5300,2.18498000e-04,5.732298e+03,6.467913e-04,1.43977189e-05,5.732298e+03,5.019088e+02
4.5350,2.14828000e-04,3.878592e+03,4.376325e-04,1.41558877e-05,3.878592e+03,7.147878e+02
4.5400,2.11419000e-04,1.714331e+03,1.934328e-04,1.39312549e-05,1.714331e+03,8.863433e+02
4.5450,2.08294000e-04,-5.144788e+02,-5.805010e-05,1.37253359e-05,-5.144788e+02,1.021467e+03
4.5500,2.05512000e-04,-2.103294e+03,-2.373207e-04,1.35420187e-05,-2.103294e+03,1.123050e+03
4.5550,2.03148000e-04,-2.773181e+03,-3.129059e-04,1.33862451e-05,-2.773181e+03,1.186499e+03
4.5600,2.01435000e-04,-2.506854e+03,-2.828554e-04,1.32733686e-05,-2.506854e+03,1.197344e+03
4.5650,2.00512000e-04,-1.721943e+03,-1.942917e-04,1.32125484e-05,-1.721943e+03,1.147755e+03
4.5700,2.00561000e-04,-1.029924e+03,-1.162092e-04,1.32157772e-05,-1.029924e+03,1.034283e+03
4.5750,2.01599000e-04,-1.254336e+02,-1.415303e-05,1.32841753e-05,-1.254336e+02,8.623577e+02
4.5800,2.03625000e-04,1.961091e+03,2.212754e-04,1.34176766e-05,1.961091e+03,6.471719e+02
4.5850,2.06612000e-04,5.486505e+03,6.190578e-04,1.36145021e-05,5.486505e+03,3.887093e+02
4.5900,2.10465000e-04,1.004380e+04,1.133271e-03,1.38683919e-05,1.004380e+04,5.427399e+01
4.5950,2.15064000e-04,1.463011e+04,1.650757e-03,1.41714387e-05,1.463011e+04,-3.848280e+02
4.6000,2.20032000e-04,1.758465e+04,1.984126e-03,1.44988003e-05,1.758465e+04,-9.602437e+02
4.6050,2.25102000e-04,1.883704e+04,2.125436e-03,1.48328832e-05,1.883704e+04,-1.650397e+03
4.6100,2.29751000e-04,1.895893e+04,2.139189e-03,1.51392246e-05,1.895893e+04,-2.335769e+03
4.6150,2.33770000e-04,1.877121e+04,2.118008e-03,1.54040528e-05,1.877121e+04,-2.927434e+03
4.6200,2.36901000e-04,1.965174e+04,2.217362e-03,1.56103671e-05,1.965174e+04,-3.283033e+03
4.6250,2.39152000e-04,2.181041e+04,2.460930e-03,1.57586946e-05,2.181041e+04,-3.376353e+03
4.6300,2.40672000e-04,2.503110e+04,2.824330e-03,1.58588536e-05,2.503110e+04,-3.213404e+03
4.6350,2.41597000e-04,2.846681e+04,3.211991e-03,1.59198056e-05,2.846681e+04,-2.822704e+03
4.6400,2.42144000e-04,3.051250e+04,3.442811e-03,1.59558496e-05,3.051250e+04,-2.248942e+03
4.6450,2.42369000e-04,3.088466e+04,3.484803e-03,1.59706758e-05,3.088466e+04,-1.522214e+03
4.6500,2.42343000e-04,2.990642e+04,3.374426e-03,1.59689626e-05,2.990642e+04,-6.933401e+02
4.6550,2.42091000e-04,2.839565e+04,3.203962e-03,1.59523573e-05,2.839565e+04,2.060742e+02
4.6600,2.41668000e-04,2.747214e+04,3.099759e-03,1.59244841e-05,2.747214e+04,1.094346e+03
4.6650,2.41072000e-04,2.692463e+04,3.037982e-03,1.58852112e-05,2.692463e+04,1.925188e+03
4.6700,2.40221000e-04,2.615065e+04,2.950652e-03,1.58291354e-05,2.615065e+04,2.614246e+03
4.6750,2.39040000e-04,2.503943e+04,2.825270e-03,1.57513145e-05,2.503943e+04,3.135420e+03
4.6800,2.37475000e-04,2.382509e+04,2.688252e-03,1.56481903e-05,2.382509e+04,3.486459e+03
4.6850,2.35611000e-04,2.282112e+04,2.574971e-03,1.55253638e-05,2.282112e+04,3.693331e+03
4.6900,2.33723000e-04,2.208317e+04,2.491706e-03,1.54009558e-05,2.208317e+04,3.776296e+03
4.6950,2.31964000e-04,2.120992e+04,2.393176e-03,1.52850482e-05,2.120992e+04,3.728059e+03
4.7000,2.30485000e-04,1.966691e+04,2.219073e-03,1.51875909e-05,1.966691e+04,3.506336e+03
4.7050,2.29240000e-04,1.753996e+04,1.979083e-03,1.51055528e-05,1.753996e+04,3.082470e+03
4.7100,2.28085000e-04,1.533968e+04,1.730820e-03,1.50294452e-05,1.533968e+04,2.437241e+03
4.7150,2.26945000e-04,1.332868e+04,1.503913e-03,1.49543259e-05,1.332868e+04,1.595329e+03
4.7200,2.25751000e-04,1.186555e+04,1.338824e-03,1.48756484e-05,1.186555e+04,6.409528e+02
4.7250,2.24532000e-04,1.098148e+04,1.239071e-03,1.47953236e-05,1.098148e+04,-3.609194e+02
4.7300,2.23369000e-04,1.052714e+04,1.187807e-03,1.47186888e-05,1.052714e+04,-1.272741e+03
4.7350,2.22290000e-04,1.018500e+04,1.149203e-03,1.46475891e-05,1.018500e+04,-2.028518e+03
4.7400,2.21266000e-04,9.335549e+03,1.053356e-03,1.45801136e-05,9.335549e+03,-2.534620e+03
4.7450,2.20229000e-04,7.931758e+03,8.949627e-04,1.45117815e-05,7.931758e+03,-2.781056e+03
4.7500,2.19063000e-04,6.446148e+03,7.273371e-04,1.44349490e-05,6.446148e+03,-2.801251e+03
4.7550,2.17779000e-04,5.448817e+03,6.148054e-04,1.43503410e-05,5.448817e+03,-2.637864e+03
4.7600,2.16511000e-04,5.645082e+03,6.369506e-04,1.42667874e-05,5.645082e+03,-2.368894e+03
4.7650,2.15383000e-04,6.752901e+03,7.619489e-04,1.41924589e-05,6.752901e+03,-2.018292e+03
4.7700,2.14558000e-04,7.941914e+03,8.961086e-04,1.41380963e-05,7.941914e+03,-1.610871e+03
4.7750,2.14034000e-04,8.830566e+03,9.963778e-04,1.41035678e-05,8.830566e+03,-1.141627e+03
4.7800,2.13705000e-04,8.983264e+03,1.013607e-03,1.40818887e-05,8.983264e+03,-6.105456e+02
4.7850,2.13461000e-04,8.416155e+03,9.496185e-04,1.40658105e-05,8.416155e+03,-3.362646e+01
4.7900,2.13078000e-04,7.193568e+03,8.116706e-04,1.40405731e-05,7.193568e+03,5.181744e+02
4.7950,2.12461000e-04,5.483831e+03,6.187562e-04,1.39999165e-05,5.483831e+03,9.812658e+02
4.8000,2.11520000e-04,3.975321e+03,4.485467e-04,1.39379102e-05,3.975321e+03,1.236561e+03
4.8050,2.10303000e-04,3.148196e+03,3.552199e-04,1.38577171e-05,3.148196e+03,1.254123e+03
4.8100,2.09010000e-04,3.426412e+03,3.866117e-04,1.37725161e-05,3.426412e+03,1.054975e+03
4.8150,2.07797000e-04,4.357831e+03,4.917064e-04,1.36925866e-05,4.357831e+03,6.992328e+02
4.8200,2.06940000e-04,4.904465e+03,5.533846e-04,1.36361154e-05,4.904465e+03,2.964411e+02
4.8250,2.06556000e-04,4.838066e+03,5.458927e-04,1.36108121e-05,4.838066e+03,-1.274116e+02
4.8300,2.06844000e-04,4.304626e+03,4.857031e-04,1.36297896e-05,4.304626e+03,-5.464757e+02
4.8350,2.07871000e-04,3.832882e+03,4.324749e-04,1.36974628e-05,3.832882e+03,-9.606221e+02
4.8400,2.09700000e-04,4.362728e+03,4.922589e-04,1.38179830e-05,4.362728e+03,-1.349455e+03
4.8450,2.12288000e-04,6.058496e+03,6.835973e-04,1.39885168e-05,6.058496e+03,-1.686327e+03
4.8500,2.15487000e-04,8.899256e+03,1.004128e-03,1.41993119e-05,8.899256e+03,-1.915232e+03
4.8550,2.19187000e-04,1.239133e+04,1.398149e-03,1.44431199e-05,1.239133e+04,-2.004369e+03
4.8600,2.23167000e-04,1.527675e+04,1.723719e-03,1.47053782e-05,1.527675e+04,-1.899450e+03
4.8650,2.27320000e-04,1.706616e+04,1.925623e-03,1.49790362e-05,1.706616e+04,-1.590906e+03
4.8700,2.31447000e-04,1.770398e+04,1.997590e-03,1.52509810e-05,1.770398e+04,-1.098195e+03
4.8750,2.35490000e-04,1.821624e+04,2.055390e-03,1.55173906e-05,1.821624e+04,-4.636296e+02
4.8800,2.39406000e-04,2.046979e+04,2.309664e-03,1.57754317e-05,2.046979e+04,2.192498e+02
4.8850,2.43177000e-04,2.444404e+04,2.758090e-03,1.60239182e-05,2.444404e+04,9.126113e+02
4.8900,2.46641000e-04,2.882788e+04,3.252731e-03,1.62521752e-05,2.882788e+04,1.546945e+03
4.8950,2.49602000e-04,3.227380e+04,3.641544e-03,1.64472875e-05,3.227380e+04,2.086177e+03
4.9000,2.51643000e-04,3.329319e+04,3.756565e-03,1.65817773e-05,3.329319e+04,2.469006e+03
4.9050,2.52637000e-04,3.268038e+04,3.687420e-03,1.66472760e-05,3.268038e+04,2.676627e+03
4.9100,2.52576000e-04,3.236065e+04,3.651344e-03,1.66432564e-05,3.236065e+04,2.725226e+03
4.9150,2.51613000e-04,3.298076e+04,3.721312e-03,1.65798004e-05,3.298076e+04,2.650324e+03
4.9200,2.50050000e-04,3.461958e+04,3.906225e-03,1.64768080e-05,3.461958e+04,2.487633e+03
4.9250,2.47974000e-04,3.631224e+04,4.097212e-03,1.63400120e-05,3.631224e+04,2.223955e+03
4.9300,2.45454000e-04,3.636457e+04,4.103117e-03,1.61739590e-05,3.636457e+04,1.828995e+03
4.9350,2.42488000e-04,3.453155e+04,3.896293e-03,1.59785172e-05,3.453155e+04,1.300936e+03
4.9400,2.39175000e-04,3.120891e+04,3.521389e-03,1.57602102e-05,3.120891e+04,6.860811e+02
4.9450,2.35680000e-04,2.751943e+04,3.105095e-03,1.55299105e-05,2.751943e+04,3.546277e+01
4.9500,2.32461000e-04,2.556516e+04,2.884589e-03,1.53177975e-05,2.556516e+04,-5.568729e+02
4.9550,2.29785000e-04,2.568652e+04,2.898283e-03,1.51414650e-05,2.568652e+04,-1.054222e+03
4.9600,2.28021000e-04,2.729436e+04,3.079700e-03,1.50252279e-05,2.729436e+04,-1.413284e+03
4.9650,2.27174000e-04,2.904595e+04,3.277337e-03,1.49694157e-05,2.904595e+04,-1.633504e+03
4.9700,2.27054000e-04,2.907409e+04,3.280512e-03,1.49615084e-05,2.907409e+04,-1.739614e+03
4.9750,2.27511000e-04,2.783594e+04,3.140808e-03,1.49916220e-05,2.783594e+04,-1.761401e+03
4.9800,2.28414000e-04,2.701932e+04,3.048667e-03,1.50511243e-05,2.701932e+04,-1.752970e+03
4.9850,2.29821000e-04,2.753309e+04,3.106636e-03,1.51438372e-05,2.753309e+04,-1.720889e+03
4.9900,2.31819000e-04,2.976839e+04,3.358851e-03,1.52754935e-05,2.976839e+04,-1.661876e+03
4.9950,2.34337000e-04,3.266342e+04,3.685506e-03,1.54414148e-05,3.266342e+04,-1.564202e+03
5.0000,2.37032000e-04,3.443124e+04,3.884974e-03,1.56189992e-05,3.443124e+04,-1.414458e+03
5.0050,2.39647000e-04,3.490368e+04,3.938280e-03,1.57913122e-05,3.490368e+04,-1.213261e+03
5.0100,2.41816000e-04,3.439712e+04,3.881124e-03,1.59342364e-05,3.439712e+04,-9.564744e+02
5.0150,2.43501000e-04,3.347610e+04,3.777203e-03,1.60452679e-05,3.347610e+04,-6.490144e+02
5.0200,2.44732000e-04,3.271308e+04,3.691109e-03,1.61263835e-05,3.271308e+04,-3.275253e+02
5.0250,2.45530000e-04,3.186255e+04,3.595141e-03,1.61789669e-05,3.186255e+04,-1.947318e+01
5.0300,2.45776000e-04,3.024618e+04,3.412762e-03,1.61951769e-05,3.024618e+04,2.409953e+02
5.0350,2.45277000e-04,2.737595e+04,3.088906e-03,1.61622957e-05,2.737595e+04,4.626624e+02
5.0400,2.43626000e-04,2.297121e+04,2.591907e-03,1.60535046e-05,2.297121e+04,6.788119e+02
5.0450,2.40710000e-04,1.775133e+04,2.002933e-03,1.58613576e-05,1.775133e+04,8.989697e+02
5.0500,2.36647000e-04,1.345310e+04,1.517951e-03,1.55936300e-05,1.345310e+04,1.125490e+03
5.0550,2.31753000e-04,1.069297e+04,1.206519e-03,1.52711445e-05,1.069297e+04,1.330224e+03
5.0600,2.26708000e-04,9.244942e+03,1.043133e-03,1.49387090e-05,9.244942e+03,1.485536e+03
5.0650,2.21764000e-04,7.797441e+03,8.798073e-04,1.46129288e-05,7.797441e+03,1.602463e+03
5.0700,2.17116000e-04,4.547106e+03,5.130628e-04,1.43066533e-05,4.547106e+03,1.699894e+03
5.0750,2.12719000e-04,1.822880e+02,2.056807e-05,1.40169171e-05,1.822880e+02,1.773743e+03
5.0800,2.08680000e-04,-2.751495e+03,-3.104590e-04,1.37507710e-05,-2.751495e+03,1.811700e+03
5.0850,2.05259000e-04,-2.841566e+03,-3.206220e-04,1.35253475e-05,-2.841566e+03,1.803023e+03
5.0900,2.03126000e-04,7.524525e+02,8.490135e-05,1.33847955e-05,7.524525e+02,1.709261e+03
5.0950,2.02581000e-04,6.538764e+03,7.377873e-04,1.33488832e-05,6.538764e+03,1.508990e+03
5.1000,2.03858000e-04,1.151376e+04,1.299130e-03,1.34330299e-05,1.151376e+04,1.175060e+03
5.1050,2.06793000e-04,1.491926e+04,1.683383e-03,1.36264290e-05,1.491926e+04,7.253371e+02
5.1100,2.10916000e-04,1.662765e+04,1.876145e-03,1.38981102e-05,1.662765e+04,2.144395e+02
5.1150,2.15962000e-04,1.771968e+04,1.999361e-03,1.42306115e-05,1.771968e+04,-3.205428e+02
5.1200,2.21544000e-04,2.020150e+04,2.279393e-03,1.45984322e-05,2.020150e+04,-8.468747e+02
5.1250,2.27559000e-04,2.455907e+04,2.771069e-03,1.49947849e-05,2.455907e+04,-1.386179e+03
5.1300,2.33810000e-04,3.076802e+04,3.471643e-03,1.54066886e-05,3.076802e+04,-1.981583e+03
5.1350,2.40136000e-04,3.756963e+04,4.239087e-03,1.58235344e-05,3.756963e+04,-2.607104e+03
5.1400,2.46036000e-04,4.213365e+04,4.754059e-03,1.62123093e-05,4.213365e+04,-3.155298e+03
5.1450,2.51130000e-04,4.326953e+04,4.882223e-03,1.65479736e-05,4.326953e+04,-3.487863e+03
5.1500,2.54615000e-04,3.957445e+04,4.465297e-03,1.67776144e-05,3.957445e+04,-3.534877e+03
5.1550,2.56087000e-04,3.130185e+04,3.531877e-03,1.68746104e-05,3.130185e+04,-3.361603e+03
5.1600,2.54748000e-04,1.891522e+04,2.134258e-03,1.67863783e-05,1.891522e+04,-3.004017e+03
5.1650,2.50199000e-04,2.801140e+03,3.160605e-04,1.64866262e-05,2.801140e+03,-2.543846e+03
5.1700,2.41770000e-04,-6.175168e+05,-6.967617e-02,1.59312053e-05,-6.175168e+05,1.121999e+06
5.1750,2.29414000e-04,-3.289561e+04,-3.711705e-03,1.51170184e-05,-3.289561e+04,-3.995584e+02
5.1800,2.13872000e-04,-4.384519e+04,-4.947177e-03,1.40928930e-05,-4.384519e+04,2.235346e+02
5.1850,1.96238000e-04,-4.686513e+04,-5.287925e-03,1.29309172e-05,-4.686513e+04,1.212649e+03
5.1900,1.79276000e-04,-4.109191e+04,-4.636516e-03,1.18132223e-05,-4.109191e+04,2.457732e+03
5.1950,1.64520000e-04,-2.983737e+04,-3.366635e-03,1.08408897e-05,-2.983737e+04,3.917039e+03
5.2000,1.54269000e-04,-2.046535e+04,-2.309163e-03,1.01654097e-05,-2.046535e+04,5.242948e+03
5.2050,1.48863000e-04,-1.645184e+04,-1.856307e-03,9.80918646e-06,-1.645184e+04,6.244108e+03
5.2100,1.47833000e-04,-2.217316e+04,-2.501860e-03,9.74131559e-06,-2.217316e+04,6.588291e+03
5.2150,1.50153000e-04,-3.683693e+04,-4.156415e-03,9.89418979e-06,-3.683693e+04,6.193199e+03
5.2200,1.53463000e-04,-5.640489e+04,-6.364323e-03,1.01122991e-05,-5.640489e+04,5.103258e+03
5.2250,1.56590000e-04,-7.685502e+04,-8.671769e-03,1.03183498e-05,-7.685502e+04,3.466089e+03
5.2300,1.57951000e-04,-9.078245e+04,-1.024324e-02,1.04080316e-05,-9.078245e+04,1.746523e+03
5.2350,1.57442000e-04,-9.648516e+04,-1.088669e-02,1.03744915e-05,-9.648516e+04,1.579313e+02
5.2400,1.55537000e-04,-9.414228e+04,-1.062234e-02,1.02489634e-05,-9.414228e+04,-9.570739e+02
5.2450,1.52816000e-04,-8.685919e+04,-9.800568e-03,1.00696657e-05,-8.685919e+04,-1.486033e+03
5.2500,-1.58274000e-04,-8.117481e+04,-9.159183e-03,-1.04293154e-05,-8.117481e+04,-1.403396e+03
5.2550,-1.65221000e-04,-7.922335e+04,-8.938994e-03,-1.08870814e-05,-7.922335e+04,-8.848934e+02
5.2600,-1.66321000e-04,-8.296266e+04,-9.360911e-03,-1.09595648e-05,-8.296266e+04,-4.605450e+02
5.2650,-1.63321000e-04,-9.097137e+04,-1.026456e-02,-1.07618827e-05,-9.097137e+04,-4.568502e+02
5.2700,-1.60327000e-04,-9.904813e+04,-1.117588e-02,-1.05645959e-05,-9.904813e+04,-1.252551e+03
5.2750,-1.59473000e-04,-1.048110e+05,-1.182612e-02,-1.05083224e-05,-1.048110e+05,-2.774952e+03
5.2800,-1.63721000e-04,-1.046304e+05,-1.180574e-02,-1.07882403e-05,-1.046304e+05,-4.484299e+03
5.2850,-1.73242000e-04,-9.909186e+04,-1.118082e-02,-1.14156176e-05,-9.909186e+04,-5.949977e+03
5.2900,-1.86692000e-04,-9.163330e+04,-1.033924e-02,-1.23018926e-05,-9.163330e+04,-6.450273e+03
5.2950,-2.02306000e-04,-8.492279e+04,-9.582078e-03,-1.33307624e-05,-8.492279e+04,-5.833657e+03
5.3000,-2.16513000e-04,-8.308673e+04,-9.374910e-03,-1.42669192e-05,-8.308673e+04,-4.146921e+03
5.3050,-2.27849000e-04,-8.586269e+04,-9.688130e-03,-1.50138942e-05,-8.586269e+04,-1.695703e+03
5.3100,-2.34494000e-04,-9.109954e+04,-1.027902e-02,-1.54517601e-05,-9.109954e+04,7.789876e+02
5.3150,-2.36414000e-04,-9.714940e+04,-1.096164e-02,-1.55782767e-05,-9.714940e+04,2.925994e+03
5.3200,-2.34064000e-04,-1.011613e+05,-1.141432e-02,-1.54234257e-05,-1.011613e+05,4.169645e+03
5.3250,-2.27854000e-04,-1.027762e+05,-1.159652e-02,-1.50142236e-05,-1.027762e+05,4.353160e+03
5.3300,-2.18215000e-04,-1.016414e+05,-1.146848e-02,-1.43790708e-05,-1.016414e+05,3.518022e+03
5.3350,-2.04997000e-04,-9.760874e+04,-1.101347e-02,-1.35080833e-05,-9.760874e+04,1.956856e+03
5.3400,-1.87730000e-04,-9.055244e+04,-1.021729e-02,-1.23702906e-05,-9.055244e+04,2.961419e+02
5.3450,-1.66231000e-04,-8.001534e+04,-9.028357e-03,-1.09536344e-05,-8.001534e+04,-1.220066e+03
5.3500,-1.40772000e-04,-6.597819e+04,-7.444506e-03,-9.27603768e-06,-6.597819e+04,-2.379599e+03
5.3550,1.44379000e-04,-4.979062e+04,-5.618017e-03,9.51371753e-06,-4.979062e+04,-3.252281e+03
5.3600,1.53885000e-04,-3.502246e+04,-3.951683e-03,1.01401064e-05,-3.502246e+04,-4.041646e+03
5.3650,1.64671000e-04,-2.398372e+04,-2.706151e-03,1.08508397e-05,-2.398372e+04,-4.907320e+03
5.3700,1.76276000e-04,-1.893799e+04,-2.136827e-03,1.16155401e-05,-1.893799e+04,-5.960515e+03
5.3750,1.88473000e-04,-1.816603e+04,-2.049724e-03,1.24192499e-05,-1.816603e+04,-7.027063e+03
5.3800,2.01056000e-04,-1.716169e+04,-1.936402e-03,1.32483948e-05,-1.716169e+04,-7.575710e+03
5.3850,2.14052000e-04,-1.400588e+04,-1.580323e-03,1.41047539e-05,-1.400588e+04,-7.326013e+03
5.3900,2.27264000e-04,-8.048667e+03,-9.081538e-04,1.49753461e-05,-8.048667e+03,-5.973166e+03
5.3950,2.40207000e-04,-1.731730e+03,-1.953959e-04,1.58282129e-05,-1.731730e+03,-3.570060e+03
5.4000,2.51323000e-04,5.775178e+02,6.516296e-05,1.65606912e-05,5.775178e+02,-4.538111e+02
5.4050,2.59572000e-04,-1.498061e+03,-1.690305e-04,1.71042512e-05,-1.498061e+03,3.037324e+03
5.4100,2.63345000e-04,-6.171665e+03,-6.963664e-04,1.73528695e-05,-6.171665e+03,6.236420e+03
5.4150,2.62416000e-04,-1.066618e+04,-1.203495e-03,1.72916539e-05,-1.066618e+04,8.877343e+03
5.4200,2.57197000e-04,-1.067764e+04,-1.204788e-03,1.69477528e-05,-1.067764e+04,1.064027e+04
5.4250,2.48462000e-04,-6.151096e+03,-6.940456e-04,1.63721683e-05,-6.151096e+03,1.152414e+04
5.4300,2.37930000e-04,8.005596e+02,9.032940e-05,1.56781721e-05,8.005596e+02,1.161281e+04
5.4350,2.26453000e-04,7.282477e+03,8.217024e-04,1.49219061e-05,7.282477e+03,1.100110e+04
5.4400,2.15354000e-04,8.458058e+03,9.543466e-04,1.41905480e-05,8.458058e+03,9.884901e+03
5.4450,2.04995000e-04,4.161595e+03,4.695646e-04,1.35079515e-05,4.161595e+03,8.347588e+03
5.4500,1.95838000e-04,-3.863496e+03,-4.359292e-04,1.29045596e-05,-3.863496e+03,6.556013e+03
5.4550,1.87938000e-04,-1.345411e+04,-1.518065e-03,1.23839966e-05,-1.345411e+04,4.590756e+03
5.4600,1.81203000e-04,-2.210016e+04,-2.493623e-03,1.19402001e-05,-2.210016e+04,2.595082e+03
5.4650,1.75325000e-04,-3.105147e+04,-3.503625e-03,1.15528749e-05,-3.105147e+04,6.599909e+02
5.4700,1.69387000e-04,-4.309266e+04,-4.862266e-03,1.11615960e-05,-4.309266e+04,-1.022225e+03
5.4750,1.62852000e-04,-5.877588e+04,-6.631849e-03,1.07309784e-05,-5.877588e+04,-2.372629e+03
5.4800,1.55113000e-04,-7.687626e+04,-8.674165e-03,1.02210243e-05,-7.687626e+04,-3.329013e+03
5.4850,1.46337000e-04,-9.483734e+04,-1.070077e-02,9.64273808e-06,-9.483734e+04,-3.948873e+03
5.4900,1.37236000e-04,-1.087494e+05,-1.227050e-02,9.04303630e-06,-1.087494e+05,-4.408403e+03
5.4950,-1.38478000e-04,-1.181839e+05,-1.333503e-02,-9.12487672e-06,-1.181839e+05,-4.793562e+03
5.5000,-1.57507000e-04,-1.234303e+05,-1.392699e-02,-1.03787747e-05,-1.234303e+05,-5.189130e+03
5.5050,-1.75335000e-04,-1.253856e+05,-1.414761e-02,-1.15535338e-05,-1.253856e+05,-5.571769e+03
5.5100,-1.93978000e-04,-1.251189e+05,-1.411752e-02,-1.27819967e-05,-1.251189e+05,-5.851269e+03
