time_s,Rd_m,BS_N,BS_over_W,drift_ratio,BSx_N,BSy_N
0.0050,2.12572000e-04,-5.701134e+02,-6.432751e-05,1.40072307e-05,-5.701134e+02,4.408544e+00
0.0100,2.12429000e-04,-1.390820e+03,-1.569301e-04,1.39978079e-05,-1.390820e+03,1.023536e+01
0.0150,2.12163000e-04,-2.291699e+03,-2.585789e-04,1.39802800e-05,-2.291699e+03,1.367778e+01
0.0200,2.11757000e-04,-3.122453e+03,-3.523152e-04,1.39535271e-05,-3.122453e+03,2.425437e+01
0.0250,2.11211000e-04,-3.913029e+03,-4.415181e-04,1.39175489e-05,-3.913029e+03,4.432822e+01
0.0300,2.10534000e-04,-4.631107e+03,-5.225409e-04,1.38729386e-05,-4.631107e+03,7.221824e+01
0.0350,2.09744000e-04,-5.215826e+03,-5.885164e-04,1.38208823e-05,-5.215826e+03,1.001191e+02
0.0400,2.08895000e-04,-5.626373e+03,-6.348396e-04,1.37649383e-05,-5.626373e+03,1.234372e+02
0.0450,2.08027000e-04,-5.924291e+03,-6.684545e-04,1.37077422e-05,-5.924291e+03,1.452614e+02
0.0500,2.07218000e-04,-6.174016e+03,-6.966317e-04,1.36544339e-05,-6.174016e+03,1.655183e+02
0.0550,2.06500000e-04,-6.386944e+03,-7.206569e-04,1.36071220e-05,-6.386944e+03,1.796959e+02
0.0600,2.05919000e-04,-6.616907e+03,-7.466043e-04,1.35688376e-05,-6.616907e+03,1.788460e+02
0.0650,2.05477000e-04,-6.906209e+03,-7.792471e-04,1.35397124e-05,-6.906209e+03,1.609927e+02
0.0700,2.05158000e-04,-7.242090e+03,-8.171455e-04,1.35186922e-05,-7.242090e+03,1.231853e+02
0.0750,2.04950000e-04,-7.505406e+03,-8.468562e-04,1.35049862e-05,-7.505406e+03,6.853277e+01
0.0800,2.04852000e-04,-7.463293e+03,-8.421044e-04,1.34985286e-05,-7.463293e+03,7.028438e+00
0.0850,2.04879000e-04,-7.124441e+03,-8.038708e-04,1.35003078e-05,-7.124441e+03,-5.169649e+01
0.0900,2.05050000e-04,-6.653846e+03,-7.507723e-04,1.35115756e-05,-6.653846e+03,-9.365118e+01
0.0950,2.05365000e-04,-6.160849e+03,-6.951461e-04,1.35323323e-05,-6.160849e+03,-1.189707e+02
0.1000,2.05806000e-04,-5.760298e+03,-6.499507e-04,1.35613915e-05,-5.760298e+03,-1.345862e+02
0.1050,2.06360000e-04,-5.350057e+03,-6.036621e-04,1.35978968e-05,-5.350057e+03,-1.471453e+02
0.1100,2.07004000e-04,-4.778711e+03,-5.391955e-04,1.36403326e-05,-4.778711e+03,-1.663941e+02
0.1150,2.07722000e-04,-4.071976e+03,-4.594525e-04,1.36876445e-05,-4.071976e+03,-1.927915e+02
0.1200,2.08471000e-04,-3.300052e+03,-3.723542e-04,1.37369992e-05,-3.300052e+03,-2.294475e+02
0.1250,2.09225000e-04,-2.485934e+03,-2.804950e-04,1.37866833e-05,-2.485934e+03,-2.791802e+02
0.1300,2.09950000e-04,-1.630144e+03,-1.839338e-04,1.38344565e-05,-1.630144e+03,-3.384113e+02
0.1350,2.10642000e-04,-7.742927e+02,-8.736563e-05,1.38800552e-05,-7.742927e+02,-3.963801e+02
0.1400,2.11294000e-04,-6.486818e+01,-7.319260e-06,1.39230181e-05,-6.486818e+01,-4.288181e+02
0.1450,2.11899000e-04,4.199464e+02,4.738374e-05,1.39628840e-05,4.199464e+02,-4.273822e+02
0.1500,2.12436000e-04,6.151072e+02,6.940428e-05,1.39982691e-05,6.151072e+02,-3.897223e+02
0.1550,2.12885000e-04,5.091652e+02,5.745055e-05,1.40278555e-05,5.091652e+02,-3.219456e+02
0.1600,2.13205000e-04,7.226177e+01,8.153500e-06,1.40489416e-05,7.226177e+01,-2.382775e+02
0.1650,2.13364000e-04,-7.618375e+02,-8.596028e-05,1.40594188e-05,-7.618375e+02,-1.427573e+02
0.1700,2.13296000e-04,-1.968814e+03,-2.221468e-04,1.40549380e-05,-1.968814e+03,-4.113821e+01
0.1750,2.12979000e-04,-3.347051e+03,-3.776572e-04,1.40340496e-05,-3.347051e+03,6.478169e+01
0.1800,2.12417000e-04,-4.498155e+03,-5.075395e-04,1.39970171e-05,-4.498155e+03,1.737949e+02
0.1850,2.11640000e-04,-5.416005e+03,-6.111031e-04,1.39458174e-05,-5.416005e+03,2.881118e+02
0.1900,2.10706000e-04,-6.288102e+03,-7.095044e-04,1.38842724e-05,-6.288102e+03,4.061218e+02
0.1950,2.09639000e-04,-7.238700e+03,-8.167630e-04,1.38139634e-05,-7.238700e+03,5.207409e+02
0.2000,2.08489000e-04,-8.237226e+03,-9.294295e-04,1.37381853e-05,-8.237226e+03,6.139294e+02
0.2050,2.07294000e-04,-9.050818e+03,-1.021229e-03,1.36594419e-05,-9.050818e+03,6.751140e+02
0.2100,2.06161000e-04,-9.383137e+03,-1.058726e-03,1.35847839e-05,-9.383137e+03,6.892603e+02
0.2150,2.05154000e-04,-9.311892e+03,-1.050687e-03,1.35184286e-05,-9.311892e+03,6.582672e+02
0.2200,2.04371000e-04,-9.109066e+03,-1.027802e-03,1.34668336e-05,-9.109066e+03,5.890224e+02
0.2250,2.03844000e-04,-8.804003e+03,-9.933806e-04,1.34321074e-05,-8.804003e+03,4.876754e+02
0.2300,2.03632000e-04,-8.309084e+03,-9.375374e-04,1.34181379e-05,-8.309084e+03,3.680085e+02
0.2350,2.03758000e-04,-7.553342e+03,-8.522650e-04,1.34264405e-05,-7.553342e+03,2.423568e+02
0.2400,2.04249000e-04,-6.556346e+03,-7.397711e-04,1.34587945e-05,-6.556346e+03,1.315351e+02
0.2450,2.05091000e-04,-5.473816e+03,-6.176261e-04,1.35142773e-05,-5.473816e+03,3.954591e+01
0.2500,2.06207000e-04,-4.473457e+03,-5.047528e-04,1.35878151e-05,-4.473457e+03,-4.035376e+01
0.2550,2.07529000e-04,-3.534055e+03,-3.987574e-04,1.36749270e-05,-3.534055e+03,-1.173666e+02
0.2600,2.08915000e-04,-2.585478e+03,-2.917268e-04,1.37662562e-05,-2.585478e+03,-1.958696e+02
0.2650,2.10289000e-04,-1.688820e+03,-1.905543e-04,1.38567946e-05,-1.688820e+03,-2.747596e+02
0.2700,2.11509000e-04,-8.789717e+02,-9.917687e-05,1.39371853e-05,-8.789717e+02,-3.501133e+02
0.2750,2.12525000e-04,-1.027840e+02,-1.159741e-05,1.40041337e-05,-1.027840e+02,-4.192008e+02
0.2800,2.13286000e-04,8.093866e+02,9.132538e-05,1.40542791e-05,8.093866e+02,-4.794592e+02
0.2850,2.13794000e-04,1.779114e+03,2.007424e-04,1.40877532e-05,1.779114e+03,-5.291316e+02
0.2900,2.14055000e-04,2.434533e+03,2.746953e-04,1.41049516e-05,2.434533e+03,-5.661078e+02
0.2950,2.14057000e-04,2.575454e+03,2.905958e-04,1.41050834e-05,2.575454e+03,-5.912397e+02
0.3000,2.13787000e-04,2.181152e+03,2.461055e-04,1.40872920e-05,2.181152e+03,-6.074503e+02
0.3050,2.13259000e-04,1.587571e+03,1.791301e-04,1.40524999e-05,1.587571e+03,-6.108468e+02
0.3100,2.12564000e-04,1.294346e+03,1.460447e-04,1.40067036e-05,1.294346e+03,-5.875934e+02
0.3150,2.11770000e-04,1.119104e+03,1.262717e-04,1.39543837e-05,1.119104e+03,-5.277007e+02
0.3200,2.10957000e-04,3.444356e+02,3.886364e-05,1.39008118e-05,3.444356e+02,-4.230498e+02
0.3250,2.10111000e-04,-1.356952e+03,-1.531087e-04,1.38450654e-05,-1.356952e+03,-2.832613e+02
0.3300,2.09169000e-04,-4.088383e+03,-4.613038e-04,1.37829932e-05,-4.088383e+03,-1.306976e+02
0.3350,2.08104000e-04,-7.273923e+03,-8.207373e-04,1.37128161e-05,-7.273923e+03,2.369248e+01
0.3400,2.06951000e-04,-9.746920e+03,-1.099772e-03,1.36368402e-05,-9.746920e+03,1.708554e+02
0.3450,2.05788000e-04,-1.111568e+04,-1.254214e-03,1.35602054e-05,-1.111568e+04,3.119260e+02
0.3500,2.04811000e-04,-1.105557e+04,-1.247431e-03,1.34958270e-05,-1.105557e+04,4.440448e+02
0.3550,2.04125000e-04,-9.867266e+03,-1.113352e-03,1.34506236e-05,-9.867266e+03,5.650152e+02
0.3600,2.03896000e-04,-8.317676e+03,-9.385069e-04,1.34355339e-05,-8.317676e+03,6.391731e+02
0.3650,2.04159000e-04,-6.790022e+03,-7.661374e-04,1.34528640e-05,-6.790022e+03,6.516927e+02
0.3700,2.04931000e-04,-5.758951e+03,-6.497987e-04,1.35037342e-05,-5.758951e+03,6.111435e+02
0.3750,2.06182000e-04,-5.037340e+03,-5.683773e-04,1.35861677e-05,-5.037340e+03,5.348280e+02
0.3800,2.07832000e-04,-4.200157e+03,-4.739155e-04,1.36948929e-05,-4.200157e+03,4.307461e+02
0.3850,2.09806000e-04,-3.178745e+03,-3.586668e-04,1.38249678e-05,-3.178745e+03,2.938080e+02
0.3900,2.11887000e-04,-2.123981e+03,-2.396547e-04,1.39620933e-05,-2.123981e+03,1.314979e+02
0.3950,2.13921000e-04,-1.308148e+03,-1.476021e-04,1.40961218e-05,-1.308148e+03,-2.959948e+01
0.4000,2.15624000e-04,-9.629679e+02,-1.086544e-04,1.42083394e-05,-9.629679e+02,-1.344720e+02
0.4050,2.16909000e-04,-8.132566e+02,-9.176204e-05,1.42930132e-05,-8.132566e+02,-1.701182e+02
0.4100,2.17723000e-04,-3.528095e+02,-3.980850e-05,1.43466510e-05,-3.528095e+02,-1.226010e+02
0.4150,2.18114000e-04,4.713954e+02,5.318888e-05,1.43724155e-05,4.713954e+02,3.359423e+00
0.4200,2.18164000e-04,1.421508e+03,1.603928e-04,1.43757103e-05,1.421508e+03,1.745539e+02
0.4250,2.17875000e-04,2.149782e+03,2.425660e-04,1.43566669e-05,2.149782e+03,3.581486e+02
0.4300,2.17198000e-04,2.218481e+03,2.503175e-04,1.43120566e-05,2.218481e+03,4.856937e+02
0.4350,2.16083000e-04,1.652089e+03,1.864099e-04,1.42385847e-05,1.652089e+03,5.341165e+02
0.4400,2.14494000e-04,7.505436e+02,8.468595e-05,1.41338791e-05,7.505436e+02,4.876617e+02
0.4450,2.12477000e-04,-1.574519e+02,-1.776575e-05,1.40009708e-05,-1.574519e+02,3.606031e+02
0.4500,2.10238000e-04,-4.692267e+02,-5.294417e-05,1.38534340e-05,-4.692267e+02,1.908374e+02
0.4550,2.07950000e-04,-6.241891e+01,-7.042902e-06,1.37026684e-05,-6.241891e+01,9.096630e-01
0.4600,2.05962000e-04,8.325880e+02,9.394326e-05,1.35716710e-05,8.325880e+02,-1.691622e+02
0.4650,2.04407000e-04,1.642198e+03,1.852938e-04,1.34692058e-05,1.642198e+03,-3.007364e+02
0.4700,2.03411000e-04,1.288068e+03,1.453364e-04,1.34035753e-05,1.288068e+03,-3.761193e+02
0.4750,2.02938000e-04,-4.044123e+02,-4.563098e-05,1.33724074e-05,-4.044123e+02,-4.112645e+02
0.4800,2.02876000e-04,-3.180636e+03,-3.588802e-04,1.33683220e-05,-3.180636e+03,-4.522986e+02
0.4850,2.03158000e-04,-6.379614e+03,-7.198298e-04,1.33869041e-05,-6.379614e+03,-5.238518e+02
0.4900,2.03682000e-04,-8.852950e+03,-9.989034e-04,1.34214326e-05,-8.852950e+03,-6.447306e+02
0.4950,2.04404000e-04,-1.033817e+04,-1.166485e-03,1.34690081e-05,-1.033817e+04,-7.979619e+02
0.5000,2.05230000e-04,-1.060619e+04,-1.196727e-03,1.35234366e-05,-1.060619e+04,-9.347927e+02
0.5050,2.06120000e-04,-9.814470e+03,-1.107394e-03,1.35820823e-05,-9.814470e+03,-1.027242e+03
0.5100,2.07044000e-04,-8.320357e+03,-9.388094e-04,1.36429684e-05,-8.320357e+03,-1.036748e+03
0.5150,2.08042000e-04,-6.328529e+03,-7.140658e-04,1.37087306e-05,-6.328529e+03,-9.643661e+02
0.5200,2.09219000e-04,-4.286292e+03,-4.836344e-04,1.37862879e-05,-4.286292e+03,-8.330982e+02
0.5250,2.10618000e-04,-2.405771e+03,-2.714499e-04,1.38784737e-05,-2.405771e+03,-6.657513e+02
0.5300,2.12225000e-04,-1.028882e+03,-1.160917e-04,1.39843655e-05,-1.028882e+03,-4.991837e+02
0.5350,2.13942000e-04,-2.473665e+02,-2.791107e-05,1.40975056e-05,-2.473665e+02,-3.414146e+02
0.5400,2.15522000e-04,-1.390904e+01,-1.569396e-06,1.42016182e-05,-1.390904e+01,-1.844411e+02
0.5450,2.16839000e-04,-1.275874e+02,-1.439605e-05,1.42884006e-05,-1.275874e+02,-8.500526e+00
0.5500,2.17748000e-04,-1.179360e+02,-1.330705e-05,1.43482983e-05,-1.179360e+02,2.278009e+02
0.5550,2.18275000e-04,2.588172e+02,2.920308e-05,1.43830245e-05,2.588172e+02,5.371499e+02
0.5600,2.18543000e-04,1.169624e+03,1.319720e-04,1.44006841e-05,1.169624e+03,9.223553e+02
0.5650,2.18632000e-04,2.390030e+03,2.696738e-04,1.44065487e-05,2.390030e+03,1.366505e+03
0.5700,2.18612000e-04,3.375286e+03,3.808431e-04,1.44052308e-05,3.375286e+03,1.809215e+03
0.5750,2.18440000e-04,3.838799e+03,4.331425e-04,1.43938970e-05,3.838799e+03,2.202256e+03
0.5800,2.17969000e-04,3.429354e+03,3.869437e-04,1.43628609e-05,3.429354e+03,2.447275e+03
0.5850,2.17100000e-04,2.138970e+03,2.413460e-04,1.43055990e-05,2.138970e+03,2.503807e+03
0.5900,2.15693000e-04,2.420739e+02,2.731389e-05,1.42128860e-05,2.420739e+02,2.320689e+03
0.5950,2.13749000e-04,-1.844796e+03,-2.081535e-04,1.40847880e-05,-1.844796e+03,1.900908e+03
0.6000,2.11396000e-04,-3.180688e+03,-3.588861e-04,1.39297393e-05,-3.180688e+03,1.298364e+03
0.6050,2.08793000e-04,-3.474098e+03,-3.919923e-04,1.37582171e-05,-3.474098e+03,5.780309e+02
0.6100,2.06299000e-04,-2.721597e+03,-3.070855e-04,1.35938773e-05,-2.721597e+03,-1.202392e+02
0.6150,2.04086000e-04,-1.519660e+03,-1.714675e-04,1.34480538e-05,-1.519660e+03,-7.359632e+02
0.6200,2.02407000e-04,-1.020872e+03,-1.151878e-04,1.33374177e-05,-1.020872e+03,-1.204108e+03
0.6250,2.01324000e-04,-1.434063e+03,-1.618094e-04,1.32660544e-05,-1.434063e+03,-1.539384e+03
0.6300,2.00914000e-04,-2.592987e+03,-2.925741e-04,1.32390378e-05,-2.592987e+03,-1.788191e+03
0.6350,2.01183000e-04,-4.026222e+03,-4.542900e-04,1.32567633e-05,-4.026222e+03,-1.973492e+03
0.6400,2.02091000e-04,-4.985347e+03,-5.625107e-04,1.33165951e-05,-4.985347e+03,-2.113418e+03
0.6450,2.03561000e-04,-5.405499e+03,-6.099177e-04,1.34134594e-05,-5.405499e+03,-2.196259e+03
0.6500,2.05383000e-04,-5.398531e+03,-6.091315e-04,1.35335184e-05,-5.398531e+03,-2.194559e+03
0.6550,2.07418000e-04,-5.212105e+03,-5.880965e-04,1.36676128e-05,-5.212105e+03,-2.095513e+03
0.6600,2.09411000e-04,-5.243290e+03,-5.916153e-04,1.37989396e-05,-5.243290e+03,-1.882396e+03
0.6650,2.11262000e-04,-5.467942e+03,-6.169633e-04,1.39209095e-05,-5.467942e+03,-1.558309e+03
0.6700,2.12825000e-04,-5.580191e+03,-6.296288e-04,1.40239019e-05,-5.580191e+03,-1.148083e+03
0.6750,2.14069000e-04,-5.211672e+03,-5.880477e-04,1.41058741e-05,-5.211672e+03,-6.779807e+02
0.6800,2.14969000e-04,-3.937731e+03,-4.443053e-04,1.41651788e-05,-3.937731e+03,-2.048370e+02
0.6850,2.15526000e-04,-2.065861e+03,-2.330969e-04,1.42018817e-05,-2.065861e+03,2.490181e+02
0.6900,2.15734000e-04,-4.308224e+02,-4.861091e-05,1.42155877e-05,-4.308224e+02,6.469627e+02
0.6950,2.15599000e-04,6.153571e+02,6.943248e-05,1.42066920e-05,6.153571e+02,9.789711e+02
0.7000,2.15202000e-04,1.022761e+03,1.154010e-04,1.41805321e-05,1.022761e+03,1.240135e+03
0.7050,2.14660000e-04,1.341060e+03,1.513156e-04,1.41448175e-05,1.341060e+03,1.436572e+03
0.7100,2.14247000e-04,2.365099e+03,2.668609e-04,1.41176032e-05,2.365099e+03,1.587365e+03
0.7150,2.14083000e-04,3.936407e+03,4.441559e-04,1.41067966e-05,3.936407e+03,1.704435e+03
0.7200,2.14239000e-04,5.270646e+03,5.947019e-04,1.41170761e-05,5.270646e+03,1.790177e+03
0.7250,2.14615000e-04,5.816151e+03,6.562528e-04,1.41418523e-05,5.816151e+03,1.828663e+03
0.7300,2.14941000e-04,5.016505e+03,5.660265e-04,1.41633337e-05,5.016505e+03,1.787506e+03
0.7350,2.15077000e-04,3.124149e+03,3.525065e-04,1.41722953e-05,3.124149e+03,1.656768e+03
0.7400,2.14859000e-04,8.121459e+02,9.163672e-05,1.41579304e-05,8.121459e+02,1.436194e+03
0.7450,2.14291000e-04,-1.500777e+03,-1.693369e-04,1.41205026e-05,-1.500777e+03,1.136700e+03
0.7500,2.13447000e-04,-3.169540e+03,-3.576282e-04,1.40648880e-05,-3.169540e+03,7.827208e+02
0.7550,2.12388000e-04,-4.091504e+03,-4.616559e-04,1.39951062e-05,-4.091504e+03,3.886267e+02
0.7600,2.11231000e-04,-4.261866e+03,-4.808784e-04,1.39188668e-05,-4.261866e+03,-1.019200e+01
0.7650,2.10028000e-04,-3.857916e+03,-4.352996e-04,1.38395962e-05,-3.857916e+03,-3.932373e+02
0.7700,2.08888000e-04,-3.235170e+03,-3.650333e-04,1.37644770e-05,-3.235170e+03,-7.283921e+02
0.7750,2.07882000e-04,-2.459034e+03,-2.774597e-04,1.36981876e-05,-2.459034e+03,-1.012663e+03
0.7800,2.07169000e-04,-1.637765e+03,-1.847937e-04,1.36512051e-05,-1.637765e+03,-1.249311e+03
0.7850,2.06815000e-04,-9.374873e+02,-1.057793e-04,1.36278786e-05,-9.374873e+02,-1.439111e+03
0.7900,2.06857000e-04,-8.488669e+02,-9.578005e-05,1.36306462e-05,-8.488669e+02,-1.574026e+03
0.7950,2.07223000e-04,-1.617805e+03,-1.825416e-04,1.36547634e-05,-1.617805e+03,-1.642004e+03
0.8000,2.07715000e-04,-3.193708e+03,-3.603550e-04,1.36871833e-05,-3.193708e+03,-1.623938e+03
0.8050,2.08243000e-04,-5.028912e+03,-5.674263e-04,1.37219753e-05,-5.028912e+03,-1.517987e+03
0.8100,2.08742000e-04,-6.076783e+03,-6.856606e-04,1.37548565e-05,-6.076783e+03,-1.331605e+03
0.8150,2.09263000e-04,-6.074639e+03,-6.854187e-04,1.37891873e-05,-6.074639e+03,-1.074834e+03
0.8200,2.09926000e-04,-5.024329e+03,-5.669093e-04,1.38328750e-05,-5.024329e+03,-7.733753e+02
0.8250,2.10770000e-04,-3.276042e+03,-3.696451e-04,1.38884896e-05,-3.276042e+03,-4.399572e+02
0.8300,2.11781000e-04,-1.417627e+03,-1.599549e-04,1.39551085e-05,-1.417627e+03,-9.941266e+01
0.8350,2.12900000e-04,4.089926e+02,4.614779e-05,1.40288440e-05,4.089926e+02,2.360696e+02
0.8400,2.13994000e-04,2.018240e+03,2.277237e-04,1.41009320e-05,2.018240e+03,5.291588e+02
0.8450,2.15000000e-04,3.291935e+03,3.714383e-04,1.41672215e-05,3.291935e+03,7.560763e+02
0.8500,2.15798000e-04,3.976390e+03,4.486674e-04,1.42198049e-05,3.976390e+03,8.722777e+02
0.8550,2.16328000e-04,3.876201e+03,4.373627e-04,1.42547288e-05,3.876201e+03,8.738020e+02
0.8600,2.16438000e-04,2.784515e+03,3.141847e-04,1.42619771e-05,2.784515e+03,7.873212e+02
0.8650,2.16048000e-04,8.388831e+02,9.465355e-05,1.42362784e-05,8.388831e+02,6.531301e+02
0.8700,2.15066000e-04,-1.300345e+03,-1.467216e-04,1.41715705e-05,-1.300345e+03,5.558673e+02
0.8750,2.13548000e-04,-2.950271e+03,-3.328875e-04,1.40715433e-05,-2.950271e+03,5.290772e+02
0.8800,2.11782000e-04,-3.054124e+03,-3.446055e-04,1.39551744e-05,-3.054124e+03,5.986155e+02
0.8850,2.10022000e-04,-1.671647e+03,-1.886167e-04,1.38392009e-05,-1.671647e+03,7.444817e+02
0.8900,2.08739000e-04,4.710964e+02,5.315514e-05,1.37546588e-05,4.710964e+02,8.969610e+02
0.8950,2.08082000e-04,2.533312e+03,2.858407e-04,1.37113664e-05,2.533312e+03,1.011031e+03
0.9000,2.08142000e-04,3.329013e+03,3.756220e-04,1.37153200e-05,3.329013e+03,1.017341e+03
0.9050,2.08819000e-04,2.849869e+03,3.215588e-04,1.37599303e-05,2.849869e+03,9.022269e+02
0.9100,2.09834000e-04,1.455354e+03,1.642117e-04,1.38268128e-05,1.455354e+03,6.696941e+02
0.9150,2.11007000e-04,-4.688631e+02,-5.290315e-05,1.39041065e-05,-4.688631e+02,3.399036e+02
0.9200,2.11999000e-04,-2.274262e+03,-2.566115e-04,1.39694734e-05,-2.274262e+03,-4.468668e+01
0.9250,2.12680000e-04,-3.704396e+03,-4.179774e-04,1.40143473e-05,-3.704396e+03,-4.587930e+02
0.9300,2.12907000e-04,-4.261262e+03,-4.808103e-04,1.40293052e-05,-4.261262e+03,-8.371001e+02
0.9350,2.12720000e-04,-3.789728e+03,-4.276058e-04,1.40169830e-05,-3.789728e+03,-1.136236e+03
0.9400,2.12344000e-04,-2.355408e+03,-2.657674e-04,1.39922069e-05,-2.355408e+03,-1.281498e+03
0.9450,2.11967000e-04,-3.642698e+02,-4.110159e-05,1.39673648e-05,-3.642698e+02,-1.259873e+03
0.9500,2.11922000e-04,1.164501e+03,1.313939e-04,1.39643996e-05,1.164501e+03,-1.103037e+03
0.9550,2.12278000e-04,1.692399e+03,1.909582e-04,1.39878579e-05,1.692399e+03,-8.668938e+02
0.9600,2.12970000e-04,6.484751e+02,7.316927e-05,1.40334565e-05,6.484751e+02,-6.652069e+02
0.9650,2.13813000e-04,-1.645970e+03,-1.857195e-04,1.40890052e-05,-1.645970e+03,-5.392061e+02
0.9700,2.14421000e-04,-3.876944e+03,-4.374466e-04,1.41290688e-05,-3.876944e+03,-5.166665e+02
0.9750,2.14652000e-04,-5.067809e+03,-5.718152e-04,1.41442903e-05,-5.067809e+03,-5.688301e+02
0.9800,2.14444000e-04,-3.879075e+03,-4.376870e-04,1.41305844e-05,-3.879075e+03,-6.105713e+02
0.9850,2.13923000e-04,-6.397556e+02,-7.218543e-05,1.40962536e-05,-6.397556e+02,-5.872530e+02
0.9900,2.13399000e-04,3.157104e+03,3.562250e-04,1.40617251e-05,3.157104e+03,-4.245724e+02
0.9950,2.13019000e-04,6.362649e+03,7.179156e-04,1.40366853e-05,6.362649e+03,-1.206945e+02
1.0000,2.12949000e-04,7.420347e+03,8.372587e-04,1.40320728e-05,7.420347e+03,2.827997e+02
1.0050,2.13184000e-04,6.588869e+03,7.434408e-04,1.40475579e-05,6.588869e+03,7.315917e+02
1.0100,2.13656000e-04,4.876772e+03,5.502600e-04,1.40786599e-05,4.876772e+03,1.111851e+03
1.0150,2.14290000e-04,2.927504e+03,3.303185e-04,1.41204367e-05,2.927504e+03,1.375026e+03
1.0200,2.14901000e-04,1.590498e+03,1.794604e-04,1.41606980e-05,1.590498e+03,1.455822e+03
1.0250,2.15373000e-04,7.513422e+02,8.477606e-05,1.41917999e-05,7.513422e+02,1.359348e+03
1.0300,2.15485000e-04,2.754003e+01,3.107419e-06,1.41991801e-05,2.754003e+01,1.149853e+03
1.0350,2.15162000e-04,-7.363448e+02,-8.308386e-05,1.41778963e-05,-7.363448e+02,8.938364e+02
1.0400,2.14346000e-04,-1.763211e+03,-1.989481e-04,1.41241268e-05,-1.763211e+03,7.089223e+02
1.0450,2.13086000e-04,-2.866854e+03,-3.234753e-04,1.40411002e-05,-2.866854e+03,6.188609e+02
1.0500,2.11565000e-04,-3.584781e+03,-4.044810e-04,1.39408754e-05,-3.584781e+03,5.995039e+02
1.0550,2.09913000e-04,-3.735015e+03,-4.214323e-04,1.38320184e-05,-3.735015e+03,5.948120e+02
1.0600,2.08382000e-04,-3.150734e+03,-3.555063e-04,1.37311346e-05,-3.150734e+03,4.743532e+02
1.0650,2.07070000e-04,-2.073497e+03,-2.339585e-04,1.36446816e-05,-2.073497e+03,2.014428e+02
1.0700,2.06143000e-04,-9.729919e+02,-1.097854e-04,1.35835978e-05,-9.729919e+02,-2.196590e+02
1.0750,2.05671000e-04,6.868430e+00,7.749844e-07,1.35524958e-05,6.868430e+00,-7.369093e+02
1.0800,2.05781000e-04,6.202592e+02,6.998560e-05,1.35597442e-05,6.202592e+02,-1.221190e+03
1.0850,2.06514000e-04,8.690658e+02,9.805915e-05,1.36080445e-05,8.690658e+02,-1.606802e+03
1.0900,2.07849000e-04,7.334384e+02,8.275592e-05,1.36960131e-05,7.334384e+02,-1.803227e+03
1.0950,2.09678000e-04,3.437328e+02,3.878434e-05,1.38165333e-05,3.437328e+02,-1.802446e+03
1.1000,2.11707000e-04,2.009638e+02,2.267532e-05,1.39502323e-05,2.009638e+02,-1.629953e+03
1.1050,2.13764000e-04,5.602235e+02,6.321160e-05,1.40857764e-05,5.602235e+02,-1.322017e+03
1.1100,2.15589000e-04,1.519714e+03,1.714737e-04,1.42060331e-05,1.519714e+03,-9.551005e+02
1.1150,2.17126000e-04,2.634831e+03,2.972955e-04,1.43073122e-05,2.634831e+03,-5.635016e+02
1.1200,2.18314000e-04,2.899965e+03,3.272112e-04,1.43855944e-05,2.899965e+03,-2.015094e+02
1.1250,2.19149000e-04,2.133411e+03,2.407188e-04,1.44406159e-05,2.133411e+03,1.130702e+02
1.1300,2.19608000e-04,5.416022e+02,6.111051e-05,1.44708613e-05,5.416022e+02,3.657343e+02
1.1350,2.19671000e-04,-1.149350e+03,-1.296844e-04,1.44750126e-05,-1.149350e+03,5.590366e+02
1.1400,2.19320000e-04,-1.575996e+03,-1.778240e-04,1.44518838e-05,-1.575996e+03,6.943054e+02
1.1450,2.18571000e-04,-5.007465e+02,-5.650065e-05,1.44025291e-05,-5.007465e+02,7.711088e+02
1.1500,2.17508000e-04,1.818073e+03,2.051383e-04,1.43324838e-05,1.818073e+03,7.848344e+02
1.1550,2.16202000e-04,4.472506e+03,5.046454e-04,1.42464261e-05,4.472506e+03,7.407332e+02
1.1600,2.14774000e-04,5.584250e+03,6.300868e-04,1.41523294e-05,5.584250e+03,6.741471e+02
1.1650,2.13264000e-04,4.710145e+03,5.314590e-04,1.40528294e-05,4.710145e+03,6.136387e+02
1.1700,2.11752000e-04,2.072216e+03,2.338140e-04,1.39531976e-05,2.072216e+03,6.110132e+02
1.1750,2.10309000e-04,-1.116491e+03,-1.259768e-04,1.38581125e-05,-1.116491e+03,6.726029e+02
1.1800,2.09161000e-04,-2.623419e+03,-2.960078e-04,1.37824661e-05,-2.623419e+03,7.751942e+02
1.1850,2.08447000e-04,-2.240494e+03,-2.528013e-04,1.37354177e-05,-2.240494e+03,8.879284e+02
1.1900,2.08324000e-04,-7.219207e+02,-8.145635e-05,1.37273128e-05,-7.219207e+02,9.405230e+02
1.1950,2.08743000e-04,7.161208e+02,8.080194e-05,1.37549224e-05,7.161208e+02,9.042463e+02
1.2000,2.09449000e-04,4.157829e+02,4.691396e-05,1.38014436e-05,4.157829e+02,7.646575e+02
1.2050,2.10266000e-04,-1.203389e+03,-1.357818e-04,1.38552790e-05,-1.203389e+03,5.403186e+02
1.2100,2.10965000e-04,-2.628385e+03,-2.965681e-04,1.39013390e-05,-2.628385e+03,2.903101e+02
1.2150,2.11543000e-04,-2.889274e+03,-3.260049e-04,1.39394257e-05,-2.889274e+03,3.973410e+01
