time_s,max_opening_m
4.9850,8.47587985e-04
4.9900,8.47632685e-04
4.9950,8.47380457e-04
5.0000,8.46930534e-04
5.0050,8.46335008e-04
5.0100,8.45645032e-04
5.0150,8.44851882e-04
5.0200,8.43938944e-04
5.0250,8.42921566e-04
5.0300,8.41899612e-04
5.0350,8.40972427e-04
5.0400,8.40346503e-04
5.0450,8.40116237e-04
5.0500,8.40410044e-04
5.0550,8.41232442e-04
5.0600,8.42511417e-04
5.0650,8.44128872e-04
5.0700,8.45838881e-04
5.0750,8.47555998e-04
5.0800,8.49228218e-04
5.0850,8.50893686e-04
5.0900,8.52576611e-04
5.0950,8.54202697e-04
5.1000,8.55492186e-04
5.1050,8.56234035e-04
5.1100,8.56101295e-04
5.1150,8.55063970e-04
5.1200,8.53265928e-04
5.1250,8.50911664e-04
5.1300,8.48432082e-04
5.1350,8.45987305e-04
5.1400,8.43699307e-04
5.1450,8.41474563e-04
5.1500,8.39124724e-04
5.1550,8.36643317e-04
5.1600,8.34305858e-04
5.1650,8.32463259e-04
5.1700,8.31942141e-04
5.1750,8.33190755e-04
5.1800,8.36804690e-04
5.1850,8.42743700e-04
5.1900,8.50207009e-04
5.1950,8.58372761e-04
5.2000,8.65381918e-04
5.2050,8.70303611e-04
5.2100,8.72119875e-04
5.2150,8.71150519e-04
5.2200,8.68933345e-04
5.2250,8.66663532e-04
5.2300,8.66310965e-04
5.2350,8.68332886e-04
5.2400,8.72542590e-04
5.2450,8.77962883e-04
5.2500,8.82165554e-04
5.2550,8.83894517e-04
5.2600,8.81734505e-04
5.2650,8.76099548e-04
5.2700,8.69004377e-04
5.2750,8.62042182e-04
5.2800,8.57860055e-04
5.2850,8.57051713e-04
5.2900,8.59447475e-04
5.2950,8.63969098e-04
5.3000,8.68170357e-04
5.3050,8.70999784e-04
5.3100,8.71531864e-04
5.3150,8.70251799e-04
5.3200,8.68692657e-04
5.3250,8.67789385e-04
5.3300,8.68612861e-04
5.3350,8.70929250e-04
5.3400,8.73529700e-04
5.3450,8.75511505e-04
5.3500,8.75502029e-04
5.3550,8.73261823e-04
5.3600,8.69050241e-04
5.3650,8.63509239e-04
5.3700,8.58083597e-04
5.3750,8.53413246e-04
5.3800,8.50248821e-04
5.3850,8.48580666e-04
5.3900,8.48074308e-04
5.3950,8.48314805e-04
5.4000,8.48480899e-04
5.4050,8.48264329e-04
5.4100,8.47417050e-04
5.4150,8.46111380e-04
5.4200,8.44923647e-04
5.4250,8.44218896e-04
5.4300,8.44473957e-04
5.4350,8.45670110e-04
5.4400,8.47453094e-04
5.4450,8.49476486e-04
5.4500,8.51178047e-04
5.4550,8.52471206e-04
5.4600,8.53588284e-04
5.4650,8.54865567e-04
5.4700,8.56830213e-04
5.4750,8.59545417e-04
5.4800,8.62824970e-04
5.4850,8.66398296e-04
5.4900,8.69752738e-04
5.4950,8.72723491e-04
5.5000,8.75232036e-04
5.5050,8.77417700e-04
5.5100,8.79531947e-04
5.5150,8.81582533e-04
5.5200,8.83401912e-04
5.5250,8.84786939e-04
5.5300,8.85332757e-04
5.5350,8.84900604e-04
5.5400,8.83435480e-04
5.5450,8.81115663e-04
5.5500,8.78415123e-04
5.5550,8.75622882e-04
5.5600,8.73118068e-04
5.5650,8.70853280e-04
5.5700,8.68546787e-04
5.5750,8.66010343e-04
5.5800,8.63120011e-04
5.5850,8.60034941e-04
5.5900,8.57404934e-04
5.5950,8.55854505e-04
5.6000,8.56543900e-04
5.6050,8.59917190e-04
5.6100,8.66510408e-04
5.6150,8.76341602e-04
5.6200,8.88912732e-04
5.6250,9.03664627e-04
5.6300,9.19162923e-04
5.6350,9.34616748e-04
5.6400,9.48791129e-04
5.6450,9.61328593e-04
5.6500,9.72039836e-04
5.6550,9.81090688e-04
5.6600,9.88854776e-04
5.6650,9.95401461e-04
5.6700,1.00050021e-03
5.6750,1.00367879e-03
5.6800,1.00355650e-03
5.6850,9.99299402e-04
5.6900,9.89609446e-04
5.6950,9.74513508e-04
5.7000,9.55097008e-04
5.7050,9.32984219e-04
5.7100,9.38673015e-04
5.7150,9.62596766e-04
5.7200,9.73628603e-04
5.7250,9.70143176e-04
5.7300,9.50709331e-04
5.7350,9.16085583e-04
5.7400,8.69422234e-04
5.7450,8.16088838e-04
5.7500,8.03920898e-04
5.7550,8.08182608e-04
5.7600,8.13135479e-04
5.7650,8.17376825e-04
5.7700,8.23456706e-04
5.7750,8.28439977e-04
5.7800,8.32945446e-04
5.7850,8.39765193e-04
5.7900,8.49492526e-04
5.7950,8.58996793e-04
5.8000,8.63260539e-04
5.8050,8.62284523e-04
5.8100,8.58979428e-04
5.8150,8.55106779e-04
5.8200,8.52470677e-04
5.8250,8.51388215e-04
5.8300,8.51680739e-04
5.8350,8.52512394e-04
5.8400,8.51613551e-04
5.8450,8.48206688e-04
5.8500,8.36796216e-04
5.8550,8.27227521e-04
5.8600,8.23452318e-04
5.8650,8.23478695e-04
5.8700,8.24909177e-04
5.8750,8.26849479e-04
5.8800,8.26283547e-04
5.8850,8.21159454e-04
5.8900,8.09838662e-04
5.8950,8.23931918e-04
5.9000,8.40211678e-04
5.9050,8.58296247e-04
5.9100,8.77453956e-04
5.9150,8.97271376e-04
5.9200,9.15684513e-04
5.9250,9.30736404e-04
5.9300,9.40238010e-04
5.9350,9.44498036e-04
5.9400,9.45858619e-04
5.9450,9.46093607e-04
5.9500,9.47426511e-04
5.9550,9.49635131e-04
5.9600,9.51335247e-04
5.9650,9.51491410e-04
5.9700,9.48216572e-04
5.9750,9.40875817e-04
5.9800,9.29044966e-04
5.9850,9.13393281e-04
5.9900,8.96182097e-04
5.9950,8.79210234e-04
6.0000,8.66143764e-04
6.0050,8.58278318e-04
6.0100,8.57005497e-04
6.0150,8.62101968e-04
6.0200,8.71535146e-04
6.0250,8.83646781e-04
6.0300,8.95564452e-04
6.0350,9.06485275e-04
6.0400,9.15866112e-04
6.0450,9.23980503e-04
6.0500,9.31655293e-04
6.0550,9.39362217e-04
6.0600,9.47587479e-04
6.0650,9.55831172e-04
6.0700,9.62089401e-04
6.0750,9.64935180e-04
6.0800,9.62030088e-04
6.0850,9.53087518e-04
6.0900,9.38927402e-04
6.0950,9.21280897e-04
6.1000,9.03794800e-04
6.1050,8.88060494e-04
6.1100,8.75888082e-04
6.1150,8.66972407e-04
6.1200,8.66017657e-04
6.1250,8.83315638e-04
6.1300,8.90834345e-04
6.1350,8.88894050e-04
6.1400,8.78352054e-04
6.1450,8.59294083e-04
6.1500,8.31428329e-04
6.1550,8.27618884e-04
6.1600,8.29075076e-04
6.1650,8.31230285e-04
6.1700,8.32265563e-04
6.1750,8.31543069e-04
6.1800,8.28591719e-04
6.1850,8.23708452e-04
6.1900,8.17668401e-04
6.1950,8.11187389e-04
6.2000,8.05474512e-04
6.2050,8.02817591e-04
6.2100,8.05579746e-04
6.2150,8.08974745e-04
6.2200,8.10791884e-04
6.2250,8.10442952e-04
6.2300,8.08856480e-04
6.2350,8.07361162e-04
6.2400,8.08237307e-04
6.2450,8.12179571e-04
6.2500,8.18627615e-04
6.2550,8.25712982e-04
6.2600,8.29202637e-04
6.2650,8.27272287e-04
6.2700,8.19572815e-04
6.2750,8.08518248e-04
6.2800,8.04960907e-04
6.2850,8.18702022e-04
6.2900,8.30309294e-04
6.2950,8.39294139e-04
6.3000,8.45835601e-04
6.3050,8.50732166e-04
6.3100,8.55965759e-04
6.3150,8.62523489e-04
6.3200,8.71777817e-04
6.3250,8.83422101e-04
6.3300,8.95942384e-04
6.3350,9.08261608e-04
6.3400,9.19072045e-04
6.3450,9.28500588e-04
6.3500,9.37745389e-04
6.3550,9.47900054e-04
6.3600,9.60185334e-04
6.3650,9.74169825e-04
6.3700,9.87566574e-04
6.3750,9.98487236e-04
6.3800,1.00368511e-03
6.3850,1.00228516e-03
6.3900,9.94538091e-04
6.3950,9.82096604e-04
6.4000,9.68958841e-04
6.4050,9.57087300e-04
6.4100,9.48526070e-04
6.4150,9.42570947e-04
6.4200,9.36046374e-04
6.4250,9.26702380e-04
6.4300,9.11489620e-04
6.4350,8.90606335e-04
6.4400,8.66205157e-04
6.4450,8.40558775e-04
6.4500,8.17508847e-04
6.4550,8.04854579e-04
6.4600,8.16197732e-04
6.4650,8.29116104e-04
6.4700,8.40353699e-04
6.4750,8.52721305e-04
6.4800,8.59085642e-04
6.4850,8.89405326e-04
6.4900,9.11563632e-04
6.4950,9.14291714e-04
6.5000,8.96623075e-04
6.5050,8.69418843e-04
6.5100,8.58276012e-04
6.5150,8.43776135e-04
6.5200,8.26448009e-04
6.5250,8.07909766e-04
6.5300,8.14990532e-04
6.5350,8.46366022e-04
6.5400,8.80160846e-04
6.5450,9.13097367e-04
6.5500,9.40124892e-04
6.5550,9.61813934e-04
6.5600,9.78219843e-04
6.5650,9.84940688e-04
6.5700,9.75242302e-04
6.5750,9.52488974e-04
6.5800,9.27090684e-04
6.5850,9.46000137e-04
6.5900,1.07691697e-03
6.5950,1.19738132e-03
6.6000,1.29381563e-03
6.6050,1.36086562e-03
6.6100,1.39418204e-03
6.6150,1.39349587e-03
6.6200,1.35830203e-03
6.6250,1.33276028e-03
6.6300,1.52819942e-03
6.6350,1.70776774e-03
6.6400,1.85469397e-03
6.6450,1.96244135e-03
6.6500,2.02369781e-03
6.6550,2.03592506e-03
6.6600,1.99509671e-03
6.6650,1.90215475e-03
6.6700,1.76924755e-03
6.6750,1.62594689e-03
6.6800,1.49444958e-03
6.6850,1.54753299e-03
6.6900,1.68858179e-03
6.6950,1.76562431e-03
6.7000,1.77689213e-03
6.7050,1.72729889e-03
6.7100,1.63051653e-03
6.7150,1.49605833e-03
6.7200,1.33829425e-03
6.7250,1.16288976e-03
6.7300,9.79205654e-04
6.7350,9.27983571e-04
6.7400,9.48312601e-04
6.7450,9.37863992e-04
6.7500,9.12399177e-04
6.7550,8.85267357e-04
6.7600,8.71472943e-04
6.7650,9.57690715e-04
6.7700,1.15944774e-03
6.7750,1.38900480e-03
6.7800,1.59638263e-03
6.7850,1.74698940e-03
6.7900,1.80294164e-03
6.7950,1.76648651e-03
6.8000,1.66957615e-03
6.8050,1.54254230e-03
6.8100,1.42890664e-03
6.8150,1.33415183e-03
6.8200,1.24954180e-03
6.8250,1.15980888e-03
6.8300,1.04550795e-03
6.8350,1.03089031e-03
6.8400,1.10473049e-03
6.8450,1.20214302e-03
6.8500,1.31463849e-03
6.8550,1.43574377e-03
6.8600,1.55635181e-03
6.8650,1.67605786e-03
6.8700,1.78770328e-03
6.8750,1.89375810e-03
6.8800,1.95993412e-03
6.8850,1.98361506e-03
6.8900,1.96624848e-03
6.8950,1.90822564e-03
6.9000,1.80325568e-03
6.9050,1.65395131e-03
6.9100,1.73308291e-03
6.9150,1.94165987e-03
6.9200,2.15283181e-03
6.9250,2.37419536e-03
6.9300,2.59520000e-03
6.9350,2.79694268e-03
6.9400,2.92935772e-03
6.9450,3.34363650e-03
6.9500,4.26732057e-03
6.9550,5.23397894e-03
6.9600,6.18718571e-03
6.9650,7.09457169e-03
6.9700,7.88119066e-03
6.9750,8.50653673e-03
6.9800,8.91194331e-03
6.9850,9.09829089e-03
6.9900,9.10786094e-03
6.9950,8.98833729e-03
7.0000,8.82360003e-03
7.0050,8.63483940e-03
7.0100,8.42971656e-03
7.0150,8.19600864e-03
7.0200,7.91422596e-03
7.0250,7.58205596e-03
7.0300,7.19768204e-03
7.0350,6.78285177e-03
7.0400,6.41127433e-03
7.0450,6.00108663e-03
7.0500,5.55909795e-03
7.0550,5.01278341e-03
7.0600,4.23910970e-03
7.0650,3.23344852e-03
7.0700,2.05405061e-03
7.0750,1.57643039e-03
7.0800,2.62022795e-03
7.0850,3.79111874e-03
7.0900,4.83925679e-03
7.0950,5.69887237e-03
7.1000,6.40443040e-03
7.1050,7.02964799e-03
7.1100,7.60339773e-03
7.1150,8.06274431e-03
7.1200,8.31582931e-03
7.1250,8.34925833e-03
7.1300,8.13332689e-03
7.1350,7.64771606e-03
7.1400,6.88431592e-03
7.1450,5.88805357e-03
7.1500,4.78547604e-03
7.1550,4.76467984e-03
7.1600,4.88419259e-03
7.1650,4.99379917e-03
7.1700,5.14282917e-03
7.1750,5.31294853e-03
7.1800,5.45234342e-03
7.1850,5.51821643e-03
7.1900,5.46077700e-03
7.1950,5.25283375e-03
7.2000,4.89586845e-03
7.2050,4.43276414e-03
7.2100,4.22646658e-03
7.2150,3.99356699e-03
7.2200,3.63334907e-03
7.2250,3.56358654e-03
7.2300,3.51876474e-03
7.2350,3.30617907e-03
7.2400,3.08069679e-03
7.2450,2.96456204e-03
7.2500,3.51636896e-03
7.2550,3.96540251e-03
7.2600,4.27940491e-03
7.2650,4.39322426e-03
7.2700,4.23685485e-03
7.2750,4.48659466e-03
7.2800,5.56024397e-03
7.2850,6.55939497e-03
7.2900,7.28683554e-03
7.2950,7.71084434e-03
7.3000,7.83389909e-03
7.3050,7.66091980e-03
7.3100,7.22053653e-03
7.3150,6.56370230e-03
7.3200,5.84113581e-03
7.3250,5.14603523e-03
7.3300,4.61078977e-03
7.3350,4.48854023e-03
7.3400,4.34385907e-03
7.3450,4.08689076e-03
7.3500,3.72069806e-03
7.3550,3.27602362e-03
7.3600,3.06085275e-03
7.3650,2.89662695e-03
7.3700,2.78886298e-03
7.3750,2.71068454e-03
7.3800,2.66033507e-03
7.3850,2.64888379e-03
7.3900,2.69804332e-03
7.3950,2.85970661e-03
7.4000,3.04844453e-03
7.4050,3.21087945e-03
7.4100,3.25504321e-03
7.4150,3.73861302e-03
7.4200,3.98417443e-03
7.4250,3.85784785e-03
7.4300,3.64787186e-03
7.4350,3.51499529e-03
7.4400,4.27864454e-03
7.4450,5.32526010e-03
7.4500,6.51233162e-03
7.4550,7.82883206e-03
7.4600,9.24127058e-03
7.4650,1.07174407e-02
7.4700,1.21948726e-02
7.4750,1.36444864e-02
7.4800,1.50426412e-02
7.4850,1.64019893e-02
7.4900,1.77433065e-02
7.4950,1.90543263e-02
7.5000,2.02607792e-02
7.5050,2.13009312e-02
7.5100,2.20862101e-02
7.5150,2.26058502e-02
7.5200,2.28466690e-02
7.5250,2.27948809e-02
7.5300,2.24137979e-02
7.5350,2.16896399e-02
7.5400,2.06108662e-02
7.5450,1.91779687e-02
7.5500,1.73895601e-02
7.5550,1.52575736e-02
7.5600,1.28265207e-02
7.5650,1.01452000e-02
7.5700,7.30521997e-03
7.5750,6.00124833e-03
7.5800,7.80615942e-03
7.5850,9.45809568e-03
7.5900,1.03918583e-02
7.5950,1.04528269e-02
7.6000,9.83810118e-03
7.6050,8.95459183e-03
7.6100,8.39095035e-03
7.6150,8.20075410e-03
7.6200,8.37506456e-03
7.6250,8.88765356e-03
7.6300,9.30822416e-03
7.6350,9.45767055e-03
7.6400,9.19153266e-03
7.6450,8.61413978e-03
7.6500,8.04578265e-03
7.6550,7.60092507e-03
7.6600,7.30224340e-03
7.6650,7.11637476e-03
7.6700,6.98724798e-03
7.6750,7.65912662e-03
7.6800,8.09528303e-03
7.6850,8.14696912e-03
7.6900,7.88359471e-03
7.6950,7.62745583e-03
7.7000,7.30422184e-03
7.7050,6.79956559e-03
7.7100,6.30853868e-03
7.7150,5.69784612e-03
7.7200,5.78430480e-03
7.7250,6.10370917e-03
7.7300,6.28747299e-03
7.7350,6.35225663e-03
7.7400,6.38959321e-03
7.7450,6.44501320e-03
7.7500,6.48057494e-03
7.7550,6.39506431e-03
7.7600,5.94151520e-03
7.7650,5.07331340e-03
7.7700,4.18659268e-03
7.7750,3.56752371e-03
7.7800,2.63107171e-03
7.7850,2.16805529e-03
7.7900,2.64450578e-03
7.7950,3.13294484e-03
7.8000,3.42809013e-03
7.8050,4.26338347e-03
7.8100,5.26867892e-03
7.8150,6.09828986e-03
7.8200,6.78324093e-03
7.8250,7.40860607e-03
7.8300,8.04443651e-03
7.8350,8.67930493e-03
7.8400,9.37694489e-03
7.8450,1.02194809e-02
7.8500,1.12204144e-02
7.8550,1.23608946e-02
7.8600,1.36107165e-02
7.8650,1.49685202e-02
7.8700,1.64276115e-02
7.8750,1.79641648e-02
7.8800,1.95000945e-02
7.8850,2.10018897e-02
7.8900,2.23812175e-02
7.8950,2.35921283e-02
7.9000,2.45847111e-02
7.9050,2.53398413e-02
7.9100,2.58184460e-02
7.9150,2.60013166e-02
7.9200,2.58371031e-02
7.9250,2.52902786e-02
7.9300,2.42746692e-02
7.9350,2.27585768e-02
7.9400,2.07460034e-02
7.9450,1.82237845e-02
7.9500,1.52151038e-02
7.9550,1.17953112e-02
7.9600,8.14010702e-03
7.9650,4.40820003e-03
7.9700,5.82066455e-03
7.9750,7.12247446e-03
7.9800,7.84692956e-03
7.9850,8.06124433e-03
7.9900,8.23161969e-03
7.9950,8.65160461e-03
8.0000,9.57034320e-03
8.0050,1.09345814e-02
8.0100,1.25955534e-02
8.0150,1.44452595e-02
8.0200,1.61298164e-02
8.0250,1.74043367e-02
8.0300,1.79326554e-02
8.0350,1.77205378e-02
8.0400,1.70354988e-02
8.0450,1.61382591e-02
8.0500,1.54371424e-02
8.0550,1.50020337e-02
8.0600,1.47594751e-02
8.0650,1.45384058e-02
8.0700,1.56410728e-02
8.0750,1.74690353e-02
8.0800,1.88931556e-02
8.0850,1.99410264e-02
8.0900,2.07040779e-02
8.0950,2.12859458e-02
8.1000,2.17047452e-02
8.1050,2.19174877e-02
8.1100,2.18109021e-02
8.1150,2.12010810e-02
8.1200,1.98032715e-02
8.1250,1.78100591e-02
8.1300,1.58336759e-02
8.1350,1.40216118e-02
8.1400,1.24149105e-02
8.1450,1.09566766e-02
8.1500,9.72936998e-03
8.1550,8.74660716e-03
8.1600,7.94755880e-03
8.1650,7.27044805e-03
8.1700,6.63161297e-03
8.1750,6.01865128e-03
8.1800,5.43573511e-03
8.1850,4.92326319e-03
8.1900,4.51781262e-03
8.1950,4.21312063e-03
8.2000,4.12488314e-03
8.2050,4.27862207e-03
8.2100,4.57060531e-03
8.2150,5.01197823e-03
8.2200,5.52423381e-03
8.2250,6.07338632e-03
8.2300,6.60140830e-03
8.2350,7.05704719e-03
8.2400,7.33132203e-03
8.2450,7.36480842e-03
8.2500,7.11984070e-03
8.2550,6.58497916e-03
8.2600,5.77856086e-03
8.2650,4.75686806e-03
8.2700,3.67570553e-03
8.2750,2.61728544e-03
8.2800,2.68749564e-03
8.2850,4.10184769e-03
8.2900,6.50219163e-03
8.2950,9.41693496e-03
8.3000,1.18370716e-02
8.3050,1.36038075e-02
8.3100,1.46244457e-02
8.3150,1.50474218e-02
8.3200,1.53942053e-02
8.3250,1.59543526e-02
8.3300,1.69565225e-02
8.3350,1.82441552e-02
8.3400,1.94571764e-02
8.3450,2.04706917e-02
8.3500,2.11730376e-02
8.3550,2.15780673e-02
8.3600,2.17411449e-02
8.3650,2.17225953e-02
8.3700,2.16670845e-02
8.3750,2.16428764e-02
8.3800,2.17181232e-02
8.3850,2.18738360e-02
8.3900,2.20528380e-02
8.3950,2.22280566e-02
8.4000,2.23692093e-02
8.4050,2.24672711e-02
8.4100,2.24972565e-02
8.4150,2.26154591e-02
8.4200,2.28838468e-02
8.4250,2.31873358e-02
8.4300,2.32383281e-02
8.4350,2.29139100e-02
8.4400,2.22571537e-02
8.4450,2.14231276e-02
8.4500,2.06128916e-02
8.4550,1.98338051e-02
8.4600,1.90559250e-02
8.4650,1.82405599e-02
8.4700,1.72182265e-02
8.4750,1.58972180e-02
8.4800,1.42568972e-02
8.4850,1.24023701e-02
8.4900,1.05429040e-02
8.4950,8.74681262e-03
8.5000,7.08159959e-03
8.5050,5.53872233e-03
8.5100,4.08089576e-03
8.5150,3.35116660e-03
8.5200,3.41097522e-03
8.5250,3.88957226e-03
8.5300,4.53358477e-03
8.5350,5.13045632e-03
8.5400,5.59923018e-03
8.5450,5.95507249e-03
8.5500,6.14105080e-03
8.5550,6.07732831e-03
8.5600,5.70704750e-03
8.5650,5.09913285e-03
8.5700,4.43893585e-03
8.5750,3.82328069e-03
8.5800,3.27407450e-03
8.5850,2.72166533e-03
8.5900,2.08925967e-03
8.5950,1.55163930e-03
8.6000,1.48027321e-03
8.6050,1.75048432e-03
8.6100,2.16245031e-03
8.6150,2.61365295e-03
8.6200,3.10056532e-03
8.6250,3.26420360e-03
8.6300,3.43632750e-03
8.6350,3.56264273e-03
8.6400,3.62224861e-03
8.6450,3.59634283e-03
8.6500,3.59314928e-03
8.6550,3.78801102e-03
8.6600,4.14206407e-03
8.6650,4.58394803e-03
8.6700,5.03320335e-03
8.6750,5.31030197e-03
8.6800,5.47052466e-03
8.6850,5.62949052e-03
8.6900,5.96408443e-03
8.6950,6.50513126e-03
8.7000,7.15750381e-03
8.7050,7.82702199e-03
8.7100,8.36917802e-03
8.7150,8.76639674e-03
8.7200,9.05268535e-03
8.7250,9.28056695e-03
8.7300,9.52513212e-03
8.7350,9.78592634e-03
8.7400,1.00026686e-02
8.7450,1.01116121e-02
8.7500,1.00100125e-02
8.7550,9.68371380e-03
8.7600,9.16199799e-03
8.7650,8.49011874e-03
8.7700,7.75198259e-03
8.7750,6.97775661e-03
8.7800,6.19354386e-03
8.7850,5.38242928e-03
8.7900,5.99951885e-03
8.7950,6.92343234e-03
8.8000,8.12342354e-03
8.8050,9.52490896e-03
8.8100,1.10888117e-02
8.8150,1.29215215e-02
8.8200,1.50800793e-02
8.8250,1.74550718e-02
8.8300,1.98350118e-02
8.8350,2.21461241e-02
8.8400,2.42357215e-02
8.8450,2.60338256e-02
8.8500,2.74795624e-02
8.8550,2.85744725e-02
8.8600,2.93007033e-02
8.8650,2.96431514e-02
8.8700,2.95390915e-02
8.8750,2.89829180e-02
8.8800,2.79763245e-02
8.8850,2.65327435e-02
8.8900,2.47059765e-02
8.8950,2.25458322e-02
8.9000,2.01691900e-02
8.9050,1.76396690e-02
8.9100,1.50751934e-02
8.9150,1.25239018e-02
8.9200,1.00621017e-02
8.9250,7.70794419e-03
8.9300,6.82962972e-03
8.9350,7.51894195e-03
8.9400,7.98518092e-03
8.9450,8.16374280e-03
8.9500,8.06324901e-03
8.9550,7.62714204e-03
8.9600,7.00501249e-03
8.9650,6.57325706e-03
8.9700,6.66777262e-03
8.9750,6.71604424e-03
8.9800,6.62878025e-03
8.9850,6.18397824e-03
8.9900,6.44373798e-03
8.9950,7.21113716e-03
9.0000,8.28159236e-03
9.0050,9.66194404e-03
9.0100,1.13053290e-02
9.0150,1.32028973e-02
9.0200,1.53072139e-02
9.0250,1.74433001e-02
9.0300,1.95446783e-02
9.0350,2.16026091e-02
9.0400,2.35836247e-02
9.0450,2.54646740e-02
9.0500,2.71408441e-02
9.0550,2.85341787e-02
9.0600,2.95382549e-02
9.0650,3.06302202e-02
9.0700,3.15079828e-02
9.0750,3.20590820e-02
9.0800,3.19991537e-02
9.0850,3.12855069e-02
9.0900,3.00740288e-02
9.0950,2.85082166e-02
9.1000,2.67474829e-02
9.1050,2.47978367e-02
9.1100,2.26619880e-02
9.1150,2.04301995e-02
9.1200,1.83450597e-02
9.1250,1.64105480e-02
9.1300,1.44873164e-02
9.1350,1.24452349e-02
9.1400,1.01791972e-02
9.1450,7.79097867e-03
9.1500,7.18193877e-03
9.1550,6.38796857e-03
9.1600,5.23357508e-03
9.1650,3.93366256e-03
9.1700,2.42641137e-03
9.1750,1.99443032e-03
9.1800,1.92271108e-03
9.1850,3.05395591e-03
9.1900,3.54231186e-03
9.1950,3.67543832e-03
9.2000,3.81887364e-03
9.2050,3.95856451e-03
9.2100,3.91059116e-03
9.2150,3.60161645e-03
9.2200,4.18228351e-03
9.2250,4.86001872e-03
9.2300,5.01116946e-03
9.2350,4.61547156e-03
9.2400,3.84742593e-03
9.2450,3.67047735e-03
9.2500,5.12330048e-03
9.2550,6.74935336e-03
9.2600,8.54141436e-03
9.2650,1.04898470e-02
9.2700,1.24303311e-02
9.2750,1.42174612e-02
9.2800,1.56130668e-02
9.2850,1.65536481e-02
9.2900,1.69864571e-02
9.2950,1.69149059e-02
9.3000,1.63304907e-02
9.3050,1.52179219e-02
9.3100,1.35942479e-02
9.3150,1.15093393e-02
9.3200,9.11338174e-03
9.3250,6.50956521e-03
9.3300,4.00931197e-03
9.3350,2.36815788e-03
9.3400,2.68014701e-03
9.3450,3.64447900e-03
9.3500,5.18633846e-03
9.3550,6.96064983e-03
9.3600,8.93277371e-03
9.3650,1.09132351e-02
9.3700,1.23490326e-02
9.3750,1.30728991e-02
9.3800,1.33834463e-02
9.3850,1.35817374e-02
9.3900,1.39045994e-02
9.3950,1.42362890e-02
9.4000,1.43418387e-02
9.4050,1.41664646e-02
9.4100,1.37201690e-02
9.4150,1.30760828e-02
9.4200,1.23974292e-02
9.4250,1.17341192e-02
9.4300,1.21519574e-02
9.4350,1.32463530e-02
9.4400,1.37021240e-02
9.4450,1.34041965e-02
9.4500,1.24323739e-02
9.4550,1.11574634e-02
9.4600,9.82474435e-03
9.4650,8.41988686e-03
9.4700,8.34859213e-03
9.4750,8.88619387e-03
9.4800,9.47789655e-03
9.4850,1.00450903e-02
9.4900,1.05611956e-02
9.4950,1.10628845e-02
9.5000,1.15809986e-02
9.5050,1.20931475e-02
9.5100,1.25147269e-02
9.5150,1.28454944e-02
9.5200,1.28185840e-02
9.5250,1.21955892e-02
9.5300,1.08490945e-02
9.5350,9.01114658e-03
9.5400,7.15267049e-03
9.5450,5.38244675e-03
9.5500,3.72089897e-03
9.5550,3.03383167e-03
9.5600,5.08210951e-03
9.5650,7.43456935e-03
9.5700,9.74477445e-03
9.5750,1.18311670e-02
9.5800,1.36307012e-02
9.5850,1.51950643e-02
9.5900,1.63851772e-02
9.5950,1.70030079e-02
9.6000,1.68364668e-02
9.6050,1.59655535e-02
9.6100,1.46513122e-02
9.6150,1.30223572e-02
9.6200,1.12847005e-02
9.6250,9.46487063e-03
9.6300,7.59093521e-03
9.6350,5.77619062e-03
9.6400,4.23330328e-03
9.6450,4.46584523e-03
9.6500,5.37540504e-03
9.6550,6.24012630e-03
9.6600,6.97291613e-03
9.6650,7.49579706e-03
9.6700,7.66185099e-03
9.6750,7.40104633e-03
9.6800,6.80112600e-03
9.6850,5.91527466e-03
9.6900,5.66454562e-03
9.6950,5.49129468e-03
9.7000,4.85825736e-03
9.7050,3.82122444e-03
9.7100,4.51993243e-03
9.7150,5.10871030e-03
9.7200,5.53202091e-03
9.7250,5.68839376e-03
9.7300,5.43523372e-03
9.7350,4.79783417e-03
9.7400,5.17921152e-03
9.7450,6.13750046e-03
9.7500,7.07220731e-03
9.7550,7.99436349e-03
9.7600,8.88134548e-03
9.7650,9.69666147e-03
9.7700,1.03604411e-02
9.7750,1.08837959e-02
9.7800,1.12724103e-02
9.7850,1.15454188e-02
9.7900,1.17710466e-02
9.7950,1.19607710e-02
9.8000,1.21052072e-02
9.8050,1.21712265e-02
9.8100,1.21170098e-02
9.8150,1.19708189e-02
9.8200,1.17042160e-02
9.8250,1.13516899e-02
9.8300,1.09659520e-02
9.8350,1.05742626e-02
9.8400,1.01989342e-02
9.8450,9.82815196e-03
9.8500,9.39297994e-03
9.8550,8.85581363e-03
9.8600,8.16380192e-03
9.8650,7.27183746e-03
9.8700,6.14873700e-03
9.8750,5.11424057e-03
9.8800,4.54804789e-03
9.8850,3.78334857e-03
9.8900,2.91186058e-03
9.8950,2.00251972e-03
9.9000,2.30198402e-03
9.9050,2.63295334e-03
9.9100,2.97125655e-03
9.9150,3.39516250e-03
9.9200,3.96603599e-03
9.9250,4.46369346e-03
9.9300,4.78962646e-03
9.9350,4.88974586e-03
9.9400,4.65096847e-03
9.9450,4.07197931e-03
9.9500,4.62741326e-03
9.9550,4.76424082e-03
9.9600,4.56389171e-03
9.9650,4.22734911e-03
9.9700,4.11613290e-03
9.9750,4.30179902e-03
