time_s,Rd_m,drift_ratio,BS_N,BS_over_W,BS_clean_N,BS_clean_over_W,spike_flag,cumulative_dissipated_energy_clean_J
9.8450,4.32903000e-03,2.85257334e-04,-1.299527e+06,-1.466293e-01,-2.124459e+06,-2.397087e-01,0,1.457224e+06
9.8500,5.42965000e-03,3.57781647e-04,-1.614166e+06,-1.821309e-01,-1.998531e+06,-2.254999e-01,0,1.459493e+06
9.8550,6.29658000e-03,4.14907178e-04,-1.845165e+06,-2.081952e-01,-1.896778e+06,-2.140188e-01,0,1.461182e+06
9.8600,6.77343000e-03,4.46328758e-04,-1.983448e+06,-2.237980e-01,-1.839732e+06,-2.075822e-01,0,1.462073e+06
9.8650,6.87144000e-03,4.52787034e-04,-2.046359e+06,-2.308965e-01,-1.827956e+06,-2.062535e-01,0,1.462252e+06
9.8700,6.69455000e-03,4.41131035e-04,-2.057559e+06,-2.321602e-01,-1.845719e+06,-2.082577e-01,0,1.462577e+06
9.8750,6.27845000e-03,4.13712519e-04,-2.034573e+06,-2.295666e-01,-1.867138e+06,-2.106744e-01,0,1.463350e+06
9.8800,5.60214000e-03,3.69147712e-04,-2.005874e+06,-2.263284e-01,-1.863024e+06,-2.102103e-01,0,1.464611e+06
9.8850,4.62241000e-03,3.04589331e-04,-1.968443e+06,-2.221050e-01,-1.807100e+06,-2.039003e-01,0,1.466409e+06
9.8900,3.35560000e-03,2.21114085e-04,-1.892801e+06,-2.135701e-01,-1.680706e+06,-1.896388e-01,0,1.468618e+06
9.8950,1.90288000e-03,1.25388476e-04,-7.017436e+05,-7.917971e-02,-1.475646e+06,-1.665013e-01,0,1.470911e+06
9.9000,-8.90144000e-04,-5.86551962e-05,-1.471893e+06,-1.660778e-01,-1.195204e+06,-1.348582e-01,0,1.474641e+06
9.9050,-8.58257000e-04,-5.65540325e-05,-1.103315e+06,-1.244902e-01,-8.535566e+05,-9.630920e-02,0,1.474673e+06
9.9100,-1.94309000e-03,-1.28038076e-04,-6.973428e+05,-7.868316e-02,-4.737922e+05,-5.345932e-02,0,1.475393e+06
9.9150,-3.00978000e-03,-1.98326604e-04,4.681109e+07,5.281828e+00,-8.458210e+04,-9.543637e-03,1,1.475691e+06
9.9200,-4.15970000e-03,-2.74099494e-04,4.216700e+04,4.757822e-03,2.843568e+05,3.208478e-02,0,1.475806e+06
9.9250,-5.29956000e-03,-3.49209489e-04,3.204780e+05,3.616044e-02,6.075046e+05,6.854646e-02,0,1.476314e+06
9.9300,-6.29615000e-03,-4.14878844e-04,2.995787e+06,3.380231e-01,8.684032e+05,9.798439e-02,0,1.477050e+06
9.9350,-7.13552000e-03,-4.70188335e-04,6.988458e+06,7.885275e-01,1.062597e+06,1.198958e-01,1,1.477860e+06
9.9400,-7.85180000e-03,-5.17386928e-04,6.500656e+05,7.334874e-02,1.197214e+06,1.350851e-01,0,1.478669e+06
9.9450,-8.47324000e-03,-5.58336128e-04,3.726452e+08,4.204661e+01,1.286790e+06,1.451921e-01,1,1.479441e+06
9.9500,-9.00093000e-03,-5.93107761e-04,7.878274e+05,8.889279e-02,1.346514e+06,1.519310e-01,0,1.480136e+06
9.9550,-9.40914000e-03,-6.20006373e-04,8.211458e+05,9.265220e-02,1.385355e+06,1.563135e-01,0,1.480694e+06
9.9600,-9.69333000e-03,-6.38732804e-04,9.526944e+05,1.074952e-01,1.401554e+06,1.581413e-01,0,1.481090e+06
9.9650,-9.88886000e-03,-6.51617068e-04,1.140286e+06,1.286617e-01,1.382118e+06,1.559483e-01,0,1.481362e+06
9.9700,-1.00371000e-02,-6.61385203e-04,1.182217e+06,1.333929e-01,1.306519e+06,1.474183e-01,0,1.481561e+06
9.9750,-1.01139000e-02,-6.66445866e-04,2.410055e+06,2.719333e-01,1.153510e+06,1.301537e-01,0,1.481655e+06
9.9800,-1.00535000e-02,-6.62465865e-04,1.400960e+07,1.580743e+00,9.089207e+05,1.025561e-01,1,1.481718e+06
9.9850,-9.84399000e-03,-6.48660402e-04,6.255646e+05,7.058422e-02,5.720307e+05,6.454384e-02,0,1.481873e+06
9.9900,-9.52911000e-03,-6.27911683e-04,1.663169e+05,1.876601e-02,1.585773e+05,1.789273e-02,0,1.481988e+06
9.9950,-9.16334000e-03,-6.03809615e-04,-3.446844e+05,-3.889172e-02,-3.003179e+05,-3.388572e-02,0,1.482014e+06
10.0000,-8.82261000e-03,-5.81357534e-04,-8.108179e+05,-9.148688e-02,-7.628436e+05,-8.607380e-02,0,1.482195e+06
10.0050,-8.51221000e-03,-5.60904020e-04,-1.213347e+06,-1.369054e-01,-1.183559e+06,-1.335443e-01,0,1.482497e+06
10.0100,-8.21758000e-03,-5.41489655e-04,-1.493000e+06,-1.684594e-01,-1.521280e+06,-1.716503e-01,0,1.482896e+06
10.0150,-7.92106000e-03,-5.21950750e-04,-2.812655e+07,-3.173598e+00,-1.746229e+06,-1.970319e-01,1,1.483380e+06
10.0200,-7.59079000e-03,-5.00187921e-04,-1.982394e+07,-2.236791e+00,-1.845002e+06,-2.081768e-01,1,1.483973e+06
10.0250,-7.20959000e-03,-4.75069108e-04,-3.422547e+06,-3.861757e-01,-1.822166e+06,-2.056002e-01,0,1.484672e+06
10.0300,-6.73337000e-03,-4.43689042e-04,3.340205e+05,3.768848e-02,-1.697966e+06,-1.915863e-01,0,1.485510e+06
10.0350,-6.20603000e-03,-4.08940472e-04,1.468477e+07,1.656924e+00,-1.502800e+06,-1.695652e-01,1,1.486354e+06
10.0400,-5.90371000e-03,-3.89019382e-04,-1.303000e+06,-1.470212e-01,-1.270358e+06,-1.433381e-01,0,1.486773e+06
10.0450,-5.51795000e-03,-3.63600092e-04,-1.181139e+06,-1.332713e-01,-1.031663e+06,-1.164055e-01,0,1.487217e+06
10.0500,-4.92765000e-03,-3.24702832e-04,-1.039077e+06,-1.172420e-01,-8.114271e+05,-9.155562e-02,0,1.487761e+06
10.0550,-4.17673000e-03,-2.75221669e-04,-8.782788e+05,-9.909868e-02,-6.267237e+05,-7.071501e-02,0,1.488301e+06
10.0600,-3.37564000e-03,-2.22434602e-04,-7.066084e+05,-7.972862e-02,-4.871192e+05,-5.496304e-02,0,1.488747e+06
10.0650,-2.56764000e-03,-1.69192207e-04,-5.106505e+05,-5.761814e-02,-3.952803e+05,-4.460059e-02,0,1.489104e+06
10.0700,-1.81129000e-03,-1.19353240e-04,-3.089744e+05,-3.486246e-02,-3.474857e+05,-3.920779e-02,0,1.489385e+06
10.0750,-1.39924000e-03,-9.22015952e-05,-1.065520e+05,-1.202256e-02,-3.340059e+05,-3.768683e-02,0,1.489525e+06
10.0800,-1.30872000e-03,-8.62368655e-05,-8.551093e+03,-9.648440e-04,-3.397579e+05,-3.833584e-02,0,1.489556e+06
10.0850,-1.27689000e-03,-8.41394578e-05,2.448292e+05,2.762477e-02,-3.458370e+05,-3.902176e-02,0,1.489567e+06
10.0900,-1.28727000e-03,-8.48234380e-05,3.230249e+04,3.644781e-03,-3.323642e+05,-3.750160e-02,0,1.489570e+06
10.0950,-1.32005000e-03,-8.69834451e-05,-2.861550e+06,-3.228768e-01,-2.825322e+05,-3.187891e-02,1,1.489580e+06
10.1000,-1.30132000e-03,-8.57492495e-05,-1.965708e+06,-2.217964e-01,-1.869399e+05,-2.109296e-02,0,1.489585e+06
10.1050,-1.21654000e-03,-8.01627516e-05,4.368267e+05,4.928839e-02,-4.671092e+04,-5.270525e-03,0,1.489595e+06
10.1100,1.17853000e-03,7.76581187e-05,3.628458e+06,4.094092e-01,1.259534e+05,1.421168e-02,1,1.489689e+06
10.1150,1.57308000e-03,1.03656617e-04,3.279296e+08,3.700122e+01,3.101327e+05,3.499315e-02,1,1.489775e+06
10.1200,1.89713000e-03,1.25009585e-04,6.096214e+05,6.878531e-02,4.806093e+05,5.422851e-02,0,1.489904e+06
10.1250,2.11447000e-03,1.39330999e-04,4.513050e+07,5.092202e+00,6.129236e+05,6.915790e-02,1,1.490022e+06
10.1300,2.22153000e-03,1.46385616e-04,6.097315e+06,6.879773e-01,6.878013e+05,7.760656e-02,1,1.490092e+06
10.1350,2.25677000e-03,1.48707723e-04,7.966318e+05,8.988622e-02,6.941998e+05,7.832852e-02,0,1.490116e+06
10.1400,2.24801000e-03,1.48130491e-04,7.185628e+05,8.107747e-02,6.306610e+05,7.115927e-02,0,1.490122e+06
10.1450,2.22990000e-03,1.46937150e-04,5.493692e+05,6.198688e-02,5.049707e+05,5.697727e-02,0,1.490132e+06
10.1500,2.19127000e-03,1.44391662e-04,6.738138e+06,7.602832e-01,3.323516e+05,3.750017e-02,1,1.490149e+06
10.1550,2.26682000e-03,1.49369958e-04,5.778819e+04,6.520405e-03,1.326252e+05,1.496447e-02,0,1.490166e+06
10.1600,2.31281000e-03,1.52400425e-04,-2.106059e+05,-2.376326e-02,-7.306108e+04,-8.243688e-03,0,1.490168e+06
10.1650,2.22262000e-03,1.46457441e-04,-4.837516e+05,-5.458306e-02,-2.652761e+05,-2.993185e-02,0,1.490183e+06
10.1700,2.02290000e-03,1.33297080e-04,7.767019e+06,8.763747e-01,-4.285187e+05,-4.835098e-02,1,1.490252e+06
10.1750,1.83498000e-03,1.20914270e-04,-9.419417e+05,-1.062819e-01,-5.522414e+05,-6.231095e-02,0,1.490344e+06
10.1800,1.73228000e-03,1.14146951e-04,9.461962e+05,1.067620e-01,-6.307181e+05,-7.116571e-02,0,1.490405e+06
10.1850,1.68089000e-03,1.10760655e-04,-1.054698e+06,-1.190046e-01,-6.622314e+05,-7.472144e-02,0,1.490438e+06
10.1900,1.67173000e-03,1.10157066e-04,-1.600430e+08,-1.805810e+01,-6.482474e+05,-7.314359e-02,1,1.490444e+06
10.1950,1.70372000e-03,1.12265017e-04,-7.918414e+05,-8.934570e-02,-5.929815e+05,-6.690778e-02,0,1.490464e+06
10.2000,1.75511000e-03,1.15651312e-04,-5.571735e+05,-6.286746e-02,-5.032295e+05,-5.678080e-02,0,1.490492e+06
10.2050,1.80703000e-03,1.19072531e-04,-3.445849e+05,-3.888049e-02,-3.880553e+05,-4.378538e-02,0,1.490515e+06
10.2100,1.81556000e-03,1.19634607e-04,-1.731767e+05,-1.954002e-02,-2.580655e+05,-2.911826e-02,0,1.490518e+06
10.2150,1.75473000e-03,1.15626272e-04,-1.956015e+06,-2.207027e-01,-1.243198e+05,-1.402735e-02,1,1.490530e+06
10.2200,1.57781000e-03,1.03968296e-04,5.366955e+04,6.055687e-03,2.860966e+03,3.228109e-04,0,1.490541e+06
10.2250,1.27269000e-03,8.38627027e-05,1.126368e+05,1.270913e-02,1.149196e+05,1.296671e-02,0,1.490558e+06
10.2300,-9.08743000e-04,-5.98807597e-05,1.649055e+05,1.860675e-02,2.057577e+05,2.321623e-02,0,1.490908e+06
10.2350,-7.28242000e-04,-4.79868172e-05,2.190902e+05,2.472057e-02,2.720745e+05,3.069894e-02,0,1.490951e+06
10.2400,-5.29085000e-04,-3.48635552e-05,2.782360e+05,3.139415e-02,3.134136e+05,3.536335e-02,0,1.491010e+06
10.2450,-8.47368000e-04,-5.58365122e-05,3.398994e+05,3.835181e-02,3.319927e+05,3.745967e-02,0,1.491112e+06
10.2500,-1.40965000e-03,-9.28875523e-05,3.978295e+05,4.488823e-02,3.323403e+05,3.749890e-02,0,1.491299e+06
10.2550,-1.91401000e-03,-1.26121877e-04,4.368844e+05,4.929490e-02,3.206891e+05,3.618426e-02,0,1.491464e+06
10.2600,-2.32209000e-03,-1.53011922e-04,4.185983e+05,4.723163e-02,3.040386e+05,3.430553e-02,0,1.491591e+06
10.2650,-2.62188000e-03,-1.72766301e-04,3.335299e+05,3.763312e-02,2.888536e+05,3.259217e-02,0,1.491680e+06
10.2700,-2.79791000e-03,-1.84365631e-04,1.708443e+08,1.927685e+01,2.795134e+05,3.153829e-02,1,1.491730e+06
10.2750,-2.85953000e-03,-1.88426022e-04,1.343760e+05,1.516202e-02,2.768346e+05,3.123603e-02,0,1.491747e+06
10.2800,-2.85155000e-03,-1.87900188e-04,-4.858063e+04,-5.481490e-03,2.771697e+05,3.127384e-02,0,1.491750e+06
10.2850,-2.81317000e-03,-1.85371174e-04,-1.909669e+05,-2.154734e-02,2.726240e+05,3.076093e-02,0,1.491760e+06
10.2900,-2.82383000e-03,-1.86073605e-04,-2.919814e+05,-3.294509e-02,2.527362e+05,2.851694e-02,0,1.491763e+06
10.2950,-2.89861000e-03,-1.91001162e-04,1.708027e+06,1.927215e-01,2.074802e+05,2.341058e-02,0,1.491780e+06
10.3000,-3.00145000e-03,-1.97777706e-04,3.692415e+06,4.166256e-01,1.307783e+05,1.475609e-02,1,1.491798e+06
10.3050,-3.09470000e-03,-2.03922327e-04,-3.648922e+05,-4.117182e-02,2.328240e+04,2.627019e-03,0,1.491805e+06
10.3100,-3.12082000e-03,-2.05643480e-04,6.274720e+06,7.079944e-01,-1.065862e+05,-1.202642e-02,1,1.491806e+06
10.3150,-3.08988000e-03,-2.03604718e-04,-4.083301e+05,-4.607304e-02,-2.435107e+05,-2.747600e-02,0,1.491811e+06
10.3200,-3.07312000e-03,-2.02500333e-04,-4.295659e+05,-4.846913e-02,-3.674473e+05,-4.146011e-02,0,1.491816e+06
10.3250,-3.10684000e-03,-2.04722281e-04,-4.378586e+05,-4.940482e-02,-4.562546e+05,-5.148050e-02,0,1.491830e+06
10.3300,-3.17242000e-03,-2.09043613e-04,-4.148800e+05,-4.681208e-02,-4.882309e+05,-5.508847e-02,0,1.491861e+06
10.3350,-3.21734000e-03,-2.12003574e-04,-3.476799e+05,-3.922971e-02,-4.443870e+05,-5.014144e-02,0,1.491882e+06
10.3400,-3.18122000e-03,-2.09623480e-04,-2.181683e+05,-2.461655e-02,-3.105057e+05,-3.503524e-02,0,1.491896e+06
10.3450,-3.08170000e-03,-2.03065704e-04,-2.933108e+04,-3.309509e-03,-7.905576e+04,-8.920085e-03,0,1.491915e+06
10.3500,-2.94749000e-03,-1.94222063e-04,2.719887e+07,3.068925e+00,2.490932e+05,2.810589e-02,1,1.491927e+06
10.3550,-2.76415000e-03,-1.82141048e-04,5.418512e+05,6.113860e-02,6.633990e+05,7.485318e-02,0,1.492010e+06
10.3600,-2.48824000e-03,-1.63960219e-04,1.446450e+08,1.632070e+01,1.143238e+06,1.289947e-01,1,1.492259e+06
10.3650,-2.11218000e-03,-1.39180102e-04,1.304259e+06,1.471632e-01,1.658852e+06,1.871730e-01,0,1.492786e+06
10.3700,-1.66119000e-03,-1.09462542e-04,1.679071e+06,1.894543e-01,2.174045e+06,2.453037e-01,0,1.493651e+06
10.3750,-1.16443000e-03,-7.67290125e-05,2.079464e+06,2.346318e-01,2.650649e+06,2.990802e-01,0,1.494849e+06
10.3800,9.45156000e-04,6.22801599e-05,5.061220e+06,5.710718e-01,3.054156e+06,3.446090e-01,0,1.500866e+06
10.3850,1.39868000e-03,9.21646945e-05,3.437360e+07,3.878470e+00,3.359160e+06,3.790236e-01,1,1.502321e+06
10.3900,1.89946000e-03,1.25163119e-04,2.977833e+06,3.359973e-01,3.552899e+06,4.008836e-01,0,1.504051e+06
10.3950,2.44361000e-03,1.61019368e-04,3.655991e+06,4.125158e-01,3.635681e+06,4.102242e-01,0,1.506007e+06
10.4000,3.00890000e-03,1.98268617e-04,3.230933e+06,3.645553e-01,3.618260e+06,4.082586e-01,0,1.508057e+06
10.4050,3.53280000e-03,2.32790512e-04,3.263219e+06,3.681982e-01,3.517320e+06,3.968691e-01,0,1.509927e+06
10.4100,4.02689000e-03,2.65348104e-04,3.217160e+06,3.630013e-01,3.350653e+06,3.780637e-01,0,1.511623e+06
10.4150,5.30197000e-03,3.49368294e-04,3.085303e+06,3.481235e-01,3.133322e+06,3.535416e-01,0,1.515757e+06
10.4200,6.74549000e-03,4.44487678e-04,2.872006e+06,3.240566e-01,2.875486e+06,3.244492e-01,0,1.520094e+06
10.4250,8.22837000e-03,5.42200652e-04,2.601125e+06,2.934923e-01,2.582030e+06,2.913377e-01,0,1.524140e+06
10.4300,9.56947000e-03,6.30571167e-04,2.304912e+06,2.600697e-01,2.253704e+06,2.542918e-01,0,1.527383e+06
10.4350,1.07514000e-02,7.08453325e-04,1.905832e+06,2.150404e-01,1.889266e+06,2.131712e-01,0,1.529831e+06
10.4400,1.17780000e-02,7.76100160e-04,1.484937e+06,1.675496e-01,1.488035e+06,1.678992e-01,0,1.531565e+06
10.4450,1.26695000e-02,8.34844709e-04,1.062709e+06,1.199085e-01,1.052310e+06,1.187351e-01,0,1.532697e+06
10.4500,1.34299000e-02,8.84950547e-04,1.120035e+06,1.263767e-01,5.891361e+05,6.647389e-02,0,1.533321e+06
10.4550,1.40512000e-02,9.25890522e-04,3.451240e+04,3.894132e-03,1.110221e+05,1.252694e-02,0,1.533539e+06
10.4600,1.45064000e-02,9.55885495e-04,-4.735837e+05,-5.343579e-02,-3.646091e+05,-4.113987e-02,0,1.533597e+06
10.4650,1.47686000e-02,9.73162916e-04,-9.202355e+05,-1.038328e-01,-8.171458e+05,-9.220087e-02,0,1.533752e+06
10.4700,1.47837000e-02,9.74157916e-04,-1.302303e+06,-1.469425e-01,-1.225268e+06,-1.382505e-01,0,1.533767e+06
10.4750,1.45356000e-02,9.57809602e-04,-1.653134e+08,-1.865278e+01,-1.569601e+06,-1.771025e-01,1,1.534114e+06
10.4800,1.40224000e-02,9.23992773e-04,-1.885229e+06,-2.127157e-01,-1.835003e+06,-2.070486e-01,0,1.534987e+06
10.4850,1.32599000e-02,8.73748558e-04,-2.026878e+06,-2.286984e-01,-2.012163e+06,-2.270380e-01,0,1.536454e+06
10.4900,1.22744000e-02,8.08809968e-04,-9.796137e+07,-1.105326e+01,-2.098325e+06,-2.367599e-01,1,1.538479e+06
10.4950,1.10748000e-02,7.29763462e-04,-2.126814e+06,-2.399744e-01,-2.097149e+06,-2.366273e-01,0,1.540996e+06
10.5000,9.67521000e-03,6.37538804e-04,-2.058225e+06,-2.322353e-01,-2.017780e+06,-2.276719e-01,0,1.543876e+06
10.5050,8.07780000e-03,5.32278984e-04,-1.915408e+06,-2.161209e-01,-1.873257e+06,-2.113648e-01,0,1.546983e+06
10.5100,6.28780000e-03,4.14328629e-04,-1.698378e+06,-1.916328e-01,-1.678452e+06,-1.893845e-01,0,1.550162e+06
10.5150,4.31733000e-03,2.84486373e-04,-1.422358e+06,-1.604887e-01,-1.447790e+06,-1.633583e-01,0,1.553242e+06
10.5200,-3.59963000e-03,-2.37194211e-04,-1.122558e+06,-1.266614e-01,-1.193043e+06,-1.346144e-01,0,1.563696e+06
10.5250,-3.34717000e-03,-2.20558598e-04,-8.175745e+05,-9.224924e-02,-9.215984e+05,-1.039866e-01,0,1.563963e+06
10.5300,-2.96191000e-03,-1.95172255e-04,-5.071509e+05,-5.722327e-02,-6.355748e+05,-7.171370e-02,0,1.564263e+06
10.5350,-4.75363000e-03,-3.13235949e-04,-1.875974e+05,-2.116715e-02,-3.321002e+05,-3.747180e-02,0,1.565130e+06
10.5400,-6.99106000e-03,-4.60669280e-04,8.784363e+04,9.911645e-03,-4.876712e+03,-5.502532e-04,0,1.565507e+06
10.5450,-9.03955000e-03,-5.95652590e-04,3.470702e+05,3.916091e-02,3.530975e+05,3.984099e-02,0,1.565863e+06
10.5500,-1.07959000e-02,-7.11385610e-04,6.334252e+05,7.147116e-02,7.460849e+05,8.418287e-02,0,1.566829e+06
10.5550,-1.22404000e-02,-8.06569570e-04,9.585040e+05,1.081507e-01,1.172152e+06,1.322572e-01,0,1.568214e+06
10.5600,-1.34944000e-02,-8.89200713e-04,1.289613e+06,1.455107e-01,1.620559e+06,1.828522e-01,0,1.569965e+06
10.5650,-1.46540000e-02,-9.65611457e-04,1.557832e+06,1.757746e-01,2.070788e+06,2.336529e-01,0,1.572105e+06
10.5700,-1.57614000e-02,-1.03858253e-03,2.850013e+07,3.215750e+00,2.493692e+06,2.813703e-01,1,1.574633e+06
10.5750,-1.67571000e-02,-1.10419324e-03,5.017905e+08,5.661844e+01,2.854635e+06,3.220965e-01,1,1.577295e+06
10.5800,-1.75529000e-02,-1.15663173e-03,4.514722e+06,5.094088e-01,3.117891e+06,3.518005e-01,0,1.579672e+06
10.5850,-1.81404000e-02,-1.19534449e-03,1.981027e+06,2.235249e-01,3.251204e+06,3.668425e-01,0,1.581543e+06
10.5900,-1.85251000e-02,-1.22069393e-03,1.932287e+06,2.180254e-01,3.229741e+06,3.644209e-01,0,1.582789e+06
10.5950,-1.87111000e-02,-1.23295022e-03,1.753357e+06,1.978362e-01,3.039392e+06,3.429432e-01,0,1.583372e+06
10.6000,-1.86943000e-02,-1.23184320e-03,7.404266e+06,8.354443e-01,2.679555e+06,3.023418e-01,0,1.583420e+06
10.6050,-1.84746000e-02,-1.21736628e-03,1.281199e+06,1.445613e-01,2.164878e+06,2.442693e-01,0,1.583953e+06
10.6100,-1.80812000e-02,-1.19144356e-03,8.334335e+05,9.403866e-02,1.524672e+06,1.720331e-01,0,1.584678e+06
10.6150,-1.75501000e-02,-1.15644723e-03,2.861162e+05,3.228330e-02,7.992728e+05,9.018421e-02,0,1.585295e+06
10.6200,-1.69559000e-02,-1.11729298e-03,-2.894293e+05,-3.265713e-02,3.415123e+04,3.853380e-03,0,1.585543e+06
10.6250,-1.63279000e-02,-1.07591151e-03,-8.807430e+05,-9.937672e-02,-7.263255e+05,-8.195336e-02,0,1.585760e+06
10.6300,-1.56993000e-02,-1.03449051e-03,-1.452511e+06,-1.638909e-01,-1.443752e+06,-1.629026e-01,0,1.586442e+06
10.6350,-1.50693000e-02,-9.92977258e-04,-1.986493e+06,-2.241416e-01,-2.088382e+06,-2.356380e-01,0,1.587555e+06
10.6400,-1.44302000e-02,-9.50864368e-04,-2.491156e+06,-2.810842e-01,-2.639775e+06,-2.978533e-01,0,1.589066e+06
10.6450,-1.37765000e-02,-9.07789426e-04,-1.129372e+08,-1.274302e+01,-3.086009e+06,-3.482032e-01,1,1.590937e+06
10.6500,-1.31023000e-02,-8.63363655e-04,-3.386652e+06,-3.821255e-01,-3.422214e+06,-3.861381e-01,0,1.593131e+06
10.6550,-1.24078000e-02,-8.17600235e-04,-3.622179e+06,-4.087007e-01,-3.649038e+06,-4.117313e-01,0,1.595587e+06
10.6600,-1.17503000e-02,-7.74274895e-04,-3.768139e+06,-4.251698e-01,-3.771414e+06,-4.255393e-01,0,1.598026e+06
10.6650,-1.20259000e-02,-7.92435296e-04,-3.821245e+06,-4.311619e-01,-3.797708e+06,-4.285061e-01,0,1.599069e+06
10.6700,-1.21207000e-02,-7.98682052e-04,8.768471e+06,9.893714e-01,-3.739160e+06,-4.219000e-01,1,1.599427e+06
10.6750,-1.19526000e-02,-7.87605262e-04,-3.686762e+06,-4.159878e-01,-3.609423e+06,-4.072615e-01,0,1.600044e+06
10.6800,-1.15263000e-02,-7.59514627e-04,-3.504065e+06,-3.953736e-01,-3.423993e+06,-3.863389e-01,0,1.601543e+06
10.6850,-1.09594000e-02,-7.22159288e-04,-3.247859e+06,-3.664651e-01,-3.199357e+06,-3.609925e-01,0,1.603421e+06
10.6900,-1.03611000e-02,-6.82734876e-04,-2.958965e+06,-3.338684e-01,-2.951801e+06,-3.330601e-01,0,1.605261e+06
10.6950,-9.73860000e-03,-6.41715828e-04,-2.661554e+06,-3.003107e-01,-2.695956e+06,-3.041924e-01,0,1.607019e+06
10.7000,-9.06543000e-03,-5.97357928e-04,-2.367432e+06,-2.671240e-01,-2.443280e+06,-2.756822e-01,0,1.608749e+06
10.7050,-8.55884000e-03,-5.63976659e-04,-2.092114e+06,-2.360591e-01,-2.200815e+06,-2.483242e-01,0,1.609925e+06
10.7100,-9.06125000e-03,-5.97082491e-04,-1.867947e+06,-2.107657e-01,-1.970539e+06,-2.223415e-01,0,1.610973e+06
10.7150,-9.62320000e-03,-6.34111654e-04,-1.702717e+06,-1.921224e-01,-1.749547e+06,-1.974063e-01,0,1.612018e+06
10.7200,-1.01439000e-02,-6.68422688e-04,-1.555900e+06,-1.755566e-01,-1.531133e+06,-1.727621e-01,0,1.612872e+06
10.7250,-1.06617000e-02,-7.02542628e-04,-1.378443e+06,-1.555336e-01,-1.306622e+06,-1.474299e-01,0,1.613607e+06
10.7300,-1.12442000e-02,-7.40925914e-04,-1.126624e+06,-1.271202e-01,-1.067604e+06,-1.204608e-01,0,1.614298e+06
10.7350,-1.19093000e-02,-7.84752049e-04,-8.394992e+05,-9.472307e-02,-8.081470e+05,-9.118551e-02,0,1.614922e+06
10.7400,-1.26448000e-02,-8.33217126e-04,-5.689116e+05,-6.419190e-02,-5.265594e+05,-5.941318e-02,0,1.615413e+06
10.7450,-1.34050000e-02,-8.83309785e-04,-3.253323e+05,-3.670816e-02,-2.263802e+05,-2.554312e-02,0,1.615699e+06
10.7500,-1.40889000e-02,-9.28374728e-04,6.041910e+08,6.817258e+01,8.359346e+04,9.432087e-03,1,1.615748e+06
10.7550,-1.46560000e-02,-9.65743246e-04,2.887957e+07,3.258564e+00,3.902838e+05,4.403683e-02,1,1.615882e+06
10.7600,-1.50500000e-02,-9.91705503e-04,3.730018e+07,4.208685e+00,6.781899e+05,7.652208e-02,1,1.616093e+06
10.7650,-1.52507000e-02,-1.00493044e-03,2.107376e+07,2.377812e+00,9.318249e+05,1.051404e-01,1,1.616254e+06
10.7700,-1.52125000e-02,-1.00241329e-03,1.346560e+06,1.519362e-01,1.138275e+06,1.284348e-01,0,1.616294e+06
10.7750,-1.49220000e-02,-9.83271064e-04,1.414710e+06,1.596257e-01,1.289355e+06,1.454816e-01,0,1.616647e+06
10.7800,-1.44068000e-02,-9.49322448e-04,1.437121e+06,1.621544e-01,1.382886e+06,1.560350e-01,0,1.617335e+06
10.7850,-1.37283000e-02,-9.04613332e-04,1.402834e+06,1.582857e-01,1.422855e+06,1.605448e-01,0,1.618287e+06
10.7900,-1.30016000e-02,-8.56728124e-04,1.342293e+06,1.514547e-01,1.418491e+06,1.600524e-01,0,1.619319e+06
10.7950,-1.22522000e-02,-8.07347120e-04,1.272303e+06,1.435575e-01,1.382571e+06,1.559994e-01,0,1.620369e+06
10.8000,-1.14831000e-02,-7.56668004e-04,1.231551e+06,1.389594e-01,1.329421e+06,1.500024e-01,0,1.621412e+06
10.8050,-1.06597000e-02,-7.02410840e-04,1.232289e+06,1.390427e-01,1.273043e+06,1.436411e-01,0,1.622483e+06
10.8100,-9.71647000e-03,-6.40257592e-04,1.255886e+06,1.417052e-01,1.225681e+06,1.382971e-01,0,1.623661e+06
10.8150,-8.62980000e-03,-5.68652501e-04,1.279751e+06,1.443979e-01,1.196913e+06,1.350510e-01,0,1.624978e+06
10.8200,-7.37570000e-03,-4.86014769e-04,1.264310e+06,1.426557e-01,1.193199e+06,1.346320e-01,0,1.626476e+06
10.8250,-5.95271000e-03,-3.92248190e-04,1.223524e+06,1.380537e-01,1.217724e+06,1.373992e-01,0,1.628192e+06
10.8300,-5.05414000e-03,-3.33037771e-04,1.206386e+06,1.361199e-01,1.270399e+06,1.433427e-01,0,1.629310e+06
10.8350,-4.85922000e-03,-3.20193702e-04,3.573645e+08,4.032245e+01,1.348003e+06,1.520990e-01,1,1.629565e+06
10.8400,-4.28457000e-03,-2.82327684e-04,-2.094058e+08,-2.362785e+01,1.444512e+06,1.629884e-01,1,1.630367e+06
10.8450,-3.39545000e-03,-2.23739963e-04,6.256232e+06,7.059083e-01,1.551712e+06,1.750841e-01,1,1.631699e+06
10.8500,3.85403000e-03,2.53957658e-04,7.847314e+06,8.854346e-01,1.660132e+06,1.873173e-01,1,1.643341e+06
10.8550,6.05607000e-03,3.99059000e-04,-8.173131e+06,-9.221975e-01,1.760243e+06,1.986132e-01,1,1.647107e+06
10.8600,8.30021000e-03,5.46934480e-04,1.849705e+06,2.087074e-01,1.843817e+06,2.080431e-01,0,1.651151e+06
