time_s,Rd_m,drift_ratio,BS_N,BS_over_W,BS_clean_N,BS_clean_over_W,spike_flag,cumulative_dissipated_energy_clean_J
5.6600,-5.20690000e-04,-3.43103746e-05,-4.538099e+05,-5.120465e-02,-4.351266e+05,-4.909656e-02,0,4.332838e+02
5.6650,-6.09982000e-04,-4.01941864e-05,-4.556440e+05,-5.141160e-02,-4.301187e+05,-4.853150e-02,0,4.719136e+02
5.6700,-6.98288000e-04,-4.60130267e-05,-4.435074e+05,-5.004219e-02,-4.199863e+05,-4.738824e-02,0,5.094483e+02
5.6750,-7.82731000e-04,-5.15773183e-05,-4.189875e+05,-4.727554e-02,-4.042311e+05,-4.561054e-02,0,5.442480e+02
5.6800,-8.58159000e-04,-5.65475749e-05,-3.865682e+05,-4.361758e-02,-3.829178e+05,-4.320570e-02,0,5.739345e+02
5.6850,-9.22575000e-04,-6.07922063e-05,-3.496552e+05,-3.945258e-02,-3.566879e+05,-4.024611e-02,0,5.977557e+02
5.6900,-9.72867000e-04,-6.41061500e-05,-3.145678e+05,-3.549357e-02,-3.266250e+05,-3.685402e-02,0,6.149383e+02
5.6950,-1.00820000e-03,-6.64343846e-05,-2.830794e+05,-3.194065e-02,-2.940230e+05,-3.317545e-02,0,6.259030e+02
5.7000,-1.02752000e-03,-6.77074577e-05,-2.555919e+05,-2.883916e-02,-2.601199e+05,-2.935006e-02,0,6.312560e+02
5.7050,-1.03054000e-03,-6.79064577e-05,-2.293266e+05,-2.587557e-02,-2.258524e+05,-2.548356e-02,0,6.319898e+02
5.7100,-1.01638000e-03,-6.69733979e-05,-1.982385e+05,-2.236781e-02,-1.916700e+05,-2.162666e-02,0,6.349459e+02
5.7150,-9.84246000e-04,-6.48559584e-05,-1.610391e+05,-1.817050e-02,-1.574245e+05,-1.776265e-02,0,6.405548e+02
5.7200,-9.32160000e-04,-6.14238008e-05,-1.176459e+05,-1.327432e-02,-1.223455e+05,-1.380459e-02,0,6.478408e+02
5.7250,-8.59070000e-04,-5.66076044e-05,-7.054257e+04,-7.959518e-03,-8.510768e+04,-9.602940e-03,0,6.554222e+02
5.7300,-7.63711000e-04,-5.03240134e-05,-2.306797e+04,-2.602824e-03,-4.400406e+04,-4.965102e-03,0,6.615782e+02
5.7350,-6.46276000e-04,-4.25857452e-05,2.392682e+04,2.699731e-03,2.766306e+03,3.121302e-04,0,6.639996e+02
5.7400,-5.08307000e-04,-3.34944086e-05,7.011917e+04,7.911744e-03,5.670190e+04,6.397836e-03,0,6.681019e+02
5.7450,-3.51580000e-04,-2.31670313e-05,1.164450e+05,1.313882e-02,1.185336e+05,1.337448e-02,0,6.818340e+02
5.7500,2.63146000e-04,1.73397566e-05,1.632401e+05,1.841884e-02,1.877732e+05,2.118698e-02,0,7.759814e+02
5.7550,3.11500000e-04,2.05259976e-05,2.098722e+05,2.368047e-02,2.623977e+05,2.960707e-02,0,7.868652e+02
5.7600,3.60702000e-04,2.37681168e-05,2.558977e+05,2.887366e-02,3.388075e+05,3.822861e-02,0,8.016554e+02
5.7650,4.11119000e-04,2.70902973e-05,3.009765e+05,3.396003e-02,4.121725e+05,4.650659e-02,0,8.205865e+02
5.7700,5.67728000e-04,3.74098991e-05,3.439564e+05,3.880957e-02,4.771965e+05,5.384343e-02,0,8.902281e+02
5.7750,7.52108000e-04,4.95594447e-05,9.492210e+05,1.071033e-01,5.291829e+05,5.970920e-02,0,9.830062e+02
5.7800,9.28807000e-04,6.12028580e-05,7.907274e+05,8.922001e-02,5.651093e+05,6.376288e-02,0,1.079686e+03
5.7850,1.09607000e-03,7.22244950e-05,4.449329e+05,5.020304e-02,5.843309e+05,6.593171e-02,0,1.175816e+03
5.7900,1.24973000e-03,8.23497753e-05,4.631330e+05,5.225661e-02,5.886428e+05,6.641823e-02,0,1.265935e+03
5.7950,1.38766000e-03,9.14385420e-05,4.746432e+05,5.355533e-02,5.817191e+05,6.563701e-02,0,1.346649e+03
5.8000,1.50705000e-03,9.93056331e-05,7.086336e+05,7.995713e-02,5.681927e+05,6.411079e-02,0,1.415293e+03
5.8050,1.60769000e-03,1.05937211e-04,4.913922e+05,5.544517e-02,5.526909e+05,6.236168e-02,0,1.471696e+03
5.8100,1.68952000e-03,1.11329321e-04,5.004564e+05,5.646791e-02,5.390359e+05,6.082094e-02,0,1.516364e+03
5.8150,1.75251000e-03,1.15479987e-04,5.108520e+05,5.764088e-02,5.297022e+05,5.976780e-02,0,1.550024e+03
5.8200,1.79593000e-03,1.18341107e-04,5.221168e+05,5.891191e-02,5.255693e+05,5.930147e-02,0,1.572934e+03
5.8250,1.81883000e-03,1.19850081e-04,5.424091e+05,6.120155e-02,5.259676e+05,5.934641e-02,0,1.584974e+03
5.8300,1.81872000e-03,1.19842833e-04,5.421845e+05,6.117621e-02,5.289724e+05,5.968546e-02,0,1.585032e+03
5.8350,1.79409000e-03,1.18219862e-04,5.457497e+05,6.157848e-02,5.318574e+05,6.001098e-02,0,1.598096e+03
5.8400,1.74251000e-03,1.14821047e-04,5.406747e+05,6.100586e-02,5.316049e+05,5.998249e-02,0,1.625523e+03
5.8450,1.66356000e-03,1.09618711e-04,5.274940e+05,5.951864e-02,5.253846e+05,5.928063e-02,0,1.667248e+03
5.8500,1.55813000e-03,1.02671501e-04,5.088064e+05,5.741006e-02,5.109399e+05,5.765080e-02,0,1.721878e+03
5.8550,1.42819000e-03,9.41092280e-05,4.855051e+05,5.478091e-02,4.868527e+05,5.493296e-02,0,1.786704e+03
5.8600,1.27887000e-03,8.42699280e-05,4.567954e+05,5.154152e-02,4.526760e+05,5.107671e-02,0,1.856849e+03
5.8650,1.11323000e-03,7.33552370e-05,4.194506e+05,4.732780e-02,4.089396e+05,4.614181e-02,0,1.928208e+03
5.8700,9.36659000e-04,6.17202581e-05,3.682462e+05,4.155026e-02,3.570343e+05,4.028519e-02,0,1.995833e+03
5.8750,7.51220000e-04,4.95009307e-05,3.039699e+05,3.429778e-02,2.989911e+05,3.373601e-02,0,2.056659e+03
5.8800,5.61741000e-04,3.70153914e-05,2.320245e+05,2.617998e-02,2.371804e+05,2.676173e-02,0,2.107456e+03
5.8850,4.30912000e-04,2.83945383e-05,1.578651e+05,1.781237e-02,1.739767e+05,1.963028e-02,0,2.134351e+03
5.8900,3.46529000e-04,2.28342004e-05,9.061521e+04,1.022437e-02,1.114489e+05,1.257509e-02,0,2.146394e+03
5.8950,2.57426000e-04,1.69628426e-05,3.180732e+04,3.588910e-03,5.114078e+04,5.770359e-03,0,2.153637e+03
5.9000,-2.13158000e-04,-1.40458446e-05,-1.767536e+04,-1.994361e-03,-6.007893e+03,-6.778875e-04,0,2.164257e+03
5.9050,-3.92210000e-04,-2.58443067e-05,-1.441310e+07,-1.626271e+00,-5.958268e+04,-6.722882e-03,1,2.170129e+03
5.9100,-5.55629000e-04,-3.66126470e-05,-1.012351e+05,-1.142264e-02,-1.094835e+05,-1.235334e-02,0,2.183943e+03
5.9150,-7.02266000e-04,-4.62751533e-05,-1.327301e+05,-1.497631e-02,-1.556463e+05,-1.756202e-02,0,2.203382e+03
5.9200,-8.31260000e-04,-5.47750908e-05,-1.658755e+05,-1.871620e-02,-1.977857e+05,-2.231672e-02,0,2.226177e+03
5.9250,-9.42761000e-04,-6.21223436e-05,-1.960720e+05,-2.212336e-02,-2.352467e+05,-2.654355e-02,0,2.250319e+03
5.9300,-1.03714000e-03,-6.83413585e-05,-2.227559e+05,-2.513418e-02,-2.670264e+05,-3.012934e-02,0,2.274021e+03
5.9350,-1.11475000e-03,-7.34553959e-05,-4.502602e+05,-5.080413e-02,-2.919667e+05,-3.294342e-02,0,2.295713e+03
5.9400,-1.17562000e-03,-7.74663670e-05,-2.672294e+05,-3.015225e-02,-3.090593e+05,-3.487203e-02,0,2.314005e+03
5.9450,-1.21869000e-03,-8.03044239e-05,-2.847299e+05,-3.212688e-02,-3.177587e+05,-3.585361e-02,0,2.327504e+03
5.9500,-1.24003000e-03,-8.17106030e-05,-2.955997e+05,-3.335335e-02,-3.182135e+05,-3.590492e-02,0,2.334290e+03
5.9550,-1.23669000e-03,-8.14905168e-05,-4.129004e+05,-4.658872e-02,-3.113674e+05,-3.513247e-02,0,2.335341e+03
5.9600,-1.20390000e-03,-7.93298508e-05,-3.091485e+05,-3.488210e-02,-2.989130e+05,-3.372720e-02,0,2.345346e+03
5.9650,-1.14085000e-03,-7.51752307e-05,-2.633428e+05,-2.971371e-02,-2.830893e+05,-3.194176e-02,0,2.363694e+03
5.9700,-1.04927000e-03,-6.91406533e-05,-2.403323e+05,-2.711737e-02,-2.663447e+05,-3.005243e-02,0,2.388853e+03
5.9750,-9.32815000e-04,-6.14669614e-05,-2.215326e+05,-2.499615e-02,-2.509339e+05,-2.831358e-02,0,2.418973e+03
5.9800,-8.01057000e-04,-5.27848927e-05,-2.135812e+05,-2.409897e-02,-2.385551e+05,-2.691685e-02,0,2.451220e+03
5.9850,-6.59534000e-04,-4.34593686e-05,-2.213629e+05,-2.497700e-02,-2.301285e+05,-2.596604e-02,0,2.484384e+03
5.9900,-5.17695000e-04,-3.41130219e-05,-2.244619e+05,-2.532667e-02,-2.257655e+05,-2.547376e-02,0,2.516716e+03
5.9950,-3.78830000e-04,-2.49626442e-05,-2.368039e+05,-2.671925e-02,-2.249238e+05,-2.537879e-02,0,2.548009e+03
6.0000,-2.48039000e-04,-1.63442951e-05,-2.469870e+05,-2.786824e-02,-2.266832e+05,-2.557731e-02,0,2.577542e+03
6.0050,-1.26855000e-04,-8.35899014e-06,-2.530802e+05,-2.855575e-02,-2.300577e+05,-2.595806e-02,0,2.605217e+03
6.0100,1.03816000e-04,6.84085704e-06,-2.528467e+05,-2.852941e-02,-2.342491e+05,-2.643099e-02,0,2.658768e+03
6.0150,1.03066000e-04,6.79143650e-06,-2.470774e+05,-2.787844e-02,-2.387792e+05,-2.694213e-02,0,2.658945e+03
6.0200,1.61084000e-04,1.06144777e-05,-2.394343e+05,-2.701605e-02,-2.434750e+05,-2.747198e-02,0,2.672935e+03
6.0250,2.28909000e-04,1.50837419e-05,-2.324636e+05,-2.622953e-02,-2.483318e+05,-2.801998e-02,0,2.689613e+03
6.0300,2.80749000e-04,1.84996896e-05,-2.308569e+05,-2.604824e-02,-2.533148e+05,-2.858222e-02,0,2.702616e+03
6.0350,3.14914000e-04,2.07509599e-05,-2.362037e+05,-2.665153e-02,-2.581787e+05,-2.913104e-02,0,2.711353e+03
6.0400,3.26922000e-04,2.15422157e-05,-2.489855e+05,-2.809374e-02,-2.623765e+05,-2.960468e-02,0,2.714479e+03
6.0450,3.14460000e-04,2.07210440e-05,-2.664114e+05,-3.005995e-02,-2.650931e+05,-2.991120e-02,0,2.717765e+03
6.0500,2.75337000e-04,1.81430710e-05,-2.801966e+05,-3.161537e-02,-2.653999e+05,-2.994582e-02,0,2.728143e+03
6.0550,2.10856000e-04,1.38941565e-05,-2.853076e+05,-3.219206e-02,-2.624792e+05,-2.961627e-02,0,2.745162e+03
6.0600,1.26532000e-04,8.33770636e-06,-2.759002e+05,-3.113060e-02,-2.558446e+05,-2.886767e-02,0,2.767015e+03
6.0650,4.23501000e-05,2.79061975e-06,-2.539913e+05,-2.865856e-02,-2.454871e+05,-2.769900e-02,0,2.788117e+03
6.0700,-7.87020000e-05,-5.18599379e-06,-2.270085e+05,-2.561401e-02,-2.318995e+05,-2.616588e-02,0,2.817011e+03
6.0750,-1.86135000e-04,-1.22651896e-05,-2.180766e+05,-2.460620e-02,-2.159766e+05,-2.436925e-02,0,2.841070e+03
6.0800,-2.88301000e-04,-1.89973215e-05,-1.794509e+05,-2.024795e-02,-1.988224e+05,-2.243369e-02,0,2.862259e+03
6.0850,-3.82836000e-04,-2.52266158e-05,-1.658904e+05,-1.871788e-02,-1.815223e+05,-2.048167e-02,0,2.880237e+03
6.0900,-4.66242000e-04,-3.07225752e-05,-1.571088e+05,-1.772703e-02,-1.649391e+05,-1.861054e-02,0,2.894685e+03
6.0950,-5.37657000e-04,-3.54283990e-05,-1.505175e+05,-1.698332e-02,-1.495790e+05,-1.687742e-02,0,2.905916e+03
6.1000,-5.95876000e-04,-3.92646849e-05,-1.415904e+05,-1.597605e-02,-1.355469e+05,-1.529414e-02,0,2.914216e+03
6.1050,-6.40632000e-04,-4.22138392e-05,-1.295654e+05,-1.461923e-02,-1.225835e+05,-1.383144e-02,0,2.919992e+03
6.1100,-6.71584000e-04,-4.42533919e-05,-1.144252e+05,-1.291092e-02,-1.101564e+05,-1.242926e-02,0,2.923594e+03
6.1150,-6.88706000e-04,-4.53816299e-05,-9.771429e+04,-1.102538e-02,-9.757637e+04,-1.100982e-02,0,2.925372e+03
6.1200,-6.92110000e-04,-4.56059332e-05,-8.200588e+04,-9.252955e-03,-8.411234e+04,-9.490634e-03,0,2.925682e+03
6.1250,-6.82004000e-04,-4.49400079e-05,-6.684152e+04,-7.541918e-03,-6.909384e+04,-7.796053e-03,0,2.926456e+03
6.1300,-6.59115000e-04,-4.34317590e-05,-5.069093e+04,-5.719601e-03,-5.199580e+04,-5.866833e-03,0,2.927842e+03
6.1350,-6.24093000e-04,-4.11240174e-05,-3.280839e+04,-3.701863e-03,-3.250497e+04,-3.667628e-03,0,2.929321e+03
6.1400,-5.78321000e-04,-3.81079148e-05,-1.252834e+04,-1.413608e-03,-1.056550e+04,-1.192135e-03,0,2.930307e+03
6.1450,-5.22371000e-04,-3.44211425e-05,9.794316e+03,1.105120e-03,1.360150e+04,1.534696e-03,0,2.930392e+03
6.1500,-4.56664000e-04,-3.00914420e-05,3.449512e+04,3.892182e-03,3.951157e+04,4.458202e-03,0,2.932137e+03
6.1550,-3.80792000e-04,-2.50919284e-05,6.199203e+04,6.994736e-03,6.646944e+04,7.499935e-03,0,2.936157e+03
6.1600,-2.93700000e-04,-1.93530835e-05,9.184069e+04,1.036264e-02,9.366068e+04,1.056800e-02,0,2.943130e+03
6.1650,-1.95034000e-04,-1.28515808e-05,1.225111e+05,1.382327e-02,1.202742e+05,1.357088e-02,0,2.953684e+03
6.1700,2.19300000e-04,1.44505659e-05,1.508110e+05,1.701643e-02,1.456371e+05,1.643264e-02,0,3.008772e+03
6.1750,2.61040000e-04,1.72009837e-05,1.761403e+05,1.987441e-02,1.693356e+05,1.910661e-02,0,3.015346e+03
6.1800,3.06233000e-04,2.01789336e-05,1.984837e+05,2.239548e-02,1.912940e+05,2.158424e-02,0,3.023495e+03
6.1850,3.55455000e-04,2.34223707e-05,2.183885e+05,2.464139e-02,2.117872e+05,2.389655e-02,0,3.033415e+03
6.1900,4.24754000e-04,2.79887627e-05,2.364382e+05,2.667799e-02,2.313745e+05,2.610664e-02,0,3.048770e+03
6.1950,5.57529000e-04,3.67378457e-05,2.526714e+05,2.850963e-02,2.507585e+05,2.829379e-02,0,3.080778e+03
6.2000,6.91940000e-04,4.55947313e-05,2.675179e+05,3.018480e-02,2.705896e+05,3.053138e-02,0,3.115816e+03
6.2050,8.26288000e-04,5.44474655e-05,5.909510e+06,6.667867e-01,2.912523e+05,3.286282e-02,1,3.153557e+03
6.2100,9.58203000e-04,6.31398796e-05,2.992425e+05,3.376438e-02,3.126804e+05,3.528062e-02,0,3.193391e+03
6.2150,1.08556000e-03,7.15319485e-05,3.167652e+05,3.574151e-02,3.342486e+05,3.771422e-02,0,3.234586e+03
6.2200,1.20330000e-03,7.92903144e-05,3.401987e+05,3.838558e-02,3.547790e+05,4.003072e-02,0,3.275149e+03
6.2250,1.30826000e-03,8.62065542e-05,3.671429e+05,4.142577e-02,3.726801e+05,4.205055e-02,0,3.313326e+03
6.2300,1.39362000e-03,9.18312706e-05,3.940044e+05,4.445663e-02,3.862017e+05,4.357623e-02,0,3.345715e+03
6.2350,1.45583000e-03,9.59305397e-05,4.152791e+05,4.685711e-02,3.937579e+05,4.442882e-02,0,3.369976e+03
6.2400,1.48838000e-03,9.80753911e-05,4.203646e+05,4.743093e-02,3.942413e+05,4.448336e-02,0,3.382801e+03
6.2450,1.48895000e-03,9.81129507e-05,4.074423e+05,4.597287e-02,3.872490e+05,4.369440e-02,0,3.383023e+03
6.2500,1.45498000e-03,9.58745297e-05,3.790134e+05,4.276515e-02,3.731574e+05,4.210441e-02,0,3.395939e+03
6.2550,1.38725000e-03,9.14115255e-05,3.424589e+05,3.864061e-02,3.530265e+05,3.983298e-02,0,3.420531e+03
6.2600,1.28972000e-03,8.49848785e-05,3.103347e+05,3.501594e-02,3.283610e+05,3.704990e-02,0,3.453759e+03
6.2650,1.16591000e-03,7.68265357e-05,2.843505e+05,3.208407e-02,3.007936e+05,3.393939e-02,0,3.492707e+03
6.2700,1.02318000e-03,6.74214775e-05,2.632446e+05,2.970263e-02,2.717703e+05,3.066461e-02,0,3.533568e+03
6.2750,8.65251000e-04,5.70148955e-05,2.431949e+05,2.744037e-02,2.423032e+05,2.733976e-02,0,3.574161e+03
6.2800,6.99140000e-04,4.60691684e-05,2.182306e+05,2.462358e-02,2.128276e+05,2.401394e-02,0,3.611962e+03
6.2850,5.27967000e-04,3.47898857e-05,1.880316e+05,2.121614e-02,1.831705e+05,2.066765e-02,0,3.645854e+03
6.2900,3.67788000e-04,2.42350421e-05,1.533173e+05,1.729922e-02,1.526156e+05,1.722005e-02,0,3.672747e+03
6.2950,2.96661000e-04,1.95481958e-05,1.152205e+05,1.300065e-02,1.200434e+05,1.354483e-02,0,3.682444e+03
6.3000,2.28604000e-04,1.50636442e-05,7.572363e+04,8.544111e-03,8.412959e+04,9.492580e-03,0,3.689392e+03
6.3050,1.61833000e-04,1.06638323e-05,3.483316e+04,3.930324e-03,4.358843e+04,4.918206e-03,0,3.693656e+03
6.3100,-2.96687000e-04,-1.95499090e-05,-3.066523e+06,-3.460045e-01,-2.554401e+03,-2.882202e-04,1,3.703063e+03
6.3150,-4.44488000e-04,-2.92891160e-05,-5.363851e+04,-6.052185e-03,-5.468226e+04,-6.169953e-03,0,3.707293e+03
6.3200,-5.81027000e-04,-3.82862241e-05,-9.991905e+04,-1.127415e-02,-1.123425e+05,-1.267592e-02,0,3.718696e+03
6.3250,-7.04079000e-04,-4.63946192e-05,-1.481747e+05,-1.671897e-02,-1.740917e+05,-1.964326e-02,0,3.736319e+03
6.3300,-8.09060000e-04,-5.33122428e-05,-1.965030e+05,-2.217199e-02,-2.374943e+05,-2.679716e-02,0,3.757923e+03
6.3350,-8.94339000e-04,-5.89316218e-05,-2.457433e+05,-2.772791e-02,-2.993234e+05,-3.377350e-02,0,3.780813e+03
6.3400,-9.59134000e-04,-6.32012269e-05,-4.208381e+05,-4.748435e-02,-3.559741e+05,-4.016556e-02,0,3.802043e+03
6.3450,-1.00497000e-03,-6.62215468e-05,-3.522102e+05,-3.974087e-02,-4.040355e+05,-4.558847e-02,0,3.819461e+03
6.3500,-1.03575000e-03,-6.82497657e-05,-5.620326e+05,-6.341573e-02,-4.408980e+05,-4.974777e-02,0,3.832464e+03
6.3550,-1.05340000e-03,-6.94127958e-05,-5.363949e+05,-6.052295e-02,-4.652339e+05,-5.249366e-02,0,3.840461e+03
6.3600,-1.06034000e-03,-6.98701005e-05,-4.620202e+05,-5.213105e-02,-4.772029e+05,-5.384415e-02,0,3.843731e+03
6.3650,-1.05690000e-03,-6.96434250e-05,-4.593887e+05,-5.183413e-02,-4.783070e+05,-5.396873e-02,0,3.845375e+03
6.3700,-1.04431000e-03,-6.88138188e-05,-4.425874e+05,-4.993839e-02,-4.709361e+05,-5.313705e-02,0,3.851350e+03
6.3750,-1.02409000e-03,-6.74814411e-05,-4.197721e+05,-4.736407e-02,-4.577426e+05,-5.164839e-02,0,3.860739e+03
6.3800,-1.00044000e-03,-6.59230467e-05,-4.049172e+05,-4.568795e-02,-4.410286e+05,-4.976250e-02,0,3.871367e+03
6.3850,-9.75711000e-04,-6.42935527e-05,-3.995984e+05,-4.508782e-02,-4.223027e+05,-4.764961e-02,0,3.882042e+03
6.3900,-9.52581000e-04,-6.27694232e-05,-4.006437e+05,-4.520576e-02,-4.020959e+05,-4.536962e-02,0,3.891576e+03
6.3950,-9.30271000e-04,-6.12993269e-05,-4.009575e+05,-4.524117e-02,-3.800449e+05,-4.288154e-02,0,3.900301e+03
6.4000,-9.04542000e-04,-5.96039388e-05,-3.867601e+05,-4.363924e-02,-3.551757e+05,-4.007548e-02,0,3.909759e+03
6.4050,-8.71740000e-04,-5.74424820e-05,-3.550650e+05,-4.006299e-02,-3.262757e+05,-3.681460e-02,0,3.920935e+03
6.4100,-8.24936000e-04,-5.43583768e-05,-3.066588e+05,-3.460118e-02,-2.922367e+05,-3.297390e-02,0,3.935410e+03
6.4150,-7.61532000e-04,-5.01804302e-05,-2.481930e+05,-2.800432e-02,-2.522874e+05,-2.846630e-02,0,3.952672e+03
6.4200,-6.78261000e-04,-4.46933665e-05,-1.915415e+05,-2.161217e-02,-2.060870e+05,-2.325337e-02,0,3.971757e+03
6.4250,-5.74842000e-04,-3.78786694e-05,-1.373000e+05,-1.549195e-02,-1.537099e+05,-1.734352e-02,0,3.990362e+03
6.4300,-4.51938000e-04,-2.97800267e-05,-8.258452e+04,-9.318245e-03,-9.557955e+04,-1.078451e-02,0,4.005681e+03
6.4350,-3.11063000e-04,-2.04972019e-05,-2.394592e+04,-2.701886e-03,-3.241367e+04,-3.657326e-03,0,4.014697e+03
6.4400,2.07537000e-04,1.36754541e-05,4.088491e+04,4.613160e-03,3.477873e+04,3.924182e-03,0,4.015310e+03
6.4450,2.80465000e-04,1.84809757e-05,1.074301e+05,1.212164e-02,1.046401e+05,1.180684e-02,0,4.020394e+03
6.4500,3.50667000e-04,2.31068700e-05,1.684733e+05,1.900932e-02,1.753716e+05,1.978768e-02,0,4.030222e+03
6.4550,4.18122000e-04,2.75517534e-05,5.934738e+06,6.696333e-01,2.446538e+05,2.760498e-02,1,4.044389e+03
6.4600,4.93506000e-04,3.25191107e-05,2.762783e+05,3.117326e-02,3.096418e+05,3.493776e-02,0,4.065281e+03
6.4650,6.16326000e-04,4.06122183e-05,3.234081e+05,3.649105e-02,3.670936e+05,4.142020e-02,0,4.106840e+03
6.4700,7.51657000e-04,4.95297264e-05,2.672761e+06,3.015752e-01,4.136578e+05,4.667418e-02,1,4.159670e+03
6.4750,8.82205000e-04,5.81320633e-05,2.026672e+06,2.286751e-01,4.462969e+05,5.035694e-02,1,4.215802e+03
6.4800,1.00733000e-03,6.63770567e-05,5.741493e+05,6.478289e-02,4.627527e+05,5.221370e-02,0,4.272675e+03
6.4850,1.12417000e-03,7.40761179e-05,4.467723e+05,5.041058e-02,4.619224e+05,5.212001e-02,0,4.326694e+03
6.4900,1.22520000e-03,8.07333941e-05,4.327016e+05,4.882294e-02,4.440250e+05,5.010060e-02,0,4.372458e+03
6.4950,1.30637000e-03,8.60820144e-05,3.963020e+05,4.471588e-02,4.105188e+05,4.632000e-02,0,4.407140e+03
6.5000,1.36172000e-03,8.97292503e-05,3.447778e+05,3.890225e-02,3.638187e+05,4.105069e-02,0,4.428570e+03
6.5050,1.38991000e-03,9.15868037e-05,2.852892e+05,3.218999e-02,3.069229e+05,3.463098e-02,0,4.438024e+03
6.5100,1.38890000e-03,9.15202507e-05,2.276450e+05,2.568583e-02,2.430596e+05,2.742511e-02,0,4.438301e+03
6.5150,1.35763000e-03,8.94597436e-05,1.706973e+05,1.926026e-02,1.754315e+05,1.979443e-02,0,4.444845e+03
6.5200,1.29366000e-03,8.52445010e-05,1.107349e+05,1.249453e-02,1.070925e+05,1.208355e-02,0,4.453881e+03
6.5250,1.19603000e-03,7.88112646e-05,4.731813e+04,5.339038e-03,4.094503e+04,4.619943e-03,0,4.461108e+03
6.5300,1.06544000e-03,7.02061602e-05,-1.349974e+04,-1.523214e-03,-2.018784e+04,-2.277852e-03,0,4.462463e+03
6.5350,9.04724000e-04,5.96159315e-05,-6.027436e+06,-6.800926e-01,-7.347659e+04,-8.290571e-03,1,4.469990e+03
6.5400,7.21962000e-04,4.75730025e-05,-2.834909e+06,-3.198708e-01,-1.160455e+05,-1.309374e-02,1,4.487308e+03
6.5450,5.22039000e-04,3.43992657e-05,-1.060686e+05,-1.196802e-02,-1.450174e+05,-1.636273e-02,0,4.513405e+03
6.5500,3.12961000e-04,2.06222688e-05,-4.087507e+05,-4.612050e-02,-1.576409e+05,-1.778706e-02,0,4.545044e+03
6.5550,9.73520000e-05,6.41491788e-06,-7.580711e+04,-8.553531e-03,-1.514512e+05,-1.708866e-02,0,4.578366e+03
6.5600,-1.19012000e-04,-7.84218307e-06,-4.496018e+04,-5.072984e-03,-1.244133e+05,-1.403790e-02,0,4.608209e+03
6.5650,-3.31775000e-04,-2.18619995e-05,-4.885290e+03,-5.512211e-04,-7.505077e+04,-8.468191e-03,0,4.629428e+03
6.5700,-5.29569000e-04,-3.48954479e-05,4.553862e+04,5.138251e-03,-2.643678e+03,-2.982937e-04,0,4.637112e+03
6.5750,-7.05297000e-04,-4.64748781e-05,1.075642e+05,1.213677e-02,9.241759e+04,1.042774e-02,0,4.645000e+03
6.5800,-8.45534000e-04,-5.57156625e-05,1.813124e+05,2.045799e-02,2.081278e+05,2.348365e-02,0,4.666074e+03
6.5850,-9.44840000e-04,-6.22593373e-05,2.651843e+05,2.992149e-02,3.403548e+05,3.840319e-02,0,4.693308e+03
6.5900,-9.95520000e-04,-6.55988480e-05,3.554239e+05,4.010348e-02,4.825631e+05,5.444896e-02,0,4.714160e+03
6.5950,-9.95937000e-04,-6.56263258e-05,4.489670e+05,5.065822e-02,6.260371e+05,7.063754e-02,0,4.714392e+03
6.6000,-9.42645000e-04,-6.21146999e-05,5.414648e+05,6.109500e-02,7.607710e+05,8.583995e-02,0,4.751345e+03
6.6050,-8.33327000e-04,-5.49112938e-05,1.297982e+06,1.464550e-01,8.769840e+05,9.895258e-02,0,4.840863e+03
6.6100,6.91936000e-04,4.55944677e-05,4.581399e+07,5.169322e+00,9.669262e+05,1.091010e-01,1,6.247087e+03
6.6150,7.92641000e-04,5.22303283e-05,1.405548e+06,1.585920e-01,1.026421e+06,1.158140e-01,1,6.347457e+03
6.6200,8.85286000e-04,5.83350829e-05,1.388510e+06,1.566695e-01,1.055606e+06,1.191070e-01,1,6.443901e+03
6.6250,9.67833000e-04,6.37744393e-05,9.419019e+05,1.062775e-01,1.058626e+06,1.194478e-01,0,6.531163e+03
6.6300,1.03605000e-03,6.82695340e-05,9.564296e+05,1.079167e-01,1.042454e+06,1.176231e-01,0,6.602828e+03
6.6350,1.08777000e-03,7.16775744e-05,9.591783e+05,1.082268e-01,1.015254e+06,1.145540e-01,0,6.656040e+03
6.6400,1.24025000e-03,8.17250996e-05,9.506931e+05,1.072694e-01,9.847720e+05,1.111146e-01,0,6.808522e+03
6.6450,1.58803000e-03,1.04641734e-04,9.375673e+05,1.057884e-01,9.571108e+05,1.079935e-01,0,7.146196e+03
6.6500,1.91423000e-03,1.26136374e-04,9.308572e+05,1.050312e-01,9.360484e+05,1.056170e-01,0,7.454970e+03
6.6550,2.21679000e-03,1.46073278e-04,9.321778e+05,1.051803e-01,9.229161e+05,1.041352e-01,0,7.736194e+03
6.6600,2.49130000e-03,1.64161855e-04,9.394842e+05,1.060047e-01,9.169316e+05,1.034600e-01,0,7.988723e+03
6.6650,2.73527000e-03,1.80238027e-04,9.470907e+05,1.068629e-01,9.158247e+05,1.033351e-01,0,8.212292e+03
6.6700,2.94300000e-03,1.93926199e-04,9.457133e+05,1.067075e-01,9.165772e+05,1.034200e-01,0,8.402614e+03
6.6750,3.11115000e-03,2.05006284e-04,9.320242e+05,1.051629e-01,9.161170e+05,1.033681e-01,0,8.556698e+03
6.6800,3.23340000e-03,2.13061832e-04,9.109903e+05,1.027896e-01,9.118586e+05,1.028876e-01,0,8.668433e+03
