time_s,cumulative_dissipated_energy_J
7.7400,6.080775e+06
7.7450,6.081937e+06
7.7500,6.084159e+06
7.7550,6.106841e+06
7.7600,6.160312e+06
7.7650,6.220060e+06
7.7700,6.224133e+06
7.7750,6.654008e+06
7.7800,7.082324e+06
7.7850,7.086000e+06
7.7900,7.272396e+06
7.7950,7.382729e+06
7.8000,7.384090e+06
7.8050,7.385460e+06
7.8100,7.387092e+06
7.8150,7.389117e+06
7.8200,7.391501e+06
7.8250,7.393969e+06
7.8300,7.395945e+06
7.8350,7.397208e+06
7.8400,7.397610e+06
7.8450,7.397967e+06
7.8500,7.398711e+06
7.8550,7.399612e+06
7.8600,7.400257e+06
7.8650,7.400487e+06
7.8700,7.400700e+06
7.8750,7.410397e+06
7.8800,7.422415e+06
7.8850,7.422871e+06
7.8900,7.423536e+06
7.8950,7.423798e+06
7.9000,7.424743e+06
7.9050,7.427122e+06
7.9100,7.427254e+06
7.9150,7.449210e+06
7.9200,7.479707e+06
7.9250,7.480436e+06
7.9300,7.486539e+06
7.9350,7.490848e+06
7.9400,7.501472e+06
7.9450,7.503092e+06
7.9500,7.510008e+06
7.9550,7.519565e+06
7.9600,7.528881e+06
7.9650,7.537380e+06
7.9700,7.541986e+06
7.9750,7.545551e+06
7.9800,7.550427e+06
7.9850,7.554251e+06
7.9900,7.679044e+06
7.9950,7.797171e+06
8.0000,7.797728e+06
8.0050,7.798004e+06
8.0100,7.798724e+06
8.0150,7.799443e+06
8.0200,7.799878e+06
8.0250,7.802454e+06
8.0300,7.845906e+06
8.0350,7.887202e+06
8.0400,7.888357e+06
8.0450,7.889865e+06
8.0500,7.891631e+06
8.0550,7.893509e+06
8.0600,7.895341e+06
8.0650,7.896956e+06
8.0700,7.898226e+06
8.0750,7.899149e+06
8.0800,7.899836e+06
8.0850,8.096408e+06
8.0900,8.321417e+06
8.0950,8.322449e+06
8.1000,8.344804e+06
8.1050,8.362688e+06
8.1100,8.380541e+06
8.1150,8.402152e+06
8.1200,8.416785e+06
8.1250,8.425824e+06
8.1300,8.436395e+06
8.1350,8.665115e+06
8.1400,8.854001e+06
8.1450,8.862549e+06
8.1500,8.868404e+06
8.1550,8.871947e+06
8.1600,8.874263e+06
8.1650,8.875662e+06
8.1700,8.876712e+06
8.1750,8.877511e+06
8.1800,8.878160e+06
8.1850,8.878599e+06
8.1900,8.878667e+06
8.1950,8.878985e+06
8.2000,8.879703e+06
8.2050,8.880601e+06
8.2100,8.881397e+06
8.2150,8.881703e+06
8.2200,8.882191e+06
8.2250,9.448631e+06
8.2300,1.008854e+07
8.2350,1.009192e+07
8.2400,1.033912e+07
8.2450,1.058321e+07
8.2500,1.058715e+07
8.2550,1.058893e+07
8.2600,1.059080e+07
8.2650,1.059954e+07
8.2700,1.059997e+07
8.2750,1.060082e+07
8.2800,1.060292e+07
8.2850,1.060469e+07
8.2900,1.060580e+07
8.2950,1.060633e+07
8.3000,1.101113e+07
8.3050,1.138712e+07
8.3100,1.138842e+07
8.3150,1.145057e+07
8.3200,1.150942e+07
8.3250,1.154225e+07
8.3300,1.157252e+07
8.3350,1.157277e+07
8.3400,1.157319e+07
8.3450,1.157379e+07
8.3500,1.157463e+07
8.3550,1.157481e+07
8.3600,1.157500e+07
8.3650,1.157631e+07
8.3700,1.158793e+07
8.3750,1.160105e+07
8.3800,1.160423e+07
8.3850,1.160477e+07
8.3900,1.160764e+07
8.3950,1.160966e+07
8.4000,1.161292e+07
8.4050,1.161545e+07
8.4100,1.161865e+07
8.4150,1.162141e+07
8.4200,1.162427e+07
8.4250,1.162708e+07
8.4300,1.162973e+07
8.4350,1.163210e+07
8.4400,1.163415e+07
8.4450,1.163590e+07
8.4500,1.165100e+07
8.4550,1.166626e+07
8.4600,1.167069e+07
8.4650,1.167493e+07
8.4700,1.167614e+07
8.4750,1.167731e+07
8.4800,1.167844e+07
8.4850,1.167957e+07
8.4900,1.168612e+07
8.4950,1.169282e+07
8.5000,1.169437e+07
8.5050,1.172029e+07
8.5100,1.174843e+07
8.5150,1.175069e+07
8.5200,1.175640e+07
8.5250,1.176101e+07
8.5300,1.176248e+07
8.5350,1.176296e+07
8.5400,1.176330e+07
8.5450,1.176351e+07
8.5500,1.180010e+07
8.5550,1.185090e+07
8.5600,1.185147e+07
8.5650,1.185194e+07
8.5700,1.185229e+07
8.5750,1.185248e+07
8.5800,1.185270e+07
8.5850,1.185295e+07
8.5900,1.185341e+07
8.5950,1.185343e+07
8.6000,1.185355e+07
8.6050,1.185375e+07
8.6100,1.185413e+07
8.6150,1.185469e+07
8.6200,1.185544e+07
8.6250,1.185642e+07
8.6300,1.186192e+07
8.6350,1.186211e+07
8.6400,1.186220e+07
8.6450,1.186325e+07
8.6500,1.186645e+07
8.6550,1.187001e+07
8.6600,1.187319e+07
8.6650,1.187587e+07
8.6700,1.187799e+07
8.6750,1.187963e+07
8.6800,1.188094e+07
8.6850,1.192993e+07
8.6900,1.198154e+07
8.6950,1.198286e+07
8.7000,1.199194e+07
8.7050,1.199910e+07
8.7100,1.199917e+07
8.7150,1.199930e+07
8.7200,1.199953e+07
8.7250,1.199976e+07
8.7300,1.200576e+07
8.7350,1.200822e+07
8.7400,1.200854e+07
8.7450,1.200923e+07
8.7500,1.217400e+07
8.7550,1.239994e+07
8.7600,1.241713e+07
8.7650,1.243406e+07
8.7700,1.245431e+07
8.7750,1.246121e+07
8.7800,1.246953e+07
8.7850,1.247922e+07
8.7900,1.249014e+07
8.7950,1.253629e+07
8.8000,1.253945e+07
8.8050,1.254270e+07
8.8100,1.254588e+07
8.8150,1.255974e+07
8.8200,1.257740e+07
8.8250,1.259550e+07
8.8300,1.261065e+07
8.8350,1.262161e+07
8.8400,1.262849e+07
8.8450,1.263249e+07
8.8500,1.263487e+07
8.8550,1.263613e+07
8.8600,1.263675e+07
8.8650,1.263699e+07
8.8700,1.264208e+07
8.8750,1.265372e+07
8.8800,1.265556e+07
8.8850,1.266249e+07
8.8900,1.267220e+07
8.8950,1.267870e+07
8.9000,1.268500e+07
8.9050,1.268628e+07
8.9100,1.268641e+07
8.9150,1.268644e+07
8.9200,1.268645e+07
8.9250,1.268646e+07
8.9300,1.268653e+07
8.9350,1.268666e+07
8.9400,1.268694e+07
8.9450,1.268754e+07
8.9500,1.269429e+07
8.9550,1.295460e+07
8.9600,1.322598e+07
8.9650,1.323166e+07
8.9700,1.346953e+07
8.9750,1.370260e+07
8.9800,1.370797e+07
8.9850,1.371342e+07
8.9900,1.371847e+07
8.9950,1.372270e+07
9.0000,1.372587e+07
9.0050,1.373289e+07
9.0100,1.374197e+07
9.0150,1.374214e+07
9.0200,1.374344e+07
9.0250,1.377691e+07
9.0300,1.380111e+07
9.0350,1.380700e+07
9.0400,1.382623e+07
9.0450,1.384524e+07
9.0500,1.384583e+07
9.0550,1.384658e+07
9.0600,1.384742e+07
9.0650,1.419854e+07
9.0700,1.450622e+07
9.0750,1.450694e+07
9.0800,1.460478e+07
9.0850,1.464628e+07
9.0900,1.464703e+07
9.0950,1.464776e+07
9.1000,1.464988e+07
9.1050,1.465829e+07
9.1100,1.466605e+07
9.1150,1.466624e+07
9.1200,1.466677e+07
9.1250,1.471299e+07
9.1300,1.476292e+07
9.1350,1.476666e+07
9.1400,1.477121e+07
9.1450,1.477600e+07
9.1500,1.478086e+07
9.1550,1.478605e+07
9.1600,1.478883e+07
9.1650,1.479237e+07
9.1700,1.479674e+07
9.1750,1.479817e+07
9.1800,1.480576e+07
9.1850,1.481420e+07
9.1900,1.481806e+07
9.1950,1.481904e+07
9.2000,1.529989e+07
9.2050,1.584496e+07
9.2100,1.584849e+07
9.2150,1.585147e+07
9.2200,1.585382e+07
9.2250,1.585570e+07
9.2300,1.585740e+07
9.2350,1.585913e+07
9.2400,1.586044e+07
9.2450,1.586118e+07
9.2500,1.586171e+07
9.2550,1.586209e+07
9.2600,1.586234e+07
9.2650,1.586371e+07
9.2700,1.586491e+07
9.2750,1.586974e+07
9.2800,1.587946e+07
9.2850,1.588347e+07
9.2900,1.588381e+07
9.2950,1.588545e+07
9.3000,1.588859e+07
9.3050,1.589625e+07
9.3100,1.590578e+07
9.3150,1.590802e+07
9.3200,1.590981e+07
9.3250,1.591093e+07
9.3300,1.591117e+07
9.3350,1.591198e+07
9.3400,1.591392e+07
9.3450,1.592303e+07
9.3500,1.594639e+07
9.3550,1.616754e+07
9.3600,1.633242e+07
9.3650,1.633588e+07
9.3700,1.637408e+07
9.3750,1.641107e+07
9.3800,1.641400e+07
9.3850,1.641583e+07
9.3900,1.642004e+07
9.3950,1.642167e+07
9.4000,1.642170e+07
9.4050,1.642195e+07
9.4100,1.642283e+07
9.4150,1.642336e+07
9.4200,1.642431e+07
9.4250,1.649138e+07
9.4300,1.656748e+07
9.4350,1.656983e+07
9.4400,1.657408e+07
9.4450,1.657854e+07
9.4500,1.658090e+07
9.4550,1.658252e+07
9.4600,1.658334e+07
9.4650,1.658358e+07
9.4700,1.658364e+07
9.4750,1.658381e+07
9.4800,1.658390e+07
9.4850,1.658393e+07
9.4900,1.658401e+07
9.4950,1.658416e+07
9.5000,1.658525e+07
9.5050,1.659612e+07
9.5100,1.660796e+07
9.5150,1.661272e+07
9.5200,1.672554e+07
9.5250,1.684141e+07
9.5300,1.684323e+07
9.5350,1.684514e+07
9.5400,1.684731e+07
9.5450,1.684975e+07
9.5500,1.685237e+07
9.5550,1.685480e+07
9.5600,1.685989e+07
9.5650,1.685989e+07
9.5700,1.686018e+07
9.5750,1.686149e+07
9.5800,1.686288e+07
9.5850,1.686402e+07
9.5900,1.686508e+07
9.5950,1.696892e+07
9.6000,1.705144e+07
9.6050,1.705364e+07
9.6100,1.706152e+07
9.6150,1.706181e+07
9.6200,1.706193e+07
9.6250,1.706215e+07
9.6300,1.706259e+07
9.6350,1.706262e+07
9.6400,1.706281e+07
9.6450,1.706322e+07
9.6500,1.706377e+07
9.6550,1.706436e+07
9.6600,1.706510e+07
9.6650,1.706569e+07
9.6700,1.707052e+07
9.6750,1.709580e+07
9.6800,1.711655e+07
9.6850,1.715245e+07
9.6900,1.716342e+07
9.6950,1.716370e+07
9.7000,1.716512e+07
9.7050,1.716832e+07
9.7100,1.717164e+07
9.7150,1.717391e+07
9.7200,1.717604e+07
9.7250,1.717664e+07
9.7300,1.717709e+07
9.7350,1.717734e+07
9.7400,1.718053e+07
9.7450,1.719038e+07
9.7500,1.719753e+07
9.7550,1.720092e+07
9.7600,1.720381e+07
9.7650,1.720409e+07
9.7700,1.720411e+07
9.7750,1.720449e+07
9.7800,1.720520e+07
9.7850,1.720614e+07
9.7900,1.733751e+07
9.7950,1.748109e+07
9.8000,1.748228e+07
9.8050,1.748384e+07
9.8100,1.748538e+07
9.8150,1.748582e+07
9.8200,1.748958e+07
9.8250,1.749826e+07
9.8300,1.750201e+07
9.8350,1.750370e+07
9.8400,1.750470e+07
9.8450,1.750608e+07
9.8500,1.750768e+07
9.8550,1.750918e+07
9.8600,1.751010e+07
9.8650,1.751029e+07
9.8700,1.751066e+07
9.8750,1.751151e+07
9.8800,1.751287e+07
9.8850,1.751482e+07
9.8900,1.751727e+07
9.8950,1.751915e+07
9.9000,1.752219e+07
9.9050,1.752223e+07
9.9100,1.752320e+07
9.9150,1.754780e+07
9.9200,1.757474e+07
9.9250,1.757494e+07
9.9300,1.757660e+07
9.9350,1.758079e+07
9.9400,1.758352e+07
9.9450,1.769951e+07
9.9500,1.779804e+07
9.9550,1.779837e+07
9.9600,1.779862e+07
9.9650,1.779883e+07
9.9700,1.779900e+07
9.9750,1.779914e+07
9.9800,1.779963e+07
9.9850,1.780117e+07
9.9900,1.780129e+07
9.9950,1.780132e+07
10.0000,1.780152e+07
10.0050,1.780183e+07
10.0100,1.780223e+07
10.0150,1.780662e+07
10.0200,1.781454e+07
10.0250,1.781897e+07
10.0300,1.781971e+07
10.0350,1.782367e+07
10.0400,1.782569e+07
10.0450,1.782617e+07
10.0500,1.782683e+07
10.0550,1.782755e+07
10.0600,1.782818e+07
10.0650,1.782867e+07
10.0700,1.782898e+07
10.0750,1.782907e+07
10.0800,1.782907e+07
10.0850,1.782908e+07
10.0900,1.782908e+07
10.0950,1.782912e+07
10.1000,1.782917e+07
10.1050,1.782923e+07
10.1100,1.783410e+07
10.1150,1.789951e+07
10.1200,1.795274e+07
10.1250,1.795771e+07
10.1300,1.796046e+07
10.1350,1.796058e+07
10.1400,1.796058e+07
10.1450,1.796060e+07
10.1500,1.796074e+07
10.1550,1.796099e+07
10.1600,1.796100e+07
10.1650,1.796103e+07
10.1700,1.796175e+07
10.1750,1.796240e+07
10.1800,1.796240e+07
10.1850,1.796240e+07
10.1900,1.796314e+07
10.1950,1.796571e+07
10.2000,1.796574e+07
10.2050,1.796577e+07
10.2100,1.796577e+07
10.2150,1.796583e+07
10.2200,1.796600e+07
10.2250,1.796603e+07
10.2300,1.796633e+07
10.2350,1.796637e+07
10.2400,1.796642e+07
10.2450,1.796651e+07
10.2500,1.796672e+07
10.2550,1.796693e+07
10.2600,1.796711e+07
10.2650,1.796722e+07
10.2700,1.798228e+07
10.2750,1.798755e+07
10.2800,1.798755e+07
10.2850,1.798756e+07
10.2900,1.798756e+07
10.2950,1.798761e+07
10.3000,1.798789e+07
10.3050,1.798805e+07
10.3100,1.798812e+07
10.3150,1.798821e+07
10.3200,1.798822e+07
10.3250,1.798824e+07
10.3300,1.798826e+07
10.3350,1.798828e+07
10.3400,1.798829e+07
10.3450,1.798830e+07
10.3500,1.799013e+07
10.3550,1.799267e+07
10.3600,1.801270e+07
10.3650,1.804014e+07
10.3700,1.804081e+07
10.3750,1.804175e+07
10.3800,1.804928e+07
10.3850,1.805822e+07
10.3900,1.806757e+07
10.3950,1.806938e+07
10.4000,1.807133e+07
10.4050,1.807303e+07
10.4100,1.807463e+07
10.4150,1.807865e+07
10.4200,1.808295e+07
10.4250,1.808700e+07
10.4300,1.809029e+07
10.4350,1.809278e+07
10.4400,1.809452e+07
10.4450,1.809566e+07
10.4500,1.809649e+07
10.4550,1.809685e+07
10.4600,1.809695e+07
10.4650,1.809713e+07
10.4700,1.809715e+07
10.4750,1.811781e+07
10.4800,1.816072e+07
10.4850,1.816221e+07
10.4900,1.821148e+07
10.4950,1.827151e+07
10.5000,1.827444e+07
10.5050,1.827761e+07
10.5100,1.828085e+07
10.5150,1.828392e+07
10.5200,1.829400e+07
10.5250,1.829424e+07
10.5300,1.829450e+07
10.5350,1.829512e+07
10.5400,1.829523e+07
10.5450,1.829568e+07
10.5500,1.829654e+07
10.5550,1.829769e+07
10.5600,1.829910e+07
10.5650,1.830075e+07
10.5700,1.831739e+07
10.5750,1.858140e+07
10.5800,1.878285e+07
10.5850,1.878476e+07
10.5900,1.878552e+07
10.5950,1.878586e+07
10.6000,1.878594e+07
10.6050,1.878689e+07
10.6100,1.878731e+07
10.6150,1.878760e+07
10.6200,1.878760e+07
10.6250,1.878797e+07
10.6300,1.878870e+07
10.6350,1.878979e+07
10.6400,1.879122e+07
10.6450,1.882895e+07
10.6500,1.886816e+07
10.6550,1.887059e+07
10.6600,1.887302e+07
10.6650,1.887407e+07
10.6700,1.887430e+07
10.6750,1.887473e+07
10.6800,1.887626e+07
10.6850,1.887818e+07
10.6900,1.888003e+07
10.6950,1.888178e+07
10.7000,1.888348e+07
10.7050,1.888461e+07
10.7100,1.888560e+07
10.7150,1.888660e+07
10.7200,1.888745e+07
10.7250,1.888821e+07
10.7300,1.888894e+07
10.7350,1.888959e+07
10.7400,1.889011e+07
10.7450,1.889045e+07
10.7500,1.909694e+07
10.7550,1.927645e+07
10.7600,1.928949e+07
10.7650,1.929535e+07
10.7700,1.929577e+07
10.7750,1.929618e+07
10.7800,1.929691e+07
10.7850,1.929787e+07
10.7900,1.929887e+07
10.7950,1.929985e+07
10.8000,1.930081e+07
10.8050,1.930183e+07
10.8100,1.930300e+07
10.8150,1.930438e+07
10.8200,1.930597e+07
10.8250,1.930774e+07
10.8300,1.930884e+07
10.8350,1.934378e+07
10.8400,1.938630e+07
10.8450,1.947661e+07
10.8500,1.952773e+07
10.8550,1.952809e+07
10.8600,1.953518e+07
10.8650,1.953950e+07
10.8700,1.954377e+07
10.8750,1.954777e+07
10.8800,1.955108e+07
10.8850,1.955361e+07
10.8900,1.955540e+07
10.8950,1.955645e+07
10.9000,1.955775e+07
10.9050,1.955803e+07
10.9100,1.955843e+07
10.9150,1.955902e+07
10.9200,1.956216e+07
10.9250,1.956624e+07
10.9300,1.956759e+07
10.9350,1.956804e+07
10.9400,1.956836e+07
10.9450,1.957299e+07
10.9500,1.957790e+07
10.9550,1.957843e+07
10.9600,1.957945e+07
10.9650,1.958103e+07
10.9700,1.965672e+07
10.9750,1.974391e+07
10.9800,1.974736e+07
10.9850,1.974805e+07
10.9900,1.975049e+07
10.9950,1.975095e+07
11.0000,1.975169e+07
11.0050,1.975541e+07
11.0100,1.975909e+07
11.0150,1.976254e+07
11.0200,1.976561e+07
11.0250,1.976836e+07
11.0300,1.977085e+07
11.0350,1.977305e+07
11.0400,1.977493e+07
11.0450,1.977642e+07
11.0500,1.979950e+07
11.0550,1.982187e+07
11.0600,1.982197e+07
11.0650,1.982685e+07
11.0700,2.037782e+07
11.0750,2.083414e+07
11.0800,2.083514e+07
11.0850,2.085265e+07
11.0900,2.086718e+07
11.0950,2.086766e+07
11.1000,2.086793e+07
11.1050,2.086806e+07
11.1100,2.086808e+07
11.1150,2.086809e+07
11.1200,2.086810e+07
11.1250,2.086818e+07
11.1300,2.086844e+07
11.1350,2.086903e+07
11.1400,2.087013e+07
11.1450,2.087192e+07
11.1500,2.092280e+07
11.1550,2.098208e+07
11.1600,2.098612e+07
11.1650,2.098979e+07
11.1700,2.099402e+07
11.1750,2.099457e+07
11.1800,2.099506e+07
11.1850,2.100015e+07
11.1900,2.100485e+07
11.1950,2.100796e+07
11.2000,2.101090e+07
11.2050,2.101237e+07
11.2100,2.101767e+07
11.2150,2.101858e+07
11.2200,2.101884e+07
11.2250,2.101899e+07
11.2300,2.101911e+07
11.2350,2.101914e+07
11.2400,2.101914e+07
11.2450,2.101963e+07
11.2500,2.102563e+07
11.2550,2.104370e+07
11.2600,2.104772e+07
11.2650,2.104946e+07
11.2700,2.105137e+07
11.2750,2.105203e+07
11.2800,2.105247e+07
11.2850,2.105330e+07
11.2900,2.105352e+07
11.2950,2.105450e+07
11.3000,2.105638e+07
11.3050,2.105879e+07
11.3100,2.106189e+07
11.3150,2.106554e+07
11.3200,2.106950e+07
11.3250,2.107361e+07
11.3300,2.107749e+07
11.3350,2.108086e+07
11.3400,2.108352e+07
11.3450,2.108714e+07
11.3500,2.109021e+07
11.3550,2.122829e+07
11.3600,2.131566e+07
11.3650,2.131581e+07
11.3700,2.131632e+07
11.3750,2.131809e+07
11.3800,2.132277e+07
11.3850,2.132870e+07
11.3900,2.132922e+07
11.3950,2.132992e+07
11.4000,2.133015e+07
11.4050,2.133060e+07
11.4100,2.137280e+07
11.4150,2.141894e+07
11.4200,2.142101e+07
11.4250,2.142303e+07
11.4300,2.142543e+07
11.4350,2.142825e+07
11.4400,2.143370e+07
11.4450,2.143499e+07
11.4500,2.143876e+07
11.4550,2.144252e+07
11.4600,2.144619e+07
11.4650,2.144961e+07
11.4700,2.145356e+07
11.4750,2.145555e+07
11.4800,2.145647e+07
11.4850,2.145840e+07
11.4900,2.145975e+07
11.4950,2.146413e+07
11.5000,2.150529e+07
11.5050,2.154156e+07
11.5100,2.154657e+07
11.5150,2.156579e+07
11.5200,2.158152e+07
11.5250,2.158158e+07
11.5300,2.158160e+07
11.5350,2.158160e+07
11.5400,2.158161e+07
11.5450,2.158161e+07
11.5500,2.159025e+07
11.5550,2.160073e+07
11.5600,2.160077e+07
11.5650,2.160081e+07
11.5700,2.160082e+07
11.5750,2.160258e+07
11.5800,2.160701e+07
11.5850,2.160701e+07
11.5900,2.160709e+07
11.5950,2.160830e+07
11.6000,2.160978e+07
11.6050,2.161152e+07
11.6100,2.161357e+07
11.6150,2.161601e+07
11.6200,2.161883e+07
11.6250,2.162199e+07
11.6300,2.162526e+07
11.6350,2.162835e+07
11.6400,2.163089e+07
11.6450,2.163279e+07
11.6500,2.163419e+07
11.6550,2.163527e+07
11.6600,2.163609e+07
11.6650,2.163665e+07
11.6700,2.163698e+07
11.6750,2.163759e+07
11.6800,2.163823e+07
11.6850,2.168731e+07
11.6900,2.175904e+07
11.6950,2.183017e+07
11.7000,2.183040e+07
11.7050,2.183082e+07
11.7100,2.183135e+07
11.7150,2.183190e+07
11.7200,2.183213e+07
11.7250,2.183548e+07
11.7300,2.184208e+07
11.7350,2.184421e+07
11.7400,2.184632e+07
11.7450,2.184886e+07
11.7500,2.185152e+07
11.7550,2.185373e+07
11.7600,2.185573e+07
11.7650,2.185742e+07
11.7700,2.185863e+07
11.7750,2.185940e+07
11.7800,2.185985e+07
11.7850,2.186008e+07
11.7900,2.186019e+07
11.7950,2.186023e+07
11.8000,2.186460e+07
11.8050,2.189168e+07
11.8100,2.189173e+07
11.8150,2.192211e+07
11.8200,2.196481e+07
11.8250,2.196486e+07
11.8300,2.196579e+07
11.8350,2.196699e+07
11.8400,2.196757e+07
11.8450,2.196825e+07
11.8500,2.196899e+07
11.8550,2.196972e+07
11.8600,2.197039e+07
11.8650,2.197097e+07
11.8700,2.197151e+07
11.8750,2.197205e+07
11.8800,2.197474e+07
11.8850,2.197736e+07
11.8900,2.197737e+07
11.8950,2.197757e+07
11.9000,2.199544e+07
11.9050,2.201160e+07
11.9100,2.202517e+07
11.9150,2.203628e+07
11.9200,2.203724e+07
11.9250,2.203784e+07
11.9300,2.203949e+07
11.9350,2.204005e+07
11.9400,2.204014e+07
11.9450,2.204049e+07
11.9500,2.204057e+07
11.9550,2.205107e+07
11.9600,2.206431e+07
11.9650,2.206431e+07
11.9700,2.206880e+07
11.9750,2.207328e+07
11.9800,2.207346e+07
11.9850,2.211757e+07
11.9900,2.216410e+07
11.9950,2.216446e+07
12.0000,2.217816e+07
12.0050,2.219350e+07
12.0100,2.219389e+07
12.0150,2.219425e+07
12.0200,2.219465e+07
12.0250,2.219525e+07
12.0300,2.219608e+07
12.0350,2.219713e+07
12.0400,2.219831e+07
12.0450,2.219959e+07
12.0500,2.220093e+07
12.0550,2.220149e+07
12.0600,2.220176e+07
12.0650,2.220200e+07
12.0700,2.220221e+07
12.0750,2.220222e+07
12.0800,2.220222e+07
12.0850,2.220847e+07
12.0900,2.221543e+07
12.0950,2.222290e+07
12.1000,2.222825e+07
12.1050,2.222826e+07
12.1100,2.222826e+07
12.1150,2.222826e+07
12.1200,2.222827e+07
12.1250,2.222828e+07
12.1300,2.222831e+07
12.1350,2.222833e+07
12.1400,2.222839e+07
12.1450,2.223083e+07
12.1500,2.224505e+07
12.1550,2.226362e+07
12.1600,2.226385e+07
12.1650,2.226408e+07
12.1700,2.226484e+07
12.1750,2.226580e+07
12.1800,2.226657e+07
12.1850,2.226696e+07
12.1900,2.226697e+07
12.1950,2.226725e+07
12.2000,2.226763e+07
12.2050,2.226805e+07
12.2100,2.226853e+07
12.2150,2.227004e+07
12.2200,2.227185e+07
12.2250,2.227384e+07
12.2300,2.227589e+07
12.2350,2.227794e+07
12.2400,2.227992e+07
12.2450,2.228175e+07
12.2500,2.228336e+07
12.2550,2.228473e+07
12.2600,2.228588e+07
12.2650,2.228679e+07
12.2700,2.228744e+07
12.2750,2.229981e+07
12.2800,2.231150e+07
12.2850,2.234246e+07
12.2900,2.237014e+07
12.2950,2.237060e+07
12.3000,2.237125e+07
12.3050,2.237167e+07
12.3100,2.237169e+07
12.3150,2.237212e+07
12.3200,2.237313e+07
12.3250,2.237489e+07
12.3300,2.237766e+07
12.3350,2.238173e+07
12.3400,2.238748e+07
12.3450,2.239519e+07
12.3500,2.240513e+07
12.3550,2.241732e+07
12.3600,2.248184e+07
12.3650,2.248485e+07
12.3700,2.248782e+07
12.3750,2.249123e+07
12.3800,2.250934e+07
12.3850,2.253116e+07
12.3900,2.255061e+07
12.3950,2.256715e+07
12.4000,2.258098e+07
12.4050,2.259267e+07
12.4100,2.260237e+07
12.4150,2.260996e+07
12.4200,2.261555e+07
12.4250,2.261944e+07
12.4300,2.262197e+07
12.4350,2.262342e+07
12.4400,2.262983e+07
12.4450,2.263453e+07
12.4500,2.263598e+07
12.4550,2.263785e+07
12.4600,2.264152e+07
12.4650,2.264179e+07
12.4700,2.264195e+07
12.4750,2.264197e+07
12.4800,2.264213e+07
12.4850,2.264252e+07
12.4900,2.264313e+07
12.4950,2.264394e+07
12.5000,2.264484e+07
12.5050,2.265569e+07
12.5100,2.266740e+07
12.5150,2.267221e+07
12.5200,2.267766e+07
12.5250,2.267905e+07
12.5300,2.268088e+07
12.5350,2.280845e+07
12.5400,2.321768e+07
12.5450,2.350677e+07
12.5500,2.350889e+07
12.5550,2.351065e+07
12.5600,2.351179e+07
12.5650,2.351215e+07
12.5700,2.351269e+07
12.5750,2.351397e+07
12.5800,2.351573e+07
12.5850,2.351784e+07
12.5900,2.352018e+07
12.5950,2.359196e+07
12.6000,2.365726e+07
12.6050,2.366561e+07
12.6100,2.367945e+07
12.6150,2.368467e+07
12.6200,2.368477e+07
12.6250,2.368549e+07
12.6300,2.368589e+07
12.6350,2.368607e+07
12.6400,2.368629e+07
12.6450,2.368689e+07
12.6500,2.368784e+07
12.6550,2.368920e+07
12.6600,2.369112e+07
12.6650,2.369369e+07
12.6700,2.369697e+07
12.6750,2.370085e+07
12.6800,2.370495e+07
12.6850,2.370895e+07
12.6900,2.371229e+07
12.6950,2.371474e+07
12.7000,2.371613e+07
12.7050,2.371664e+07
12.7100,2.371668e+07
12.7150,2.371699e+07
12.7200,2.371734e+07
12.7250,2.371765e+07
12.7300,2.371902e+07
12.7350,2.375009e+07
12.7400,2.378272e+07
12.7450,2.378818e+07
12.7500,2.379892e+07
12.7550,2.386128e+07
12.7600,2.393004e+07
12.7650,2.393221e+07
12.7700,2.393501e+07
12.7750,2.393848e+07
12.7800,2.394277e+07
12.7850,2.394807e+07
12.7900,2.395449e+07
12.7950,2.396176e+07
12.8000,2.396947e+07
12.8050,2.397727e+07
12.8100,2.398493e+07
12.8150,2.399237e+07
12.8200,2.399951e+07
12.8250,2.400664e+07
12.8300,2.401316e+07
12.8350,2.421622e+07
12.8400,2.435071e+07
12.8450,2.435606e+07
12.8500,2.436137e+07
12.8550,2.436653e+07
12.8600,2.437493e+07
12.8650,2.438536e+07
12.8700,2.439187e+07
12.8750,2.439562e+07
12.8800,2.439857e+07
12.8850,2.440075e+07
12.8900,2.440220e+07
12.8950,2.440912e+07
12.9000,2.441155e+07
12.9050,2.441173e+07
12.9100,2.441223e+07
12.9150,2.441304e+07
12.9200,2.441403e+07
12.9250,2.449259e+07
12.9300,2.458103e+07
12.9350,2.458267e+07
12.9400,2.458551e+07
12.9450,2.458589e+07
12.9500,2.458854e+07
12.9550,2.458922e+07
12.9600,2.484403e+07
12.9650,2.512662e+07
12.9700,2.513513e+07
12.9750,2.514416e+07
12.9800,2.515457e+07
12.9850,2.520503e+07
12.9900,2.520671e+07
12.9950,2.520854e+07
13.0000,2.520940e+07
13.0050,2.521952e+07
13.0100,2.523350e+07
13.0150,2.524737e+07
13.0200,2.525973e+07
13.0250,2.527013e+07
13.0300,2.527809e+07
13.0350,2.528371e+07
13.0400,2.528752e+07
13.0450,2.528841e+07
13.0500,2.530301e+07
13.0550,2.531419e+07
13.0600,2.531532e+07
13.0650,2.531670e+07
13.0700,2.542961e+07
13.0750,2.552313e+07
13.0800,2.552756e+07
13.0850,2.566529e+07
13.0900,2.575956e+07
13.0950,2.576003e+07
13.1000,2.576034e+07
13.1050,2.576053e+07
13.1100,2.576061e+07
